@relation luceneA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z107.6923077

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
15,41,25,5,7,0.846154,FALSE
4,7,6,2,1,0,FALSE
2,2,1,2,2,0,FALSE
9,27,0,7,9,1,FALSE
9,27,0,7,9,1,FALSE
4,7,6,2,1,0,FALSE
2,2,1,2,2,0,FALSE
5,21,0,3,0,0,FALSE
15,41,25,5,7,0.846154,FALSE
1,1,0,2,1,0,FALSE
6,8,15,1,6,0,FALSE
1,1,0,2,1,0,FALSE
6,8,15,1,6,0,FALSE
15,43,0,7,11,1,FALSE
23,34,93,3,22,1,TRUE
8,27,18,1,6,1,TRUE
27,64,167,11,22,1,TRUE
14,32,1,17,13,0.5,TRUE
10,27,0,6,9,1,TRUE
9,25,0,8,8,0,TRUE
6,14,13,0,5,0,TRUE
10,27,0,6,9,1,TRUE
14,38,43,7,14,1,TRUE
18,93,0,21,0,1,TRUE
2,6,0,3,2,1,TRUE
7,46,0,12,7,1,TRUE
14,38,43,7,14,1,TRUE
2,5,0,5,1,0,TRUE
