@relation luceneA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z107.6923077

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,7,3,4,3,0,FALSE
5,5,10,0,5,0,FALSE
11,102,1,20,0,1,FALSE
1,1,0,2,1,0,FALSE
9,51,14,6,5,0.75,FALSE
5,5,10,0,5,0,FALSE
6,28,0,8,6,1,FALSE
9,51,14,6,5,0.75,FALSE
7,8,21,3,0,0,FALSE
1,1,0,2,1,0,FALSE
13,34,0,7,6,1,FALSE
9,51,14,6,5,0.75,FALSE
3,7,3,4,3,0,FALSE
6,28,0,8,6,1,FALSE
36,77,92,5,8,0.52381,TRUE
7,22,9,6,6,0.333333,TRUE
23,28,247,14,22,1,TRUE
14,47,73,16,4,0.75,TRUE
23,28,247,14,22,1,TRUE
36,77,92,5,8,0.52381,TRUE
3,13,3,3,3,0,TRUE
17,55,12,10,13,1,TRUE
27,64,167,11,22,1,TRUE
7,22,9,6,6,0.333333,TRUE
3,13,3,3,3,0,TRUE
20,36,176,5,19,0.5,TRUE
3,4,3,1,3,0,TRUE
23,28,247,14,22,1,TRUE
