@relation luceneA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z107.6923077

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
11,20,15,4,9,1,FALSE
14,25,3,1,13,0,FALSE
11,20,15,4,9,1,FALSE
9,31,0,9,7,1,FALSE
5,6,10,3,0,0,FALSE
5,6,10,3,0,0,FALSE
11,20,15,4,9,1,FALSE
5,6,10,3,0,0,FALSE
7,46,0,12,7,1,FALSE
14,25,3,1,13,0,FALSE
7,46,0,12,7,1,FALSE
14,25,3,1,13,0,FALSE
1,1,0,0,0,0,FALSE
14,25,3,1,13,0,FALSE
28,61,0,16,17,1,TRUE
8,12,6,1,0,0.333333,TRUE
28,61,0,16,17,1,TRUE
5,18,0,1,4,0.4,TRUE
4,10,2,3,3,1,TRUE
4,10,2,3,3,1,TRUE
7,21,0,6,5,0.666667,TRUE
28,61,0,16,17,1,TRUE
13,25,0,2,10,0.857143,TRUE
26,56,0,14,17,1,TRUE
13,25,0,2,10,0.857143,TRUE
35,103,317,16,28,0.888889,TRUE
26,56,0,14,17,1,TRUE
5,18,0,1,4,0.4,TRUE
