@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z10.0-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
11,19,2,11,4,0.666667,102,1,0.5,24,FALSE
9,15,1,1,4,0.583333,92,1,0.464286,11.571429,FALSE
1,8,0,1,6,0,43,1,0.666667,6,FALSE
7,46,10,7,7,0.771429,394,0,0.375,47.625,FALSE
3,4,1,3,1,2,11,0,0.666667,4.5,FALSE
6,16,0,6,4,0.333333,46,0,0.625,10.25,FALSE
51,10,8,0,3,0.3125,69,1,0.583333,12,FALSE
5,15,1,5,1,2,67,0,1,32.5,FALSE
3,11,13,1,6,0.8,68,0,0.444444,10.166667,FALSE
9,3,0,3,1,2,14,0,1,13,FALSE
3,7,0,2,4,0,161,0,0.75,38.5,FALSE
3,9,3,2,2,2,43,0,0.666667,13.333333,FALSE
0,6,1,0,2,2,63,0,0.666667,30.5,FALSE
3,40,84,2,16,0.658333,604,2,0.291667,36.25,FALSE
12,15,13,4,11,0.75,97,3,0.220779,7.272727,FALSE
3,15,0,1,4,0.5,137,0,0.9,25.2,FALSE
8,84,103,8,14,0.929487,1034,1,0.269841,52.052632,FALSE
80,19,18,1,6,0.428571,99,1,0.392857,10.875,FALSE
6,37,0,5,7,0.69697,308,0,0.3,24.166667,FALSE
1,6,0,0,5,0.5,30,0,0.7,4.6,FALSE
1,2,0,1,1,2,5,0,1,4,FALSE
5,22,0,4,5,0.555556,150,0,0.47619,20,FALSE
7,37,4,7,7,0.714286,277,0,0.46875,32.875,FALSE
31,62,0,8,16,0.617647,396,1,0.215278,20.777778,FALSE
3,41,10,2,4,2,241,0,0.36,47.2,FALSE
8,15,1,1,4,0.583333,92,1,0.464286,11.571429,FALSE
2,29,0,2,5,0.64,1260,0,0.555556,208.166667,FALSE
3,14,1,3,3,0.5,82,0,0.666667,26,FALSE
1,3,1,0,2,2,7,0,0.75,2.5,FALSE
6,17,1,6,7,0.7,138,0,0.428571,18,FALSE
4,19,3,4,2,2,136,0,0.666667,44.333333,FALSE
8,33,65,8,14,0.910256,404,1,0.595238,27,FALSE
15,57,22,15,15,0.583333,298,1,0.264706,16.352941,FALSE
6,26,0,2,11,0.58,181,0,0.409091,15,FALSE
23,46,65,3,17,0.416667,448,0,0.289474,22.473684,FALSE
6,25,0,5,6,0.703704,251,1,0.375,23.2,FALSE
3,9,0,2,5,0.666667,64,0,0.533333,11.2,FALSE
3,3,3,1,3,2,3,0,0.666667,0,FALSE
20,8,3,0,7,0.666667,43,0,0.714286,4.714286,FALSE
11,36,0,11,10,0.694444,236,1,0.45,22.2,FALSE
7,15,0,2,4,0.333333,77,0,0.4375,18,FALSE
1,3,3,0,3,2,3,0,1,0,FALSE
2,3,3,0,3,1.5,4,0,0.666667,0,FALSE
7,32,9,7,5,0.75,128,1,0.5,17,FALSE
2,7,6,1,4,2,20,0,0.875,4,FALSE
5,7,1,4,3,0.5,29,0,0.666667,8.333333,FALSE
9,26,0,4,7,0.666667,263,0,0.342857,36,FALSE
4,13,78,0,13,2,13,0,0.326923,0,FALSE
5,21,18,3,4,0.714286,145,0,0.4375,16.875,FALSE
2,6,1,2,3,0.5,29,0,0.666667,8.333333,FALSE
44,96,286,13,22,0.592593,1047,1,0.126984,36.321429,FALSE
3,11,1,2,6,0.7,74,0,0.555556,10.666667,FALSE
11,32,0,11,6,0.666667,189,1,0.342857,25.428571,FALSE
5,27,0,4,7,0.5,115,0,0.47619,15.142857,FALSE
4,25,11,4,4,0.8,157,0,0.4,24.833333,FALSE
0,7,0,0,3,0,19,0,0.666667,5,FALSE
9,33,0,9,6,0.68,205,1,0.416667,32.333333,FALSE
1,3,0,1,1,2,7,0,1,6,FALSE
46,14,20,1,7,0.714286,87,0,0.6875,9.625,FALSE
9,30,17,3,8,0.733333,149,0,0.25,13.4,FALSE
4,12,0,3,4,0.333333,70,0,0.5,16,FALSE
6,16,5,6,5,0.733333,95,0,0.5,14.333333,FALSE
4,13,0,3,4,0,87,0,0.75,20.5,FALSE
17,3,3,0,3,2,3,0,1,0,FALSE
8,41,0,8,5,0.5,230,0,0.4,44.4,FALSE
3,8,0,0,7,0,147,0,0.342857,19.857143,FALSE
2,15,0,0,3,0.166667,100,0,0.666667,31.333333,FALSE
11,39,0,8,6,0.657143,294,1,0.325,35.125,FALSE
4,16,0,4,4,0.333333,59,0,0.875,13.5,FALSE
1,9,10,0,3,0.75,81,0,0.44,15,FALSE
11,31,0,5,8,0.693878,329,1,0.25,39.25,FALSE
6,7,21,1,7,2,7,0,1,0,FALSE
78,23,119,5,16,0.873016,125,4,0.218045,5.210526,FALSE
9,23,0,5,8,0.761905,198,0,0.35,23,FALSE
11,41,67,8,11,0.846154,366,1,0.223214,24.714286,FALSE
0,23,0,0,9,0.53125,250,0,0.388889,26.333333,FALSE
11,38,0,11,11,0.7,250,1,0.454545,21.363636,FALSE
6,34,4,4,6,0.651515,367,0,0.3125,29.083333,FALSE
3,11,13,1,6,0.8,68,0,0.444444,10.166667,FALSE
1,5,1,1,2,2,10,0,0.75,4,FALSE
12,5,0,4,3,0.333333,18,1,0.4375,3.25,FALSE
2,20,21,2,9,0.6,130,0,0.4,11.5,FALSE
6,11,3,3,3,2,37,0,1,11.333333,FALSE
3,25,4,2,1,0.333333,183,0,0.583333,44.25,FALSE
25,52,181,2,14,0.731405,1489,0,0.290909,63.26087,FALSE
5,11,6,3,3,2,62,0,0.5,14.5,FALSE
6,9,1,5,2,2,33,0,1,15.5,FALSE
3,9,0,2,5,0.666667,64,0,0.533333,11.2,FALSE
0,16,34,0,8,0,60,0,0.666667,5.555556,FALSE
3,21,44,2,5,0.805195,147,1,0.261905,10.666667,FALSE
10,55,76,6,11,0.59375,461,0,0.285714,25.882353,TRUE
3,20,4,2,4,0.833333,168,0,0.466667,32,TRUE
5,12,0,5,4,0.333333,48,0,0.75,10.75,TRUE
22,86,15,14,4,0.728571,887,7,0.266667,77.727273,TRUE
9,21,145,5,18,0.954861,143,3,0.230263,5.684211,TRUE
8,38,83,6,8,0.74359,220,1,0.297619,14.5,TRUE
17,99,664,15,31,0.918193,855,2,0.194444,19.85,TRUE
5,53,19,5,1,0.916667,404,1,0.485714,56.428571,TRUE
5,22,6,1,6,0.678571,185,0,0.625,21.125,TRUE
7,33,65,7,14,0.910256,404,1,0.595238,27,TRUE
10,42,10,10,1,2,481,0,0.6,95.2,TRUE
7,19,3,6,2,1,96,0,0.5,30.666667,TRUE
19,73,112,7,5,0.84375,502,1,0.170455,28.176471,TRUE
32,57,147,6,19,0.805195,441,1,0.313043,17.869565,TRUE
51,169,1200,16,35,0.848864,1842,2,0.155844,31.607143,TRUE
20,97,307,17,24,0.884127,1137,2,0.209677,35,TRUE
11,18,0,10,9,0.583333,78,1,0.161538,4.846154,TRUE
7,71,102,7,14,0.821053,677,2,0.3,32.35,TRUE
10,47,241,3,26,0.916364,279,3,0.153846,9.307692,TRUE
19,93,317,19,23,0.912972,949,5,0.238095,29.933333,TRUE
11,91,108,10,15,0.776316,962,0,0.2125,46.3,TRUE
