@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z41.55844156-no-replacement

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,0,4,10,3,5,5,0,1,FALSE
2,0,14,0,9,5,41,1,1,FALSE
1,0,28,0,28,1,1,0,1,FALSE
1,0,3,6,0,2,93,2,1,FALSE
1,0,7,0,1,2,60,0,1,FALSE
1,0,3,1,1,1,60,0,3,FALSE
1,0,5,1,1,1,23,0,3,FALSE
1,0,1,4,0,5,62,0,2,FALSE
1,0,12,10,9,5,5,0,1,FALSE
3,0,7,13,1,4,78,1,2,FALSE
3,0,5,0,1,1,30,1,1,FALSE
5,0,6,6,4,3,67,0,2,FALSE
2,0,3,1,0,2,14,0,1,FALSE
1,0,0,3,0,3,57,0,1,FALSE
1,0,4,0,3,1,1,0,1,FALSE
0,0,8,13,1,3,143,0,1,FALSE
1,0,4,0,1,13,70,0,1,FALSE
5,0,14,51,1,10,369,1,3,FALSE
3,0,10,0,1,2,134,1,2,FALSE
1,0,2,0,1,1,7,0,0,FALSE
1,0,4,105,4,13,518,0,5,FALSE
2,0,14,29,0,11,101,0,1,FALSE
1,0,13,131,9,16,144,0,2,FALSE
3,0,10,0,1,2,134,1,2,FALSE
1,1,7,112,2,12,151,0,4,FALSE
2,4,9,7,4,5,49,0,2,FALSE
1,0,4,26,0,7,83,0,2,FALSE
0,0,10,21,1,1,138,0,9,FALSE
1,0,4,0,2,2,33,0,2,FALSE
6,0,4,3,1,3,23,1,1,FALSE
0,2,8,26,3,1,108,0,5,FALSE
1,0,0,0,0,1,22,0,0,FALSE
1,2,9,30,4,7,97,0,2,FALSE
3,0,7,1,0,1,19,1,1,FALSE
0,0,3,4,1,4,22,0,1,FALSE
1,0,29,1,3,3,190,0,1,FALSE
2,4,12,34,5,8,172,0,3,FALSE
1,0,3,0,1,3,21,0,1,FALSE
0,0,6,41,0,11,99,0,5,FALSE
1,0,7,9,0,4,110,0,2,FALSE
3,0,11,44,1,8,121,1,2,FALSE
3,0,3,1,0,1,24,1,1,FALSE
1,0,3,3,0,3,13,0,1,FALSE
1,0,3,0,0,22,199,0,1,FALSE
4,0,2,0,1,2,20,0,1,FALSE
3,0,8,19,2,5,59,1,2,FALSE
3,0,13,44,3,8,121,1,2,FALSE
2,0,21,617,4,36,358,1,2,FALSE
1,0,1,0,1,0,0,0,0,FALSE
3,0,10,0,1,2,136,1,2,FALSE
1,4,5,9,5,5,23,0,1,FALSE
3,0,4,6,1,3,62,1,1,FALSE
3,0,5,16,1,7,75,2,1,FALSE
3,0,4,10,1,3,31,1,1,FALSE
1,0,0,0,0,0,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,FALSE
1,0,5,0,4,1,1,0,1,FALSE
2,0,10,81,1,15,119,0,1,FALSE
1,0,3,1,3,2,17,0,2,FALSE
0,0,16,52,4,4,120,0,2,FALSE
5,1,3,0,1,1,44,1,2,FALSE
1,0,24,22,21,6,176,0,1,FALSE
1,0,0,0,0,0,0,0,0,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,3,484,1,21,651,0,7,FALSE
1,0,19,4,1,3,274,0,1,FALSE
4,0,3,0,3,2,20,0,1,FALSE
1,0,2,15,0,5,44,0,1,FALSE
1,0,15,0,3,2,378,0,5,FALSE
1,0,2,1,1,2,16,0,3,FALSE
2,0,11,17,6,6,90,0,2,FALSE
1,2,8,3,2,2,96,0,3,FALSE
3,0,17,8,3,3,295,1,18,FALSE
6,0,4,0,0,2,27,0,1,FALSE
0,0,5,1,1,2,40,0,1,FALSE
2,0,3,3,0,2,32,0,1,FALSE
1,0,4,0,1,13,70,0,1,FALSE
3,0,9,4,2,2,36,0,1,FALSE
3,0,10,0,2,2,88,1,1,FALSE
1,0,1,0,1,0,0,0,0,FALSE
1,0,63,3,62,3,3,0,1,FALSE
3,0,8,0,1,5,163,0,1,FALSE
1,0,1,0,1,0,0,0,0,FALSE
2,0,6,0,1,6,51,0,1,FALSE
3,0,10,0,2,1,74,1,1,FALSE
2,2,7,7,2,5,49,0,2,FALSE
2,0,12,85,3,14,139,1,3,FALSE
1,0,9,21,6,4,161,0,6,FALSE
1,0,12,1,8,1,23,0,1,FALSE
2,0,25,339,3,23,315,2,2,FALSE
2,0,1,3,0,3,12,2,1,FALSE
2,0,12,6,1,3,88,2,1,FALSE
3,0,7,59,1,12,131,2,4,FALSE
2,0,5,0,1,4,80,1,3,FALSE
0,0,25,102,4,9,229,0,3,FALSE
2,0,13,73,10,14,129,1,4,FALSE
2,0,5,4,1,3,38,0,1,TRUE
3,0,4,3,1,7,73,2,3,TRUE
