@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z41.55844156-no-replacement

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,0,6,9,2,4,68,4,2,FALSE
2,0,1,0,0,1,7,0,0,FALSE
1,3,8,46,6,8,102,0,2,FALSE
1,0,1,3,0,3,14,0,1,FALSE
1,0,2,1,0,2,7,0,1,FALSE
1,0,43,0,43,1,1,0,1,FALSE
4,0,9,39,3,10,68,1,1,FALSE
3,0,3,1,1,1,12,1,1,FALSE
1,0,9,3,7,3,3,0,1,FALSE
1,0,2,1,0,2,7,0,1,FALSE
1,0,6,10,3,4,54,0,2,FALSE
1,0,1,0,1,1,1,0,1,FALSE
1,0,3,3,1,3,127,0,13,FALSE
2,17,22,1,17,5,33,1,1,FALSE
1,0,7,0,5,1,1,0,1,FALSE
3,0,9,2,2,2,33,0,1,FALSE
2,0,8,0,2,4,65,1,1,FALSE
1,0,4,0,3,1,1,0,1,FALSE
1,0,11,0,10,1,1,0,1,FALSE
1,0,4,1,1,2,9,0,1,FALSE
1,0,20,178,9,13,587,0,9,FALSE
2,0,14,288,5,20,204,3,1,FALSE
3,1,4,1,2,1,11,1,1,FALSE
0,2,11,21,2,1,163,0,5,FALSE
1,0,4,0,1,4,37,0,1,FALSE
5,0,2,0,1,1,7,0,0,FALSE
3,0,7,0,1,4,43,2,1,FALSE
1,1,7,112,2,12,151,0,4,FALSE
1,0,4,0,1,6,46,0,1,FALSE
1,0,7,35,2,7,380,0,5,FALSE
2,0,11,184,6,15,114,3,1,FALSE
1,0,9,0,8,1,1,0,1,FALSE
2,0,6,56,2,7,145,2,2,FALSE
3,0,3,1,1,1,17,2,1,FALSE
1,0,29,119,4,6,350,0,6,FALSE
6,0,2,0,1,2,25,0,1,FALSE
3,0,12,0,1,3,103,1,1,FALSE
5,0,2,0,1,2,22,0,1,FALSE
3,0,4,1,0,1,17,1,1,FALSE
2,0,11,17,6,6,90,0,2,FALSE
1,0,12,89,1,13,134,0,4,FALSE
1,0,11,1,11,2,2,0,1,FALSE
1,0,17,6,11,4,53,0,5,FALSE
1,0,3,0,3,1,1,0,1,FALSE
2,0,11,25,3,8,73,0,1,FALSE
1,0,6,3,2,2,23,0,1,FALSE
0,0,10,21,1,1,138,0,9,FALSE
3,0,9,2,2,2,33,0,1,FALSE
3,0,7,1,0,1,19,1,1,FALSE
3,0,1,0,0,1,4,0,0,FALSE
3,0,3,3,1,1,25,2,1,FALSE
3,0,8,21,2,4,66,0,2,FALSE
1,1,1,0,1,4,27,0,1,FALSE
0,0,5,1,1,2,58,0,1,FALSE
1,0,11,37,1,11,465,0,3,FALSE
2,0,10,17,2,4,61,1,1,FALSE
1,0,23,490,11,32,171,0,1,FALSE
2,0,8,28,1,1,396,1,7,FALSE
1,0,0,15,0,6,53,0,2,FALSE
2,0,3,0,3,7,66,0,2,FALSE
1,0,5,21,4,6,112,0,4,FALSE
1,0,4,0,1,13,70,0,1,FALSE
2,3,6,3,3,2,47,0,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,12,3,11,3,3,0,1,FALSE
2,1,15,142,1,12,276,2,3,FALSE
1,0,8,1,6,2,2,0,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
3,0,6,9,2,5,52,4,2,FALSE
5,0,2,0,1,2,25,0,1,FALSE
6,0,2,0,1,2,25,0,1,FALSE
1,0,37,3,36,3,3,0,1,FALSE
3,0,6,0,4,4,52,0,2,FALSE
1,0,0,0,0,0,0,0,0,FALSE
4,0,5,15,1,5,43,0,1,FALSE
0,2,5,6,2,1,93,0,4,FALSE
1,0,12,49,1,1,197,4,9,FALSE
0,0,4,1,0,2,18,0,1,FALSE
3,0,6,0,0,3,27,0,1,FALSE
3,0,27,1,1,3,357,0,3,FALSE
3,0,4,3,1,2,17,1,1,FALSE
3,1,11,18,3,7,61,2,1,FALSE
3,0,18,191,4,18,312,5,2,FALSE
0,0,25,102,4,9,229,0,3,FALSE
3,0,6,41,0,11,99,1,5,FALSE
1,2,4,11,2,7,37,0,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
3,0,15,211,12,18,187,0,2,FALSE
1,0,4,1,1,2,9,0,1,FALSE
0,0,16,74,2,9,223,0,2,FALSE
1,6,8,6,6,3,37,0,2,FALSE
2,0,6,0,1,2,16,0,1,FALSE
6,0,12,0,1,2,109,1,2,FALSE
2,0,10,14,2,4,120,0,1,FALSE
1,0,1,4,0,5,62,0,2,FALSE
1,0,7,8,1,5,44,0,1,FALSE
2,0,17,289,1,25,279,0,3,TRUE
3,0,8,21,2,4,66,0,2,TRUE
1,0,6,3,0,3,41,0,2,TRUE
1,0,5,3,5,3,3,0,1,TRUE
2,0,15,5,2,3,88,1,1,TRUE
5,0,5,6,3,3,67,0,2,TRUE
1,0,8,74,3,12,154,0,3,TRUE
3,0,9,6,6,4,25,2,1,TRUE
5,0,8,0,7,2,21,0,1,TRUE
1,0,9,43,1,9,103,0,4,TRUE
2,0,11,26,3,6,57,0,1,TRUE
2,0,14,54,1,4,223,1,3,TRUE
2,0,1,3,0,3,12,2,1,TRUE
3,0,7,3,1,3,31,0,1,TRUE
4,15,49,6,49,4,21,0,0,TRUE
2,0,18,330,3,28,241,0,2,TRUE
3,0,9,15,3,6,42,3,1,TRUE
3,0,11,33,3,9,79,1,3,TRUE
3,0,13,129,3,16,157,1,3,TRUE
2,0,5,3,2,3,10,0,1,TRUE
1,0,109,697,105,36,923,0,8,TRUE
3,3,5,6,5,4,20,0,0,TRUE
2,3,17,55,7,15,168,3,2,TRUE
3,0,5,1,1,2,47,0,1,TRUE
3,0,8,15,2,6,42,3,1,TRUE
1,0,3,0,2,3,17,0,1,TRUE
2,0,13,0,2,5,142,1,3,TRUE
1,0,17,864,8,38,523,0,4,TRUE
2,7,15,24,7,11,137,5,2,TRUE
1,0,5,132,1,18,341,0,30,TRUE
1,0,12,3,11,3,3,0,1,TRUE
1,0,19,3,17,3,3,0,1,TRUE
2,0,7,1,0,2,48,1,4,TRUE
2,0,13,5,2,3,85,1,1,TRUE
1,1,15,46,7,16,444,0,8,TRUE
3,0,10,20,1,5,250,0,6,TRUE
1,1,7,137,1,16,183,0,2,TRUE
1,11,23,687,13,31,405,0,4,TRUE
3,0,8,10,2,5,36,2,1,TRUE
1,0,0,0,0,5,32,0,1,TRUE
1,0,8,10,5,5,5,0,1,TRUE
4,0,7,13,1,10,82,1,2,TRUE
5,0,1,0,0,3,33,0,1,TRUE
2,0,7,0,3,15,315,1,3,TRUE
3,0,20,151,5,15,401,1,10,TRUE
1,0,6,76,3,11,180,0,1,TRUE
2,0,12,834,4,44,345,2,1,TRUE
3,0,8,0,2,1,161,1,6,TRUE
2,1,16,68,2,11,537,1,12,TRUE
1,0,3,0,2,1,1,0,1,TRUE
2,0,5,318,1,29,304,4,1,TRUE
1,0,5,20,1,7,94,0,4,TRUE
3,0,12,3,0,1,67,3,1,TRUE
2,1,7,0,1,7,66,1,1,TRUE
4,0,10,33,1,14,167,1,5,TRUE
