@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z137.7358491

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
1,12,0.728571,0,0.45,0,0,TRUE
2,10,2,0.931034,0.416667,1,1,TRUE
1,1,0.444444,0,0.625,0,0,TRUE
2,13,0.75,0.6,0.466667,1,1,TRUE
4,31,2,1,1,0,0,TRUE
1,33,0.794508,0,0.181633,0,0,TRUE
2,8,2,0.9,0.4,1,2,TRUE
1,6,0.25,0,0.433333,0,0,TRUE
2,10,2,0.9,0.4,1,1,TRUE
2,5,0.333333,0.571429,0.541667,0,0,TRUE
1,17,0.761905,0,0.4375,0,0,TRUE
2,16,1.333333,0.8,0.375,0,0,TRUE
1,3,0.8,0,0.4,0,0,TRUE
1,11,0.826667,0,0.226667,0,0,TRUE
3,11,0.5,0.571429,0.428571,0,0,TRUE
2,9,0.666667,0.7,0.4375,1,1,TRUE
1,1,0.444444,0,0.625,0,0,TRUE
1,11,0.701389,0,0.364706,0,0,TRUE
2,5,2,0.964286,0.533333,0,0,TRUE
2,9,0.5,0.611111,0.375,0,0,TRUE
1,16,0.6,0,0.444444,0,0,TRUE
1,6,2,0,0.5,0,0,TRUE
4,31,2,1,1,0,0,TRUE
2,14,0.75,0.47619,0.461538,0,0,TRUE
3,11,0.5,0.571429,0.428571,0,0,TRUE
2,3,0.333333,0.558824,0.5,1,6,TRUE
3,11,0.5,0.571429,0.428571,0,0,TRUE
1,10,2,0,0.133333,0,0,TRUE
2,16,0.566667,0.848485,0.326531,1,1,TRUE
1,1,2,0,0.875,0,0,TRUE
1,6,0.8,0,0.227273,0,0,TRUE
1,1,0,0,0.464286,0,0,TRUE
1,4,2,0,0.5,0,0,TRUE
1,3,0.611111,0,0.52381,0,0,TRUE
2,9,0.666667,0.7,0.4375,1,1,TRUE
1,8,2,0,1,0,0,TRUE
1,44,2,0,0.244048,0,0,TRUE
1,6,0.75,0,0.466667,0,0,TRUE
2,10,2,0.931034,0.416667,1,1,TRUE
1,4,2,0,0.555556,0,0,TRUE
2,10,2,0.931034,0.416667,1,1,TRUE
2,16,1.333333,0.8,0.375,0,0,TRUE
1,2,0.504348,0,0.3125,0,0,TRUE
2,14,0.75,0.47619,0.461538,0,0,TRUE
1,4,2,0,0.666667,0,0,TRUE
1,4,2,0,0.555556,0,0,TRUE
2,5,0,0.973684,0.625,0,0,TRUE
1,1,2,0,0.875,0,0,TRUE
1,17,0.761905,0,0.4375,0,0,TRUE
1,4,2,0,1,0,0,TRUE
2,10,2,0.9,0.4,1,1,TRUE
1,16,0.6,0,0.444444,0,0,TRUE
1,1,2,0,0.875,0,0,TRUE
2,10,2,0.931034,0.416667,1,1,TRUE
2,5,0.333333,0.571429,0.541667,0,0,TRUE
2,5,2,0.833333,0.666667,0,0,TRUE
1,6,0.878788,0,0.261905,0,0,TRUE
1,4,2,0,0.9,0,0,TRUE
2,2,2,0.714286,0.666667,1,2,TRUE
1,1,0,0,0.464286,0,0,TRUE
1,3,2,0,0,0,0,TRUE
4,31,2,1,1,0,0,TRUE
1,5,2,0,0.5,0,0,TRUE
