@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z137.7358491

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
1,9,2,0,0.444444,0,0,TRUE
1,40,1,0,0.074224,0,0,TRUE
1,3,2,0,1,0,0,TRUE
1,1,2,0,0.75,0,0,TRUE
2,4,0.75,0.636364,0.44,0,0,TRUE
3,12,1,0.727273,0.4375,1,1,TRUE
2,17,0.52381,0.823529,0.28125,1,1,TRUE
2,5,2,0.931034,0.392857,0,0,TRUE
2,4,0.75,0.636364,0.44,0,0,TRUE
1,4,2,0,0.3125,0,0,TRUE
2,5,0.333333,0.571429,0.541667,0,0,TRUE
2,2,2,0.714286,0.666667,1,2,TRUE
2,10,2,0.931034,0.416667,1,1,TRUE
1,12,0.686275,0,0.238095,0,0,TRUE
2,17,0.25,0.9,0.466667,1,2,TRUE
2,8,2,0.931034,0.416667,1,1,TRUE
2,4,0.75,0.636364,0.44,0,0,TRUE
1,5,2,0,1,0,0,TRUE
1,6,1.5,0,0.583333,0,0,TRUE
1,6,0.625,0,0.466667,0,0,TRUE
1,4,0.5,0,0.5,0,0,TRUE
2,4,0.75,0.636364,0.44,0,0,TRUE
2,5,2,0.833333,0.666667,0,0,TRUE
1,25,0.428571,0,0.392857,0,0,TRUE
2,5,2,0.931034,0.392857,0,0,TRUE
1,4,2,0,0.6,0,0,TRUE
2,8,2,0.931034,0.416667,1,1,TRUE
1,12,0.814815,0,0.422222,0,0,TRUE
2,10,2,0.931034,0.416667,1,1,TRUE
3,3,2,1,1,0,0,TRUE
2,39,0.013889,0.506849,0.078159,0,0,TRUE
2,14,0.4,0.903226,0.433333,1,1,TRUE
1,44,2,0,0.244048,0,0,TRUE
2,5,2,0.931034,0.392857,0,0,TRUE
4,44,0.666667,0.764706,0.533333,0,0,TRUE
