@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z62.26415094-no-replacement

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
3,11,0.5,0.571429,0.428571,0,0,TRUE
1,21,2,0,0.295455,0,0,TRUE
1,11,0.826667,0,0.226667,0,0,TRUE
1,3,2,0,1,0,0,TRUE
1,6,2,0,1,0,0,TRUE
1,17,0.761905,0,0.4375,0,0,TRUE
2,8,2,0.9,0.4,1,1,TRUE
1,12,0.683333,0,0.214286,0,0,TRUE
3,10,0.5,0.571429,0.428571,0,0,TRUE
2,11,2,0.933333,0.416667,1,1,TRUE
1,6,2,0,0.5,0,0,TRUE
1,20,0.761905,0,0.3125,0,0,TRUE
2,11,0.75,0.5,0.333333,0,0,TRUE
5,48,0.809524,0.666667,0.375,1,1,TRUE
1,12,0.775,0,0.246753,0,0,TRUE
2,3,0.555556,0.571429,0.45,0,0,TRUE
1,1,2,0,0.75,0,0,TRUE
2,2,2,0.714286,0.666667,1,2,TRUE
1,12,0.728571,0,0.45,0,0,TRUE
2,8,0.728571,0.52381,0.285714,0,0,TRUE
1,3,0.882353,0,0.333333,0,0,TRUE
2,16,0.566667,0.848485,0.326531,1,1,TRUE
2,10,2,0.931034,0.392857,1,1,TRUE
2,5,0,0.973684,0.625,0,0,TRUE
1,17,0.5,0,0.177778,1,1,TRUE
1,10,2,0,0.133333,0,0,TRUE
2,9,2,0.933333,0.416667,1,1,TRUE
2,4,0.791444,0.375,0.226891,1,2,TRUE
1,9,2,0,0.666667,0,0,TRUE
2,7,0.666667,0.72973,0.333333,0,0,TRUE
2,7,0.909091,0.914634,0.606061,1,1,TRUE
2,7,0.4,0.666667,0.458333,1,1,TRUE
3,22,0.6,0.907407,0.75,0,0,FALSE
2,7,0.25,0.9,0.433333,0,0,FALSE
4,10,2,0.964286,0.666667,2,4,FALSE
2,2,2,0.941176,0.833333,1,2,FALSE
4,3,1.333333,0.947368,0.75,2,4,FALSE
2,3,2,0.965517,0.533333,0,0,FALSE
2,1,0.709877,0.464286,0.305556,1,2,FALSE
2,3,0.333333,0.605263,0.5,1,6,FALSE
2,2,2,0.888889,0.666667,0,0,FALSE
1,7,0.878788,0,0.261905,0,0,FALSE
4,4,2,0.964286,0.5,3,3,FALSE
2,9,0.75,0.903226,0.4,0,0,FALSE
1,4,0.333333,0,0.583333,0,0,FALSE
3,0,0.333333,0.866667,0.666667,1,1,FALSE
4,13,0.916667,0.947368,0.5,3,6,FALSE
4,3,1.5,0.964286,0.666667,2,3,FALSE
1,47,2,0,0.081081,0,0,FALSE
1,2,2,0,0.555556,0,0,FALSE
4,8,2,0.964286,0.666667,2,4,FALSE
2,5,0.5,0.9,0.5,0,0,FALSE
1,3,2,0,0.583333,0,0,FALSE
2,5,2,0.967742,0.533333,0,0,FALSE
3,6,0.375,0.924528,0.35,3,3,FALSE
1,6,1.5,0,0.583333,0,0,FALSE
1,8,2,0,0.625,0,0,FALSE
2,2,2,0.8,0.666667,0,0,FALSE
4,8,1,0.947368,0.5,3,3,FALSE
3,12,0.928571,0.637931,0.309091,1,1,FALSE
2,8,2,0.903226,0.4,1,2,FALSE
2,6,2,0.875,0.75,0,0,FALSE
1,49,2,0,0.069767,0,0,FALSE
2,5,2,0.862069,0.666667,0,0,FALSE
