@relation luceneA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z106.1538462

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,4,1,3,2,0,FALSE
4,12,4,7,3,1,FALSE
2,4,1,3,2,0,FALSE
2,4,1,3,2,0,FALSE
3,8,3,0,1,0,FALSE
7,10,21,0,7,0,FALSE
3,10,1,2,3,1,FALSE
6,10,15,3,6,0,FALSE
3,8,3,0,1,0,FALSE
5,5,10,0,5,0,FALSE
15,43,0,7,11,1,FALSE
6,7,15,3,0,0,FALSE
5,6,10,1,4,0,FALSE
5,18,0,1,4,0.4,FALSE
4,5,0,3,3,0.666667,FALSE
3,4,3,1,0,0,FALSE
6,7,15,3,0,0,FALSE
7,13,15,3,7,1,FALSE
6,6,15,0,6,0,FALSE
2,4,1,1,1,0,FALSE
6,33,3,16,6,1,FALSE
3,4,3,1,0,0,FALSE
10,10,45,0,10,0,FALSE
2,10,1,5,2,1,FALSE
5,18,0,1,4,0.4,FALSE
2,4,1,1,1,0,FALSE
11,25,0,3,6,1,FALSE
4,5,0,3,3,0.666667,FALSE
5,6,10,1,4,0,FALSE
3,4,3,1,0,0,FALSE
4,5,0,3,3,0.666667,FALSE
6,14,0,1,5,0,FALSE
3,7,3,4,3,0,FALSE
2,4,1,3,2,0,FALSE
6,33,3,16,6,1,FALSE
6,28,0,8,6,1,FALSE
5,18,0,1,4,0.4,FALSE
3,6,0,3,3,0,FALSE
4,12,4,7,3,1,FALSE
8,19,12,2,4,0.666667,FALSE
4,12,4,7,3,1,FALSE
5,18,0,1,4,0.4,FALSE
3,4,3,1,0,0,FALSE
6,7,15,3,0,0,FALSE
7,16,0,3,6,1,FALSE
2,4,1,3,2,0,FALSE
2,4,1,1,1,0,FALSE
5,18,0,1,4,0.4,FALSE
7,10,21,0,7,0,FALSE
2,10,1,5,2,1,FALSE
6,28,0,8,6,1,FALSE
12,29,26,7,7,1,FALSE
3,4,3,2,1,0,FALSE
6,33,3,16,6,1,FALSE
3,8,3,0,1,0,FALSE
3,6,3,4,3,0,FALSE
5,13,0,5,4,0.5,FALSE
7,10,21,0,7,0,FALSE
7,10,21,0,7,0,FALSE
15,29,15,8,11,0.7,FALSE
11,20,15,4,9,1,FALSE
6,18,5,0,1,0.5,FALSE
6,28,0,8,6,1,FALSE
6,28,0,8,6,1,FALSE
1,2,0,1,0,0,FALSE
7,13,15,3,7,1,FALSE
2,3,1,2,2,0,FALSE
9,11,34,3,7,1,FALSE
6,28,0,8,6,1,FALSE
7,17,5,4,5,1,TRUE
27,84,193,16,21,1,TRUE
3,4,0,1,2,0.333333,TRUE
1,4,0,0,0,0,TRUE
3,4,0,1,2,0.333333,TRUE
10,21,0,4,6,1,TRUE
3,5,1,1,1,1,TRUE
7,17,5,4,5,1,TRUE
26,55,0,7,22,1,TRUE
8,12,6,1,0,0.333333,TRUE
11,11,55,12,11,0,TRUE
62,125,1757,27,46,1,TRUE
5,18,0,1,4,0.4,TRUE
4,5,0,3,3,0.666667,TRUE
1,4,0,0,0,0,TRUE
18,28,51,4,15,1,TRUE
1,2,0,0,0,0,TRUE
35,103,317,16,28,0.888889,TRUE
10,27,0,6,9,1,TRUE
12,12,66,0,12,0,TRUE
28,89,86,10,23,0.8,TRUE
17,26,124,4,16,1,TRUE
10,27,0,6,9,1,TRUE
12,21,0,0,9,0,TRUE
16,34,62,6,3,1,TRUE
17,39,0,2,17,0.5,TRUE
13,34,0,7,6,1,TRUE
62,125,1757,27,46,1,TRUE
4,10,0,2,4,0,TRUE
35,103,317,16,28,0.888889,TRUE
26,58,0,13,22,1,TRUE
16,34,62,6,3,1,TRUE
45,137,732,28,20,0.590909,TRUE
6,10,15,3,6,0,TRUE
13,25,0,2,10,0.857143,TRUE
3,10,1,2,3,1,TRUE
7,15,0,8,6,0.5,TRUE
3,7,3,5,2,0,TRUE
11,11,55,12,11,0,TRUE
4,10,0,2,4,0,TRUE
3,5,1,1,1,1,TRUE
8,15,0,1,7,1,TRUE
6,17,0,2,6,1,TRUE
26,55,0,7,22,1,TRUE
80,171,1344,22,52,0.722222,TRUE
14,29,67,22,12,0.333333,TRUE
7,46,0,12,7,1,TRUE
26,55,0,7,22,1,TRUE
7,18,9,6,6,1,TRUE
11,31,23,9,5,1,TRUE
16,34,62,6,3,1,TRUE
13,19,70,1,11,1,TRUE
9,32,0,8,9,1,TRUE
26,55,0,10,22,1,TRUE
1,2,0,0,0,0,TRUE
27,64,171,11,22,1,TRUE
17,26,124,4,16,1,TRUE
3,13,3,3,3,0,TRUE
80,171,1344,22,52,0.722222,TRUE
40,123,576,26,19,0.470588,TRUE
4,5,0,3,3,0.666667,TRUE
14,29,67,22,12,0.333333,TRUE
6,19,15,0,4,0,TRUE
4,5,0,3,3,0.666667,TRUE
26,58,0,13,22,1,TRUE
12,12,66,0,12,0,TRUE
13,25,0,2,10,0.857143,TRUE
26,55,0,10,22,1,TRUE
9,32,0,8,9,1,TRUE
