@relation luceneA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z106.1538462

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
10,10,45,0,10,0,FALSE
6,12,1,11,6,1,FALSE
5,14,0,4,0,0.333333,FALSE
5,14,0,4,0,0.333333,FALSE
1,2,0,3,0,0,FALSE
5,7,10,6,4,0,FALSE
3,17,1,4,2,1,FALSE
11,25,0,3,6,1,FALSE
14,25,3,1,13,0,FALSE
5,18,0,1,5,0,FALSE
10,10,45,0,10,0,FALSE
13,36,58,7,13,1,FALSE
9,11,34,3,7,1,FALSE
4,5,0,3,3,0.666667,FALSE
18,39,0,3,17,0.833333,FALSE
11,25,0,3,6,1,FALSE
5,7,10,6,4,0,FALSE
13,36,58,7,13,1,FALSE
7,14,0,1,7,1,FALSE
6,12,1,11,6,1,FALSE
5,6,0,0,0,0,FALSE
7,14,0,1,7,1,FALSE
14,25,3,1,13,0,FALSE
9,11,34,3,7,1,FALSE
2,4,1,2,0,0,FALSE
1,1,0,1,1,0,FALSE
6,19,15,0,4,0,FALSE
5,14,0,4,0,0.333333,FALSE
11,25,0,3,6,1,FALSE
10,38,0,4,9,1,FALSE
6,19,15,0,4,0,FALSE
4,5,0,3,3,0.666667,FALSE
4,18,6,0,3,0,FALSE
1,2,0,0,1,0,FALSE
12,29,26,7,7,1,FALSE
14,25,3,1,13,0,FALSE
6,19,15,0,4,0,FALSE
13,36,58,7,13,1,FALSE
2,4,1,1,1,0,FALSE
14,25,3,1,13,0,FALSE
2,4,1,1,1,0,FALSE
7,10,21,1,7,0,FALSE
6,12,1,11,6,1,FALSE
5,14,0,4,0,0.333333,FALSE
1,2,0,3,0,0,FALSE
5,18,0,1,5,0,FALSE
2,9,1,6,0,0,FALSE
2,4,1,3,2,0,FALSE
1,2,0,0,1,0,FALSE
3,9,3,3,0,0,FALSE
1,1,0,1,1,0,FALSE
2,4,1,1,1,0,FALSE
3,17,1,4,2,1,FALSE
6,20,5,4,5,0,FALSE
6,28,0,8,6,1,FALSE
3,4,3,1,3,0,FALSE
4,18,6,0,3,0,FALSE
3,9,3,3,0,0,FALSE
6,19,15,0,4,0,FALSE
9,11,34,3,7,1,FALSE
13,36,58,7,13,1,FALSE
3,8,3,0,1,0,FALSE
5,21,0,3,0,0,FALSE
3,4,3,0,3,0,FALSE
3,5,1,1,1,1,FALSE
14,29,53,4,6,1,FALSE
4,18,6,0,3,0,FALSE
4,6,6,3,3,0,FALSE
14,25,3,1,13,0,FALSE
14,38,43,7,14,1,TRUE
6,7,15,2,6,0,TRUE
12,46,0,7,12,1,TRUE
6,7,15,2,6,0,TRUE
4,5,0,3,3,0.666667,TRUE
10,37,17,8,0,1,TRUE
5,16,0,2,5,1,TRUE
4,5,0,3,3,0.666667,TRUE
30,75,349,8,23,0.666667,TRUE
8,15,0,1,7,1,TRUE
4,39,0,6,0,0.5,TRUE
10,34,1,4,8,1,TRUE
15,43,0,7,11,1,TRUE
3,7,3,5,2,0,TRUE
57,108,1504,16,43,1,TRUE
48,119,742,20,32,0.64,TRUE
8,23,26,2,6,0,TRUE
6,19,13,1,5,0.333333,TRUE
10,27,15,9,4,1,TRUE
4,39,0,6,0,0.5,TRUE
9,25,0,8,8,0,TRUE
13,14,78,8,12,0,TRUE
4,39,0,6,0,0.5,TRUE
48,119,742,20,32,0.64,TRUE
8,12,8,4,8,1,TRUE
3,17,1,4,2,1,TRUE
28,61,0,16,17,1,TRUE
10,37,17,8,0,1,TRUE
14,38,0,6,11,1,TRUE
10,27,15,9,4,1,TRUE
13,38,0,6,4,0.571429,TRUE
3,7,3,5,2,0,TRUE
2,4,1,3,2,0,TRUE
4,5,6,1,4,0,TRUE
7,21,0,6,5,0.666667,TRUE
57,108,1504,16,43,1,TRUE
10,27,15,9,4,1,TRUE
7,21,0,6,5,0.666667,TRUE
14,22,61,1,13,0,TRUE
5,8,2,2,5,1,TRUE
8,23,26,2,6,0,TRUE
57,108,1504,16,43,1,TRUE
15,18,103,0,15,1,TRUE
9,36,8,7,0,1,TRUE
4,5,0,3,3,0.666667,TRUE
15,18,103,0,15,1,TRUE
15,18,103,0,15,1,TRUE
16,40,70,7,16,1,TRUE
11,19,41,0,10,1,TRUE
4,5,0,3,3,0.666667,TRUE
3,7,3,5,2,0,TRUE
11,19,41,0,10,1,TRUE
14,29,53,4,6,1,TRUE
14,38,43,7,14,1,TRUE
5,16,0,2,5,1,TRUE
30,75,349,8,23,0.666667,TRUE
3,4,3,1,3,0,TRUE
14,22,61,1,13,0,TRUE
14,29,67,22,12,0.333333,TRUE
12,21,0,0,9,0,TRUE
4,5,6,1,4,0,TRUE
36,52,282,4,7,0.210526,TRUE
8,12,8,4,8,1,TRUE
8,12,8,4,8,1,TRUE
15,54,41,11,10,0.533333,TRUE
8,19,2,3,6,1,TRUE
18,22,147,0,17,1,TRUE
15,50,0,18,13,1,TRUE
7,21,0,6,5,0.666667,TRUE
