@relation luceneA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z106.1538462

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
10,38,0,4,9,1,FALSE
6,19,15,0,4,0,FALSE
4,6,6,3,3,0,FALSE
2,16,0,5,1,1,FALSE
13,39,72,7,12,1,FALSE
4,5,0,3,3,0.666667,FALSE
5,18,0,1,4,0.4,FALSE
7,27,1,8,6,1,FALSE
2,4,1,3,2,0,FALSE
3,5,1,1,1,1,FALSE
8,15,0,1,7,1,FALSE
2,2,1,1,2,0,FALSE
4,18,0,0,3,0.5,FALSE
13,30,0,6,11,1,FALSE
6,10,15,3,6,0,FALSE
13,31,0,6,11,1,FALSE
2,5,1,0,1,0,FALSE
5,12,0,1,0,0,FALSE
12,47,0,8,12,1,FALSE
15,22,0,1,14,0.285714,FALSE
2,5,1,0,1,0,FALSE
11,102,1,20,0,1,FALSE
3,13,1,10,3,0,FALSE
2,2,1,1,2,0,FALSE
2,4,1,1,1,0,FALSE
2,3,1,1,2,0,FALSE
2,16,0,5,1,1,FALSE
2,2,1,1,2,0,FALSE
4,18,0,0,3,0.5,FALSE
2,16,0,5,1,1,FALSE
8,15,0,2,0,1,FALSE
4,18,0,0,3,0.5,FALSE
7,10,21,1,7,0,FALSE
6,8,15,1,6,0,FALSE
3,5,1,1,1,1,FALSE
3,13,1,10,3,0,FALSE
4,18,0,0,3,0.5,FALSE
6,14,0,1,5,0,FALSE
7,15,0,8,6,0.5,FALSE
2,4,1,1,1,0,FALSE
13,30,0,6,11,1,FALSE
5,18,0,1,4,0.4,FALSE
6,19,15,0,4,0,FALSE
2,2,1,1,2,0,FALSE
2,16,0,5,1,1,FALSE
1,1,0,0,0,0,FALSE
13,30,0,6,11,1,FALSE
2,4,1,1,1,0,FALSE
1,2,0,0,1,0,FALSE
2,4,1,3,2,0,FALSE
5,8,8,0,3,0,FALSE
7,27,1,8,6,1,FALSE
7,10,21,1,7,0,FALSE
6,10,15,3,6,0,FALSE
2,4,1,1,1,0,FALSE
4,18,0,0,3,0.5,FALSE
6,15,0,3,6,1,FALSE
4,10,0,2,0,1,FALSE
1,2,0,0,1,0,FALSE
2,4,1,3,2,0,FALSE
7,15,0,8,6,0.5,FALSE
7,13,0,5,6,0.5,FALSE
1,2,0,0,1,0,FALSE
14,25,3,1,13,0,FALSE
13,23,58,11,11,0.578947,FALSE
2,2,1,1,2,0,FALSE
4,5,0,3,3,0.666667,FALSE
6,8,15,1,6,0,FALSE
2,16,0,5,1,1,FALSE
18,28,51,4,15,1,TRUE
7,21,13,2,3,0.75,TRUE
10,27,15,9,4,1,TRUE
3,5,3,3,3,0,TRUE
5,18,0,1,4,0.4,TRUE
20,51,164,6,16,0.25,TRUE
21,58,104,15,10,1,TRUE
6,14,13,0,5,0,TRUE
11,28,15,7,7,1,TRUE
8,22,0,6,6,1,TRUE
2,3,1,1,2,0,TRUE
14,31,0,7,12,1,TRUE
8,22,0,6,6,1,TRUE
5,14,4,1,4,0.666667,TRUE
14,47,73,16,4,0.75,TRUE
10,37,0,4,9,1,TRUE
5,16,0,2,5,1,TRUE
10,37,17,8,0,1,TRUE
7,22,9,6,6,0.333333,TRUE
25,82,160,18,8,0.833333,TRUE
21,58,104,15,10,1,TRUE
5,14,4,1,4,0.666667,TRUE
11,28,15,7,7,1,TRUE
11,25,0,3,7,1,TRUE
14,22,61,1,13,0,TRUE
7,21,13,2,3,0.75,TRUE
3,4,0,1,3,0.333333,TRUE
8,12,8,4,8,1,TRUE
2,9,1,6,0,0,TRUE
12,13,66,3,12,0,TRUE
10,18,0,2,10,1,TRUE
13,38,0,7,4,0.533333,TRUE
6,19,13,1,5,0.333333,TRUE
6,7,15,2,6,0,TRUE
2,6,0,3,2,1,TRUE
15,43,0,7,11,1,TRUE
2,8,1,6,0,0,TRUE
6,29,0,7,0,0.666667,TRUE
28,61,0,16,17,1,TRUE
6,19,13,1,5,0.333333,TRUE
2,4,0,1,1,1,TRUE
6,14,13,0,5,0,TRUE
20,51,164,6,16,0.25,TRUE
7,22,9,6,6,0.333333,TRUE
5,18,0,1,4,0.4,TRUE
3,8,3,0,0,0,TRUE
10,37,17,8,0,1,TRUE
18,28,51,4,15,1,TRUE
18,28,51,4,15,1,TRUE
5,10,0,2,4,1,TRUE
3,5,3,3,3,0,TRUE
8,22,0,6,6,1,TRUE
18,33,141,4,18,1,TRUE
18,28,51,4,15,1,TRUE
6,29,0,7,0,0.666667,TRUE
5,18,0,1,4,0.4,TRUE
2,3,1,1,2,0,TRUE
11,25,0,3,7,1,TRUE
11,25,0,3,7,1,TRUE
25,82,160,18,8,0.833333,TRUE
11,25,0,3,7,1,TRUE
11,28,15,7,7,1,TRUE
2,4,1,2,0,0,TRUE
5,12,0,1,0,0,TRUE
5,10,0,2,4,1,TRUE
45,137,732,28,20,0.590909,TRUE
30,75,349,8,23,0.666667,TRUE
10,18,0,2,10,1,TRUE
5,12,0,1,0,0,TRUE
