@relation luceneA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z106.1538462

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,2,0,0,1,0,FALSE
2,12,1,7,1,0,FALSE
8,19,0,1,8,0,FALSE
3,4,3,1,0,0,FALSE
10,12,17,1,8,0.75,FALSE
3,4,3,1,0,0,FALSE
11,25,0,3,6,1,FALSE
14,25,3,1,13,0,FALSE
8,19,0,1,8,0,FALSE
13,31,0,6,11,1,FALSE
11,25,0,3,6,1,FALSE
9,14,8,2,6,1,FALSE
11,25,0,3,6,1,FALSE
5,6,0,0,0,0,FALSE
2,2,1,1,2,0,FALSE
8,25,22,0,6,1,FALSE
6,6,15,4,6,0,FALSE
12,13,0,0,8,1,FALSE
5,15,0,2,5,1,FALSE
13,39,72,7,12,1,FALSE
5,12,0,1,0,0,FALSE
15,29,15,8,11,0.7,FALSE
3,4,3,1,0,0,FALSE
1,2,0,0,1,0,FALSE
2,3,1,0,2,0,FALSE
9,14,8,2,6,1,FALSE
6,6,15,0,6,0,FALSE
6,18,5,0,1,0.5,FALSE
5,15,0,2,5,1,FALSE
8,19,12,2,4,0.666667,FALSE
3,4,3,1,0,0,FALSE
13,23,58,11,11,0.578947,FALSE
2,16,0,5,1,1,FALSE
13,31,0,14,13,1,FALSE
2,12,1,7,1,0,FALSE
6,15,0,3,6,1,FALSE
8,19,0,1,8,0,FALSE
5,6,10,1,4,0,FALSE
15,29,15,8,11,0.7,FALSE
14,25,3,1,13,0,FALSE
2,3,1,0,2,0,FALSE
8,19,0,1,8,0,FALSE
11,25,0,3,6,1,FALSE
11,102,1,20,0,1,FALSE
5,19,0,2,5,0,FALSE
3,4,3,1,0,0,FALSE
2,2,1,1,2,0,FALSE
7,13,15,3,7,1,FALSE
13,23,58,11,11,0.578947,FALSE
17,33,42,1,10,0.625,FALSE
8,19,0,1,8,0,FALSE
7,13,15,3,7,1,FALSE
11,102,1,20,0,1,FALSE
27,43,13,0,13,1,FALSE
27,43,13,0,13,1,FALSE
11,25,0,3,6,1,FALSE
1,2,0,0,1,0,FALSE
13,23,58,11,11,0.578947,FALSE
11,102,1,20,0,1,FALSE
7,14,0,1,7,1,FALSE
7,13,15,3,7,1,FALSE
5,19,0,2,5,0,FALSE
4,18,0,0,3,0.5,FALSE
11,25,0,3,6,1,FALSE
14,25,3,1,13,0,FALSE
14,25,3,1,13,0,FALSE
5,19,0,2,5,0,FALSE
5,12,0,1,0,0,FALSE
7,27,1,8,6,1,FALSE
18,61,69,16,0,1,TRUE
12,13,0,0,8,1,TRUE
6,17,0,2,6,1,TRUE
6,17,0,2,6,1,TRUE
26,55,0,7,22,1,TRUE
8,13,0,2,7,0.875,TRUE
14,38,43,7,14,1,TRUE
7,14,0,1,7,1,TRUE
6,29,0,6,0,0.727273,TRUE
10,24,0,5,10,1,TRUE
3,10,1,2,3,1,TRUE
12,13,0,0,8,1,TRUE
6,14,15,5,5,0,TRUE
7,14,0,1,7,1,TRUE
57,108,1504,16,43,1,TRUE
13,36,58,7,13,1,TRUE
2,4,1,1,1,0,TRUE
15,43,0,7,11,1,TRUE
3,10,1,2,3,1,TRUE
15,50,0,18,13,1,TRUE
7,22,9,6,6,0.333333,TRUE
5,17,0,6,5,1,TRUE
8,19,2,2,6,1,TRUE
15,34,0,19,14,0.5,TRUE
52,129,888,29,32,0.648649,TRUE
13,36,58,7,13,1,TRUE
16,68,8,9,4,1,TRUE
15,50,0,18,13,1,TRUE
12,13,0,0,8,1,TRUE
14,31,0,7,12,1,TRUE
10,24,0,5,10,1,TRUE
2,3,1,1,2,0,TRUE
8,17,0,5,4,1,TRUE
4,6,6,3,3,0,TRUE
6,39,0,5,5,1,TRUE
15,18,105,0,15,0,TRUE
36,77,92,5,8,0.52381,TRUE
15,18,105,0,15,0,TRUE
5,6,4,1,5,1,TRUE
8,22,0,6,6,1,TRUE
8,13,0,2,7,0.875,TRUE
13,38,0,7,4,0.533333,TRUE
8,19,2,2,6,1,TRUE
5,17,0,6,5,1,TRUE
4,19,0,7,0,1,TRUE
6,17,0,2,6,1,TRUE
4,39,0,6,0,0.5,TRUE
5,17,0,6,5,1,TRUE
2,4,0,1,1,1,TRUE
57,108,1504,16,43,1,TRUE
8,13,0,2,7,0.875,TRUE
16,68,8,9,4,1,TRUE
5,16,0,2,5,1,TRUE
4,10,0,2,4,0,TRUE
2,9,1,6,0,0,TRUE
13,38,0,7,4,0.533333,TRUE
57,108,1504,16,43,1,TRUE
23,28,247,14,22,1,TRUE
27,84,193,16,21,1,TRUE
14,38,43,7,14,1,TRUE
2,3,1,1,2,0,TRUE
6,17,0,2,6,1,TRUE
4,6,6,3,3,0,TRUE
15,18,105,0,15,0,TRUE
8,27,18,1,6,1,TRUE
7,18,9,6,6,1,TRUE
15,43,0,7,11,1,TRUE
4,19,0,7,0,1,TRUE
4,39,0,6,0,0.5,TRUE
