@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z10.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z162.162162

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
7,17,0,7,5,0.5,75,0,0.8,13.4,FALSE
1,6,1,1,1,2,20,0,0.75,9,FALSE
11,7,21,1,7,2,7,0,1,0,FALSE
1,9,0,1,1,0,58,1,0.666667,17.333333,FALSE
12,15,13,4,11,0.75,97,3,0.220779,7.272727,FALSE
5,6,15,1,6,2,6,0,0.444444,0,FALSE
10,56,119,10,15,0.882353,460,0,0.377778,23.833333,FALSE
2,8,0,0,1,0.5,1082,0,0.666667,153.285714,FALSE
13,59,248,4,20,0.875,290,1,0.173333,10.36,FALSE
4,20,3,4,1,1.5,124,0,1,40,FALSE
4,20,3,4,1,1.5,124,0,1,40,FALSE
4,30,27,3,5,0.761905,252,1,0.283333,23.5,FALSE
3,15,1,3,0,2,58,0,0.666667,28,FALSE
12,64,69,10,5,0.807692,531,2,0.246032,36.642857,FALSE
6,26,22,6,6,0.571429,95,0,0.40625,10.75,FALSE
35,84,0,24,35,0.485714,302,1,0.0875,7.333333,FALSE
5,6,15,1,6,2,6,0,0.444444,0,FALSE
4,4,0,3,1,0,16,1,0.666667,6.5,FALSE
5,15,0,1,4,0.5,137,0,0.9,25.2,FALSE
5,22,0,4,5,0.555556,150,0,0.47619,20,FALSE
12,38,4,10,6,0.52381,243,1,0.35,29,FALSE
8,20,0,4,4,0.777778,106,1,0.625,24.75,FALSE
11,39,7,2,10,0.960606,605,1,0.25974,51,FALSE
9,29,0,8,5,0.571429,179,0,0.375,21,FALSE
30,8,3,4,2,2,27,0,0.666667,8,FALSE
1,9,0,1,1,0,58,1,0.666667,17.333333,FALSE
12,32,27,4,9,0.683333,190,0,0.232323,15.727273,FALSE
7,9,0,2,3,0,47,0,0.666667,14.333333,FALSE
3,15,1,3,0,2,58,0,0.666667,28,FALSE
9,55,162,5,18,0.71,361,1,0.19375,15.952381,FALSE
6,43,322,4,6,0.859375,4244,1,0.257576,126.333333,FALSE
5,22,0,4,5,0.555556,150,0,0.47619,20,FALSE
11,39,7,2,10,0.960606,605,1,0.25974,51,FALSE
5,25,3,5,1,1.5,191,0,1,62.333333,FALSE
1,9,0,1,1,0,58,1,0.666667,17.333333,FALSE
5,22,0,4,5,0.555556,150,0,0.47619,20,FALSE
31,62,0,8,16,0.617647,396,1,0.215278,20.777778,FALSE
1,5,1,1,2,2,10,0,0.75,4,FALSE
4,30,27,3,5,0.761905,252,1,0.283333,23.5,FALSE
1,24,0,1,4,0.5625,147,0,0.6,27.6,FALSE
10,56,119,10,15,0.882353,460,0,0.377778,23.833333,FALSE
2,35,38,0,17,0.631818,617,0,0.293651,27.857143,FALSE
8,20,0,4,4,0.777778,106,1,0.625,24.75,FALSE
1,5,1,1,2,2,10,0,0.75,4,FALSE
5,1,0,1,1,2,1,0,1,0,FALSE
11,39,7,2,10,0.960606,605,1,0.25974,51,FALSE
5,25,3,5,1,1.5,191,0,1,62.333333,FALSE
3,41,10,2,4,2,241,0,0.36,47.2,FALSE
6,69,264,2,31,0.733333,771,0,0.180556,22.625,FALSE
35,84,0,24,35,0.485714,302,1,0.0875,7.333333,FALSE
6,43,322,4,6,0.859375,4244,1,0.257576,126.333333,FALSE
10,23,3,8,6,0.666667,139,2,0.428571,18.285714,FALSE
7,40,129,7,16,0.936508,252,0,0.381579,11.526316,FALSE
6,14,3,2,3,2,52,0,0.555556,16.333333,FALSE
1,9,10,0,3,0.75,81,0,0.44,15,FALSE
5,21,1,5,6,0.7,136,0,0.416667,21,FALSE
193,26,0,1,14,0.384615,153,1,0.333333,9.785714,FALSE
18,37,0,6,11,0.454545,164,1,0.416667,12.5,FALSE
10,5,10,0,5,2,5,0,0.533333,0,FALSE
6,14,3,2,3,2,52,0,0.555556,16.333333,FALSE
3,15,1,3,0,2,58,0,0.666667,28,FALSE
1,24,0,1,4,0.5625,147,0,0.6,27.6,FALSE
12,15,13,4,11,0.75,97,3,0.220779,7.272727,FALSE
31,62,0,8,16,0.617647,396,1,0.215278,20.777778,FALSE
1,9,10,0,3,0.75,81,0,0.44,15,FALSE
7,40,129,7,16,0.936508,252,0,0.381579,11.526316,FALSE
11,38,0,11,11,0.7,250,1,0.454545,21.363636,FALSE
10,56,119,10,15,0.882353,460,0,0.377778,23.833333,FALSE
5,37,4,5,2,0.5,250,0,0.5,48.8,FALSE
11,7,21,1,7,2,7,0,1,0,FALSE
6,11,3,3,3,2,37,0,1,11.333333,FALSE
9,55,162,5,18,0.71,361,1,0.19375,15.952381,FALSE
4,30,27,3,5,0.761905,252,1,0.283333,23.5,FALSE
6,14,3,2,3,2,52,0,0.555556,16.333333,FALSE
3,11,13,1,6,0.8,68,0,0.444444,10.166667,FALSE
5,22,0,4,5,0.555556,150,0,0.47619,20,FALSE
1,5,1,1,2,2,10,0,0.75,4,FALSE
1,24,0,1,4,0.5625,147,0,0.6,27.6,FALSE
11,7,21,1,7,2,7,0,1,0,FALSE
5,15,0,1,4,0.5,137,0,0.9,25.2,FALSE
6,73,353,2,34,0.809598,790,0,0.16,21.028571,FALSE
3,41,10,2,4,2,241,0,0.36,47.2,FALSE
5,22,1,5,6,0.7,137,0,0.416667,21.166667,FALSE
5,22,1,5,6,0.7,137,0,0.416667,21.166667,FALSE
10,61,135,10,16,0.888889,504,0,0.378947,24.789474,FALSE
5,25,3,5,1,1.5,191,0,1,62.333333,FALSE
31,62,0,8,16,0.617647,396,1,0.215278,20.777778,FALSE
10,23,3,8,6,0.666667,139,2,0.428571,18.285714,FALSE
15,8,3,3,6,0.4,39,0,0.5,5.333333,FALSE
2,35,38,0,17,0.631818,617,0,0.293651,27.857143,TRUE
16,117,35,15,11,0.823232,849,1,0.305263,43.105263,TRUE
7,24,9,4,5,0.8,231,0,0.266667,37.166667,TRUE
14,69,130,13,16,0.84689,819,4,0.25,39.4,TRUE
14,69,130,13,16,0.84689,819,4,0.25,39.4,TRUE
7,24,9,4,5,0.8,231,0,0.266667,37.166667,TRUE
15,77,6,14,5,0.825397,585,1,0.35,71,TRUE
6,35,130,6,12,0.991071,207,0,0.352941,10.764706,TRUE
11,83,291,9,20,0.889423,658,2,0.185185,23.074074,TRUE
12,20,3,11,1,2,165,0,0.444444,54,TRUE
51,146,654,8,33,0.941358,2046,0,0.283333,54.054054,TRUE
31,210,844,30,28,0.877404,2937,2,0.127315,58.408163,TRUE
12,20,3,11,1,2,165,0,0.444444,54,TRUE
3,14,1,2,3,0.5,97,0,0.666667,31,TRUE
9,64,76,2,9,0.879167,713,2,0.339286,40.058824,TRUE
14,69,130,13,16,0.84689,819,4,0.25,39.4,TRUE
5,57,34,3,2,1.083333,566,0,0.303571,60.888889,TRUE
6,14,1,5,2,2,45,0,1,21.5,TRUE
13,18,0,7,4,0.222222,137,2,0.5,32.5,TRUE
13,18,0,7,4,0.222222,137,2,0.5,32.5,TRUE
6,14,1,5,2,2,45,0,1,21.5,TRUE
3,14,1,2,3,0.5,97,0,0.666667,31,TRUE
31,210,844,30,28,0.877404,2937,2,0.127315,58.408163,TRUE
9,36,1,9,7,0.708333,250,2,0.285714,34.142857,TRUE
11,83,291,9,20,0.889423,658,2,0.185185,23.074074,TRUE
7,24,9,4,5,0.8,231,0,0.266667,37.166667,TRUE
10,33,0,10,6,0.6,511,0,0.555556,83.5,TRUE
6,35,130,6,12,0.991071,207,0,0.352941,10.764706,TRUE
14,69,130,13,16,0.84689,819,4,0.25,39.4,TRUE
14,69,130,13,16,0.84689,819,4,0.25,39.4,TRUE
11,83,291,9,20,0.889423,658,2,0.185185,23.074074,TRUE
14,69,130,13,16,0.84689,819,4,0.25,39.4,TRUE
12,20,3,11,1,2,165,0,0.444444,54,TRUE
8,52,119,8,9,0.869048,523,2,0.169591,25.789474,TRUE
51,146,654,8,33,0.941358,2046,0,0.283333,54.054054,TRUE
9,34,118,7,17,0.975,137,1,0.270588,6.470588,TRUE
6,14,1,5,2,2,45,0,1,21.5,TRUE
5,57,34,3,2,1.083333,566,0,0.303571,60.888889,TRUE
6,14,1,5,2,2,45,0,1,21.5,TRUE
12,20,3,11,1,2,165,0,0.444444,54,TRUE
51,146,654,8,33,0.941358,2046,0,0.283333,54.054054,TRUE
10,33,0,10,6,0.6,511,0,0.555556,83.5,TRUE
5,57,34,3,2,1.083333,566,0,0.303571,60.888889,TRUE
7,24,9,4,5,0.8,231,0,0.266667,37.166667,TRUE
10,33,0,10,6,0.6,511,0,0.555556,83.5,TRUE
12,20,3,11,1,2,165,0,0.444444,54,TRUE
9,64,76,2,9,0.879167,713,2,0.339286,40.058824,TRUE
7,24,9,4,5,0.8,231,0,0.266667,37.166667,TRUE
8,101,157,3,15,0.824786,1286,1,0.183761,45.62963,TRUE
51,146,654,8,33,0.941358,2046,0,0.283333,54.054054,TRUE
15,77,6,14,5,0.825397,585,1,0.35,71,TRUE
3,14,1,2,3,0.5,97,0,0.666667,31,TRUE
9,36,1,9,7,0.708333,250,2,0.285714,34.142857,TRUE
8,101,157,3,15,0.824786,1286,1,0.183761,45.62963,TRUE
15,77,6,14,5,0.825397,585,1,0.35,71,TRUE
31,210,844,30,28,0.877404,2937,2,0.127315,58.408163,TRUE
9,64,76,2,9,0.879167,713,2,0.339286,40.058824,TRUE
9,34,118,7,17,0.975,137,1,0.270588,6.470588,TRUE
16,117,35,15,11,0.823232,849,1,0.305263,43.105263,TRUE
8,101,157,3,15,0.824786,1286,1,0.183761,45.62963,TRUE
8,52,119,8,9,0.869048,523,2,0.169591,25.789474,TRUE
10,33,0,10,6,0.6,511,0,0.555556,83.5,TRUE
8,101,157,3,15,0.824786,1286,1,0.183761,45.62963,TRUE
14,69,130,13,16,0.84689,819,4,0.25,39.4,TRUE
2,35,38,0,17,0.631818,617,0,0.293651,27.857143,TRUE
9,64,76,2,9,0.879167,713,2,0.339286,40.058824,TRUE
9,36,1,9,7,0.708333,250,2,0.285714,34.142857,TRUE
9,64,76,2,9,0.879167,713,2,0.339286,40.058824,TRUE
7,24,9,4,5,0.8,231,0,0.266667,37.166667,TRUE
13,18,0,7,4,0.222222,137,2,0.5,32.5,TRUE
9,36,1,9,7,0.708333,250,2,0.285714,34.142857,TRUE
3,14,1,2,3,0.5,97,0,0.666667,31,TRUE
2,35,38,0,17,0.631818,617,0,0.293651,27.857143,TRUE
13,18,0,7,4,0.222222,137,2,0.5,32.5,TRUE
3,14,1,2,3,0.5,97,0,0.666667,31,TRUE
10,33,0,10,6,0.6,511,0,0.555556,83.5,TRUE
12,20,3,11,1,2,165,0,0.444444,54,TRUE
2,35,38,0,17,0.631818,617,0,0.293651,27.857143,TRUE
6,14,1,5,2,2,45,0,1,21.5,TRUE
12,20,3,11,1,2,165,0,0.444444,54,TRUE
6,35,130,6,12,0.991071,207,0,0.352941,10.764706,TRUE
