@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z10.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z162.162162

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,32,6,6,1,2,325,0,0.75,80.25,FALSE
7,36,0,7,7,0.666667,261,0,0.342857,35.571429,FALSE
8,18,3,7,2,1,132,0,0.5,42,FALSE
13,25,0,9,7,0.458333,199,2,0.392857,26.857143,FALSE
3,40,84,2,16,0.658333,604,2,0.291667,36.25,FALSE
9,9,3,4,2,2,23,0,0.666667,6.666667,FALSE
6,65,243,2,30,0.726667,747,0,0.182796,22.612903,FALSE
7,14,0,3,2,0.25,92,1,0.555556,29,FALSE
3,15,0,1,4,0.5,137,0,0.9,25.2,FALSE
7,19,3,6,2,1,93,0,0.5,29.666667,FALSE
9,9,3,4,2,2,23,0,0.666667,6.666667,FALSE
1,2,0,1,1,2,4,0,1,3,FALSE
19,87,105,19,21,0.773333,514,1,0.176923,18.538462,FALSE
4,20,0,4,4,0.333333,144,1,0.9,27.2,FALSE
8,19,45,0,14,0.576923,138,0,0.371429,8.571429,FALSE
1,2,0,1,1,2,4,0,1,3,FALSE
10,69,15,10,2,0.5,453,0,0.367347,63.571429,FALSE
14,24,19,4,5,0.666667,146,1,0.266667,13.3,FALSE
8,18,3,7,2,1,132,0,0.5,42,FALSE
6,25,0,1,7,0.6,169,0,0.416667,19.5,FALSE
5,17,0,4,5,0.777778,107,0,0.47619,13.857143,FALSE
5,19,0,5,5,0.666667,100,0,0.533333,18.4,FALSE
3,15,1,3,0,2,58,0,0.666667,28,FALSE
1,14,28,0,8,2,274,0,0.45,33.25,FALSE
1,3,1,0,2,2,7,0,0.75,2.5,FALSE
1,5,3,0,3,2,24,0,0.666667,7,FALSE
3,17,0,1,3,0.25,204,0,0.666667,65.666667,FALSE
14,24,19,4,5,0.666667,146,1,0.266667,13.3,FALSE
0,6,1,0,2,2,63,0,0.666667,30.5,FALSE
1,14,28,0,8,2,271,0,0.45,32.875,FALSE
4,20,0,4,4,0.333333,144,1,0.9,27.2,FALSE
11,34,68,7,12,0.75,199,0,0.292308,14.153846,FALSE
1,5,3,0,3,2,24,0,0.666667,7,FALSE
3,24,17,3,10,0.671429,309,0,0.545455,26.454545,FALSE
3,13,31,2,10,0.703704,76,1,0.375,6.3,FALSE
2,20,21,2,9,0.6,132,0,0.4,11.7,FALSE
5,7,6,0,5,0.75,32,0,0.7,5,FALSE
11,65,75,11,11,0.693878,443,0,0.295238,28.066667,FALSE
4,20,0,4,4,0.333333,144,1,0.9,27.2,FALSE
5,19,0,5,5,0.666667,100,0,0.533333,18.4,FALSE
6,18,5,6,5,0.733333,95,0,0.5,14.333333,FALSE
1,0,0,0,0,2,7,0,0,0,FALSE
0,6,1,0,2,2,45,0,0.666667,21.5,FALSE
7,19,3,6,2,1,93,0,0.5,29.666667,FALSE
3,6,3,2,2,2,16,0,0.333333,4.333333,FALSE
6,65,243,2,30,0.726667,747,0,0.182796,22.612903,FALSE
6,69,264,2,31,0.733333,771,0,0.180556,22.625,FALSE
4,2,0,0,1,2,5,0,1,4,FALSE
0,3,1,0,2,2,7,0,0.75,2.5,FALSE
1,3,1,0,2,2,7,0,0.75,2.5,FALSE
5,21,0,5,4,0.333333,87,0,1,20.5,FALSE
1,0,0,0,0,2,7,0,0,0,FALSE
9,33,0,9,6,0.68,205,1,0.416667,32.333333,FALSE
5,17,0,4,5,0.777778,107,0,0.47619,13.857143,FALSE
0,6,1,0,2,2,45,0,0.666667,21.5,FALSE
1,8,0,1,6,0,43,1,0.666667,6,FALSE
1,0,0,0,0,2,7,0,0,0,FALSE
9,9,3,4,2,2,23,0,0.666667,6.666667,FALSE
10,69,15,10,2,0.5,453,0,0.367347,63.571429,FALSE
8,17,1,7,2,2,97,0,1,47,FALSE
6,32,6,6,1,2,325,0,0.75,80.25,FALSE
1,2,0,1,1,2,4,0,1,3,FALSE
7,19,3,6,2,1,93,0,0.5,29.666667,FALSE
99,28,0,1,14,0.384615,153,1,0.333333,9.785714,FALSE
1,14,28,0,8,2,271,0,0.45,32.875,FALSE
0,4,3,0,3,2,20,0,0.5,5.666667,FALSE
13,25,0,9,7,0.458333,199,2,0.392857,26.857143,FALSE
5,17,0,4,5,0.777778,107,0,0.47619,13.857143,FALSE
1,3,1,0,2,2,7,0,0.75,2.5,FALSE
19,87,105,19,21,0.773333,514,1,0.176923,18.538462,FALSE
9,31,15,7,10,0.666667,166,1,0.3,15.3,FALSE
