@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z10.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z162.162162

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,18,0,0,3,0.5,96,0,0.533333,17.8,FALSE
1,18,0,0,3,0.5,96,0,0.533333,17.8,FALSE
3,14,5,1,4,0.8,131,0,0.2,20.166667,FALSE
1,3,3,0,3,1.5,4,0,0.666667,0,FALSE
1,18,0,0,3,0.5,96,0,0.533333,17.8,FALSE
6,26,15,5,6,0.833333,237,0,0.285714,32.571429,FALSE
3,10,0,3,6,0.4,52,1,0.375,7.333333,FALSE
8,19,45,0,14,0.576923,138,0,0.371429,8.571429,FALSE
5,12,3,4,1,2,40,0,0.666667,12.333333,FALSE
13,1,0,1,1,2,1,0,1,0,FALSE
13,74,50,13,12,0.937037,635,1,0.288889,37.5625,FALSE
6,26,15,5,6,0.833333,237,0,0.285714,32.571429,FALSE
5,37,4,5,2,0.5,250,0,0.5,48.8,FALSE
8,34,26,3,6,0.651515,341,0,0.3125,26.916667,FALSE
33,67,437,6,21,0.752525,1171,2,0.257576,32.911765,FALSE
1,0,0,0,0,2,7,0,0,0,FALSE
5,53,0,4,9,0.819444,396,1,0.238095,42,FALSE
6,33,65,6,14,0.910256,404,1,0.595238,27,FALSE
1,9,10,0,3,0.75,81,0,0.44,15,FALSE
5,7,1,4,3,0.5,29,0,0.666667,8.333333,FALSE
5,17,0,4,5,0.777778,107,0,0.47619,13.857143,FALSE
4,5,6,1,4,2,16,0,0.875,3,FALSE
15,62,78,14,12,0.8125,416,1,0.205882,23.176471,FALSE
10,43,15,10,12,0.615385,168,1,0.392857,10.857143,FALSE
4,40,330,2,2,0.77276,2011,1,0.20625,60.4375,FALSE
1,2,0,1,1,2,4,0,1,3,FALSE
1,9,10,0,3,0.75,81,0,0.44,15,FALSE
1,3,3,0,3,1.5,4,0,0.666667,0,FALSE
4,5,6,1,4,2,16,0,0.875,3,FALSE
11,61,121,5,15,0.75,503,0,0.294737,25.157895,FALSE
3,14,5,1,4,0.8,131,0,0.2,20.166667,FALSE
3,8,0,1,3,0,32,0,0.555556,9.333333,FALSE
5,16,0,5,6,0.5,86,0,0.642857,11,FALSE
10,60,145,9,26,0.648352,401,4,0.314815,13.592593,FALSE
0,2,0,0,1,2,6,0,1,3,FALSE
9,26,1,8,2,2,248,0,1,123,FALSE
9,22,0,5,6,0.6,105,0,0.333333,16.166667,FALSE
5,21,18,3,4,0.714286,145,0,0.4375,16.875,FALSE
9,26,1,8,2,2,248,0,1,123,FALSE
8,22,0,8,2,0,104,1,0.5,33.333333,FALSE
5,16,0,5,6,0.5,86,0,0.642857,11,FALSE
15,39,19,12,8,0.888889,344,1,0.228571,32.6,FALSE
13,74,50,13,12,0.937037,635,1,0.288889,37.5625,FALSE
9,9,1,4,2,2,31,0,0.666667,14.5,FALSE
5,7,1,4,3,0.5,29,0,0.666667,8.333333,FALSE
6,37,0,5,7,0.69697,308,0,0.3,24.166667,FALSE
3,8,0,1,3,0,32,0,0.555556,9.333333,FALSE
3,63,297,2,10,0.778846,527,2,0.37963,18.222222,FALSE
3,4,6,1,4,2,4,0,0.5,0,FALSE
6,33,65,6,14,0.910256,404,1,0.595238,27,FALSE
0,2,0,0,1,2,6,0,1,3,FALSE
6,11,3,3,3,2,37,0,1,11.333333,FALSE
4,5,6,1,4,2,16,0,0.875,3,FALSE
15,39,19,12,8,0.888889,344,1,0.228571,32.6,FALSE
11,28,0,9,7,0.25,122,0,0.285714,16.142857,FALSE
12,64,69,10,5,0.807692,531,2,0.246032,36.642857,FALSE
10,43,15,10,12,0.615385,168,1,0.392857,10.857143,FALSE
9,50,21,9,1,2,686,0,0.714286,97,FALSE
13,74,50,13,12,0.937037,635,1,0.288889,37.5625,FALSE
15,39,19,12,8,0.888889,344,1,0.228571,32.6,FALSE
8,34,26,3,6,0.651515,341,0,0.3125,26.916667,FALSE
12,64,69,10,5,0.807692,531,2,0.246032,36.642857,FALSE
2,3,3,0,3,1.5,4,0,0.666667,0,FALSE
