@relation jeditA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z48.27586207-no-replacement

@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
45,15,3,13,6,2,280,0,0,0.229167,1,1,1,FALSE
3,1,3,2,2,2,13,0,0,0.75,0,0,0,FALSE
15,5,6,2,5,0.866667,68,0.333333,0,0.4,1,1,1,FALSE
4,3,5,0,2,1.4375,23,0,2,0.5,0,0,2,FALSE
6,1,1,6,1,2,36,0,0,0.625,1,1,1,FALSE
17,4,1,1,3,0.5,137,1,0,0.5,0,0,3,FALSE
2,0,2,1,1,2,5,0,0,1,0,0,0,FALSE
47,17,8,3,8,0.622222,299,1,0,0.35,0,0,10,FALSE
53,25,2,8,1,0.716667,349,1,0,0.5,3,5,6,FALSE
32,23,22,6,8,0.72,240,1,1,0.16,0,0,5,FALSE
21,6,1,11,1,1,279,0,0,0.45,1,1,4,FALSE
3,1,2,2,2,2,8,0,0,0.625,0,0,1,FALSE
36,100,4,0,16,0.7,679,0.8,0,0.323529,0,0,13,FALSE
17,2,1,1,6,0.678571,236,1,0,1,0,0,5,FALSE
33,71,22,2,13,0.696429,437,1,0,0.466667,0,0,2,FALSE
5,6,1,2,3,1,15,0,1,0.533333,0,0,1,FALSE
38,15,3,14,1,1.114286,283,0,0,0.611111,0,0,1,FALSE
41,4,1,1,5,0.65,213,1,0,0.7,2,5,2,FALSE
2,0,1,2,1,2,5,0,0,1,0,0,0,FALSE
22,0,1,4,0,0.125,206,1,0,0.35,1,3,11,FALSE
1,0,12,0,0,2,617,0,0,0,0,0,0,FALSE
57,53,1,21,1,0.8,455,1,0,0.409091,1,1,1,FALSE
7,3,0,3,3,2,33,0,0,0.75,0,0,0,FALSE
21,0,1,3,0,0.541667,300,1,1,0.333333,1,3,16,FALSE
97,3649,0,9,84,2,709,0,0,0.056202,0,0,3,FALSE
77,898,36,5,28,0.795455,1472,0.25,2,0.083333,0,0,12,FALSE
25,0,38,2,11,0,135,1,0,0.484848,0,0,2,FALSE
13,9,31,1,6,0.4,45,1,1,0.583333,0,0,1,FALSE
145,988,14,14,46,0.960918,1107,0.677419,5,0.101415,3,25,7,TRUE
378,12328,109,49,126,0.944322,5866,0.679245,11,0.082715,0,0,57,TRUE
36,293,11,4,26,0.925339,293,1,7,0.136364,0,0,4,TRUE
61,44,4,10,6,0.833333,488,1,0,0.180556,0,0,6,TRUE
6,1,1,2,2,2,84,0,0,0.625,0,0,9,TRUE
88,534,32,15,30,0.979365,725,0.277778,0,0.221978,0,0,7,TRUE
65,46,7,9,1,0.785714,438,1,0,0.333333,2,4,9,TRUE
15,0,2,4,1,2,83,0,0,1,0,0,0,TRUE
28,2,1,4,4,0.5625,199,1,0,0.466667,1,7,8,TRUE
68,42,3,10,1,0.796296,512,1,5,0.5,3,5,9,TRUE
16,11,9,1,4,1.128571,183,0,2,0.32,0,0,2,TRUE
50,90,13,5,9,0.8625,660,0.6875,5,0.169312,0,0,14,TRUE
29,0,2,8,3,0.625,879,0.666667,2,0.25,0,0,3,TRUE
24,1,1,3,1,0.5,253,1,1,1,1,3,1,TRUE
37,100,2,0,16,0.7,679,0.8,0,0.323529,0,0,12,TRUE
21,1,1,3,1,0.5,159,1,1,1,1,3,1,TRUE
56,2,1,2,5,0.642857,289,1,0,0.7,2,6,2,TRUE
36,175,20,6,22,0.993197,239,0.142857,0,0.392045,0,0,4,TRUE
19,3,1,9,1,2,110,0,0,0.555556,0,0,17,TRUE
450,7403,223,79,91,0.927292,5494,0.965517,10,0.05155,0,0,71,TRUE
72,98,1,11,8,0.879808,1115,1,5,0.264706,1,2,35,TRUE
107,142,12,16,8,0.822967,569,1,1,0.216667,1,1,8,TRUE
51,129,11,6,9,0.873016,593,0.8,5,0.140909,0,0,11,TRUE
71,170,4,6,5,0.9,508,1,2,0.169312,1,1,8,TRUE
19,0,2,3,0,0,204,1,0,0.535714,0,0,3,TRUE
23,43,53,1,11,0.5,154,0,1,0.577778,1,2,3,TRUE
95,21,8,9,8,0.692308,973,1,1,0.589744,1,6,11,TRUE
108,737,6,12,36,0.940952,956,0.88,3,0.121646,3,17,29,TRUE
