@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z158.6956522

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,0,4,3,1,2,16,1,1,FALSE
2,0,2,9,1,6,45,0,2,FALSE
1,0,2,0,2,4,92,0,4,FALSE
5,2,6,3,5,3,17,0,0,FALSE
1,0,1,0,1,1,1,0,1,FALSE
3,0,12,0,1,2,227,1,3,FALSE
1,0,5,0,1,3,53,0,1,FALSE
4,0,9,8,0,3,91,5,1,FALSE
3,0,6,0,1,3,29,0,1,FALSE
1,0,6,0,2,4,153,0,5,FALSE
1,0,4,1,1,2,9,0,1,FALSE
3,0,14,0,1,2,129,1,5,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,6,516,5,41,507,0,1,FALSE
0,0,8,0,2,3,72,0,1,FALSE
1,0,3,1,1,1,60,0,3,FALSE
1,0,6,1,2,2,2,0,1,FALSE
1,0,12,0,11,1,1,0,1,FALSE
3,0,5,0,2,1,30,1,2,FALSE
5,2,6,3,5,3,17,0,0,FALSE
3,0,18,126,4,14,299,1,2,FALSE
2,0,5,22,1,6,70,1,2,FALSE
0,2,9,10,2,1,145,0,4,FALSE
2,0,6,0,2,2,14,0,1,FALSE
1,0,3,1,1,1,60,0,3,FALSE
2,0,6,0,2,2,14,0,1,FALSE
1,0,25,85,4,11,461,0,6,FALSE
1,0,0,0,0,1,1,0,1,FALSE
3,0,5,0,2,1,30,1,2,FALSE
2,0,17,47,4,11,78,1,1,FALSE
2,0,4,104,1,8,496,5,12,FALSE
6,0,3,7,1,5,80,0,3,FALSE
1,0,4,4,1,2,39,0,1,FALSE
2,0,7,4,4,5,42,0,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
5,0,12,24,1,8,47,1,1,FALSE
3,0,6,0,1,3,29,0,1,FALSE
2,0,18,26,1,9,183,0,5,FALSE
2,0,5,22,1,6,70,1,2,FALSE
2,0,8,7,2,6,62,0,2,FALSE
2,4,11,9,5,3,46,0,2,FALSE
1,0,1,0,1,1,1,0,1,FALSE
1,0,27,7,3,3,198,0,1,FALSE
1,0,6,0,2,4,153,0,5,FALSE
2,0,11,2,1,3,61,2,1,FALSE
1,0,27,7,3,3,198,0,1,FALSE
2,0,4,104,1,8,496,5,12,FALSE
1,0,6,0,2,4,153,0,5,FALSE
5,2,6,3,5,3,17,0,0,FALSE
5,0,2,0,1,2,22,0,1,FALSE
5,0,2,3,1,3,17,0,0,FALSE
