@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z158.6956522

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
5,0,4,0,1,3,32,0,1,FALSE
1,0,0,0,0,1,22,0,0,FALSE
1,0,3,0,1,3,31,0,1,FALSE
1,0,5,0,5,1,1,0,1,FALSE
3,0,4,0,1,2,20,1,1,FALSE
1,0,5,0,5,1,1,0,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
3,0,1,4,0,3,16,1,1,FALSE
1,0,5,0,5,1,1,0,1,FALSE
2,0,7,4,4,5,42,0,1,FALSE
3,0,6,13,0,6,107,0,4,FALSE
1,0,1,0,1,1,1,0,1,FALSE
1,0,10,6,0,3,76,0,1,FALSE
3,0,3,1,1,1,17,2,1,FALSE
1,0,4,1,0,2,10,0,1,FALSE
1,1,7,137,1,16,183,0,2,FALSE
1,0,2,1,1,2,2,0,1,FALSE
4,0,19,156,3,15,407,3,3,FALSE
1,0,4,0,3,1,1,0,1,FALSE
2,0,7,4,4,5,42,0,1,FALSE
1,0,6,1,0,2,23,0,1,FALSE
3,7,13,79,7,11,163,1,2,FALSE
3,0,3,3,1,1,25,2,1,FALSE
1,0,5,0,1,2,39,0,1,FALSE
3,0,11,59,3,9,349,4,4,FALSE
4,0,3,0,0,1,13,0,0,FALSE
4,0,2,0,1,2,20,0,1,FALSE
1,1,7,137,1,16,183,0,2,FALSE
2,0,18,76,3,1,1000,1,10,FALSE
3,0,8,0,2,1,161,1,6,FALSE
0,0,9,21,1,1,137,0,9,FALSE
4,0,2,0,1,2,20,0,1,FALSE
2,0,9,147,4,14,100,3,1,FALSE
1,0,3,78,0,15,134,0,1,FALSE
1,0,21,49,2,8,355,0,5,FALSE
2,2,7,4,3,3,37,0,2,FALSE
1,0,0,0,0,1,4,0,0,FALSE
3,0,3,1,1,1,17,2,1,FALSE
1,0,3,0,1,3,31,0,1,FALSE
2,0,10,81,1,15,119,0,1,FALSE
3,0,3,3,1,1,25,2,1,FALSE
1,0,22,247,11,23,118,0,1,FALSE
1,0,3,1,3,2,7,0,1,FALSE
1,0,5,0,1,2,39,0,1,FALSE
3,0,11,59,3,9,349,4,4,FALSE
2,0,10,4,9,2,89,1,1,FALSE
3,0,3,6,0,8,82,2,3,FALSE
1,0,4,1,1,2,52,0,3,FALSE
2,0,9,147,4,14,100,3,1,FALSE
4,0,19,156,3,15,407,3,3,FALSE
3,0,8,0,2,1,161,1,6,FALSE
1,0,3,78,0,15,134,0,1,FALSE
4,0,3,0,0,1,13,0,0,FALSE
5,0,4,0,1,3,32,0,1,FALSE
2,0,7,4,4,5,42,0,1,FALSE
3,0,5,4,0,3,29,1,1,FALSE
2,0,5,0,2,1,6,0,0,FALSE
0,0,16,69,4,9,165,0,3,FALSE
3,0,1,4,0,3,16,1,1,FALSE
1,0,2,0,2,4,92,0,4,FALSE
1,0,2,1,1,2,121,0,13,FALSE
3,0,8,0,2,1,161,1,6,FALSE
4,0,2,0,1,2,20,0,1,FALSE
1,0,2,1,1,2,16,0,3,FALSE
2,2,3,9,2,7,40,0,2,FALSE
1,0,6,1,0,2,23,0,1,FALSE
4,0,3,0,0,1,13,0,0,FALSE
1,0,3,0,2,0,0,0,0,FALSE
0,0,20,7,2,3,323,0,4,FALSE
0,0,20,7,2,3,323,0,4,FALSE
2,0,10,4,9,2,89,1,1,FALSE
0,0,16,69,4,9,165,0,3,FALSE
3,0,11,59,3,9,349,4,4,FALSE
