@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z138.0952381

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
1,33,0.794508,0,0.181633,0,0,TRUE
2,2,0,0.666667,0.555556,0,0,TRUE
2,4,0.875,0.9,0.4,0,0,TRUE
2,10,2,0.9,0.4,1,1,TRUE
1,1,2,0,0.875,0,0,TRUE
1,1,0.333333,0,0.625,0,0,TRUE
3,11,2,0.727273,0.4375,1,1,TRUE
2,2,0,0.666667,0.555556,0,0,TRUE
1,4,2,0,0.5,0,0,TRUE
2,10,2,0.9,0.4,1,1,TRUE
2,3,2,0.964286,0.533333,0,0,TRUE
1,0,2,0,0.5,0,0,TRUE
4,5,0.9,0.75,0.375,1,3,TRUE
2,10,2,0.9,0.4,1,1,TRUE
2,2,0,0.666667,0.555556,0,0,TRUE
1,18,2,0,0.16,0,0,TRUE
2,8,2,0.931034,0.416667,1,1,TRUE
1,16,0.5,0,0.326531,0,0,TRUE
1,8,2,0,1,0,0,TRUE
2,19,0.811688,0.333333,0.237037,0,0,TRUE
1,8,2,0,1,0,0,TRUE
2,19,0.811688,0.333333,0.237037,0,0,TRUE
1,0,2,0,0.5,0,0,TRUE
1,16,0.5,0,0.326531,0,0,TRUE
1,8,2,0,1,0,0,TRUE
2,3,2,0.964286,0.533333,0,0,TRUE
2,19,0.811688,0.333333,0.237037,0,0,TRUE
1,4,2,0,1,0,0,TRUE
1,11,2,0,1,0,0,TRUE
1,30,2,0,0.666667,0,0,FALSE
1,1,0.333333,0,0.625,0,0,FALSE
1,4,2,0,0.666667,0,0,FALSE
1,30,2,0,0.666667,0,0,FALSE
1,61,2,0,0,0,0,FALSE
1,4,2,0,0.666667,0,0,FALSE
2,9,0.8,0.903226,0.4,0,0,FALSE
4,4,1.2,0.915254,0.366667,2,4,FALSE
1,4,2,0,0.666667,0,0,FALSE
1,4,2,0,0.666667,0,0,FALSE
1,61,2,0,0,0,0,FALSE
1,3,0.764706,0,0.333333,0,0,FALSE
1,4,2,0,0.5,0,0,FALSE
2,9,0.8,0.903226,0.4,0,0,FALSE
1,3,0.764706,0,0.333333,0,0,FALSE
2,9,0.8,0.903226,0.4,0,0,FALSE
1,4,2,0,0.5,0,0,FALSE
1,30,2,0,0.666667,0,0,FALSE
2,9,0.8,0.903226,0.4,0,0,FALSE
1,4,2,0,0.666667,0,0,FALSE
2,9,0.8,0.903226,0.4,0,0,FALSE
4,4,1.2,0.915254,0.366667,2,4,FALSE
1,3,2,0,0.583333,0,0,FALSE
1,4,2,0,0.666667,0,0,FALSE
1,4,2,0,0.666667,0,0,FALSE
1,3,2,0,0.583333,0,0,FALSE
1,61,2,0,0,0,0,FALSE
1,3,2,0,0,0,0,FALSE
1,3,2,0,0.583333,0,0,FALSE
