@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z138.0952381

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
1,12,0.666667,0,0.416667,0,0,TRUE
1,5,2,0,1,0,0,TRUE
3,5,2,0.833333,0.8,2,5,TRUE
1,5,2,0,1,0,0,TRUE
1,19,0,0,0.238636,0,0,TRUE
2,13,0.777778,0.466667,0.246914,0,0,TRUE
1,5,2,0,1,0,0,TRUE
1,2,0.333333,0,0.5,0,0,TRUE
1,3,0.882353,0,0.333333,0,0,TRUE
1,13,0.97619,0,0.172619,0,0,TRUE
1,4,2,0,1,0,0,TRUE
1,13,0.663636,0,0.246753,0,0,TRUE
2,11,2,0.933333,0.416667,1,1,TRUE
2,11,2,0.933333,0.416667,1,1,TRUE
2,10,2,0.9,0.4,1,1,TRUE
2,5,0.333333,0.571429,0.541667,0,0,TRUE
4,44,0.666667,0.764706,0.533333,0,0,TRUE
2,10,2,0.941176,1,1,1,TRUE
4,5,0.9,0.75,0.375,1,3,TRUE
4,31,2,1,1,0,0,TRUE
2,9,0.666667,0.7,0.4375,1,1,TRUE
1,4,2,0,1,0,0,TRUE
2,8,0.5,0.588235,0.375,0,0,TRUE
4,44,0.666667,0.764706,0.533333,0,0,TRUE
4,5,0.9,0.75,0.375,1,3,TRUE
2,6,2,0.714286,0.45,0,0,TRUE
2,9,0.666667,0.7,0.4375,1,1,TRUE
1,3,0.882353,0,0.333333,0,0,TRUE
1,13,0.663636,0,0.246753,0,0,TRUE
2,6,0.8,0.903226,0.4,0,0,FALSE
2,9,0.8,0.903226,0.4,0,0,FALSE
1,16,1,0,0.4,0,0,FALSE
1,16,1,0,0.4,0,0,FALSE
1,4,0.5,0,0.5,0,0,FALSE
2,5,2,0.965517,0.533333,0,0,FALSE
2,6,2,0.875,0.75,0,0,FALSE
1,2,2,0,1,0,0,FALSE
3,11,0.55,0.866667,0.4,1,1,FALSE
3,11,0.55,0.866667,0.4,1,1,FALSE
1,2,2,0,1,0,0,FALSE
3,11,0.55,0.866667,0.4,1,1,FALSE
2,9,0.8,0.903226,0.4,0,0,FALSE
1,2,2,0,1,0,0,FALSE
2,2,2,0.714286,0.666667,1,2,FALSE
1,2,2,0,1,0,0,FALSE
1,16,1,0,0.4,0,0,FALSE
1,16,1,0,0.4,0,0,FALSE
1,16,1,0,0.4,0,0,FALSE
1,1,2,0,0.875,0,0,FALSE
2,2,2,0.714286,0.666667,1,2,FALSE
1,8,0.333333,0,0.416667,0,0,FALSE
1,2,2,0,1,0,0,FALSE
2,6,0.8,0.903226,0.4,0,0,FALSE
2,9,2,0.903226,0.4,1,2,FALSE
1,2,2,0,1,0,0,FALSE
2,6,2,0.875,0.75,0,0,FALSE
2,6,2,0.875,0.75,0,0,FALSE
3,11,0.55,0.866667,0.4,1,1,FALSE
