@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z138.0952381

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
2,4,0.75,0.636364,0.44,0,0,TRUE
1,16,0.5,0,0.326531,0,0,TRUE
2,4,0.75,0.636364,0.44,0,0,TRUE
2,8,2,0.9,0.4,1,1,TRUE
1,12,0.645833,0,0.377778,0,0,TRUE
1,66,0.761589,0,0.145695,0,0,TRUE
1,5,0.4,0,0.458333,0,0,TRUE
1,12,0.645833,0,0.377778,0,0,TRUE
1,2,0,0,0.464286,0,0,TRUE
1,5,0.4,0,0.388889,0,0,TRUE
1,2,0,0,0.464286,0,0,TRUE
2,10,2,0.931034,0.392857,1,1,TRUE
1,6,2,0,0.5,0,0,TRUE
1,5,0.4,0,0.458333,0,0,TRUE
1,2,0,0,0.464286,0,0,TRUE
1,6,2,0,1,0,0,TRUE
1,2,2,0,0,0,0,TRUE
2,10,2,0.931034,0.392857,1,1,TRUE
1,3,2,0,0,0,0,TRUE
2,6,0.166667,0.666667,0.5,0,0,TRUE
1,5,0.4,0,0.388889,0,0,TRUE
2,8,2,0.9,0.4,1,1,TRUE
1,5,0.4,0,0.388889,0,0,TRUE
1,6,2,0,1,0,0,TRUE
1,5,0.4,0,0.458333,0,0,TRUE
2,16,0.5,0.903226,0.466667,0,0,TRUE
1,16,0.5,0,0.326531,0,0,TRUE
1,44,2,0,0.244048,0,0,TRUE
1,66,0.761589,0,0.145695,0,0,TRUE
2,4,2,0.984615,0.5,1,1,FALSE
1,47,2,0,0.081081,0,0,FALSE
2,4,2,0.984615,0.5,1,1,FALSE
2,3,0.333333,0.605263,0.5,1,6,FALSE
3,2,1.12,0.8125,0.5,1,1,FALSE
4,6,0.85,0.947368,0.5,3,3,FALSE
1,4,0.5,0,0.5,0,0,FALSE
1,4,0.5,0,0.5,0,0,FALSE
2,4,2,0.984615,0.5,1,1,FALSE
1,47,2,0,0.081081,0,0,FALSE
2,3,2,0.965517,0.533333,0,0,FALSE
2,3,0.333333,0.605263,0.5,1,6,FALSE
3,6,0.834135,0.395062,0.102273,0,0,FALSE
4,6,0.85,0.947368,0.5,3,3,FALSE
4,10,2,0.964286,0.666667,2,4,FALSE
2,3,0.333333,0.605263,0.5,1,6,FALSE
2,3,2,0.965517,0.533333,0,0,FALSE
3,6,0.834135,0.395062,0.102273,0,0,FALSE
4,6,0.85,0.947368,0.5,3,3,FALSE
2,4,2,0.984615,0.5,1,1,FALSE
3,2,1.12,0.8125,0.5,1,1,FALSE
2,4,2,0.984615,0.5,1,1,FALSE
4,6,0.85,0.947368,0.5,3,3,FALSE
1,1,2,0,1,0,0,FALSE
2,2,2,0.888889,0.666667,0,0,FALSE
2,2,2,0.888889,0.666667,0,0,FALSE
1,47,2,0,0.081081,0,0,FALSE
4,6,0.85,0.947368,0.5,3,3,FALSE
2,3,0.333333,0.605263,0.5,1,6,FALSE
