@relation jeditA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4

@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
38,9,2,4,4,0.611111,210,1,1,0.3,3,13,8,TRUE
65,146,13,16,7,0.861244,352,1,5,0.191667,1,1,5,TRUE
132,57,16,22,12,0.595238,828,1,6,0.210526,1,1,21,TRUE
136,184,14,20,12,0.831909,868,1,4,0.145604,1,4,15,TRUE
144,1059,13,15,47,0.963481,1085,0.677419,4,0.103009,3,25,7,TRUE
56,2,1,2,5,0.642857,289,1,0,0.7,2,6,2,TRUE
139,74,23,21,14,0.566667,785,1,5,0.206349,1,1,29,TRUE
33,3,2,4,3,2,162,0,0,0.555556,0,0,1,TRUE
29,2,1,4,4,0.5625,197,1,0,0.466667,1,7,8,TRUE
175,1183,21,27,25,0.930334,1425,0.846154,5,0.122896,3,12,11,TRUE
90,108,3,15,3,0.75,539,1,3,0.228758,3,4,15,TRUE
32,29,6,7,11,0.653846,485,1,3,0.223214,0,0,8,TRUE
94,139,10,21,17,0.785714,853,1,3,0.227273,0,0,14,TRUE
14,7,31,1,6,0.6,49,1,1,0.583333,0,0,1,TRUE
65,30,5,13,7,0.796875,1525,0.9375,4,0.215385,0,0,42,TRUE
212,1606,26,36,29,0.942356,1917,0.684211,5,0.139063,3,12,21,TRUE
478,13445,52,34,195,0.887106,9017,0.639344,10,0.080053,3,19,32,TRUE
108,737,6,12,36,0.940952,956,0.88,3,0.121646,3,17,29,TRUE
33,3,1,4,3,1,176,1,0,0.666667,0,0,1,TRUE
94,198,5,9,19,0.94,981,0.6,0,0.375,2,4,16,TRUE
482,16336,53,37,193,0.879171,9106,0.775862,10,0.076316,3,14,29,TRUE
56,23,3,9,7,0.65,479,1,1,0.4,0,0,3,TRUE
64,125,13,9,8,0.916667,342,1,1,0.203947,3,6,3,TRUE
95,21,8,9,8,0.692308,973,1,1,0.589744,1,6,11,TRUE
123,210,11,31,29,0.683871,1566,0.9,2,0.136719,0,0,31,TRUE
28,3,7,2,8,0.666667,230,1,1,0.35,0,0,5,TRUE
42,43,2,5,9,0.666667,219,1,0,0.375,1,1,4,TRUE
95,137,9,22,16,0.785714,1219,0.666667,2,0.209524,0,0,14,TRUE
390,5891,169,60,81,0.923077,5263,0.964286,9,0.053846,0,0,61,TRUE
16,0,5,1,3,1.095238,218,1,0,0.333333,0,0,62,TRUE
39,61,4,7,12,0.307692,314,1,1,0.320513,0,0,8,TRUE
22,100,5,3,17,0.91875,199,1,4,0.183824,0,0,4,TRUE
77,71,8,10,8,0.813131,498,1,3,0.19883,0,0,9,TRUE
75,123,1,11,8,0.888889,1106,1,5,0.233918,1,1,33,TRUE
12,8,2,3,7,0.428571,149,1,0,0.4375,0,0,9,TRUE
61,44,4,10,6,0.833333,488,1,0,0.180556,0,0,6,TRUE
23,3,4,4,5,0.68,128,0,1,0.458333,0,0,2,TRUE
87,192,15,22,10,0.847222,497,0.888889,3,0.146667,3,12,6,TRUE
35,37,4,4,11,0.760684,304,1,1,0.22449,0,0,8,TRUE
268,1652,134,46,46,0.9593,2220,0.487179,10,0.077344,2,9,36,TRUE
73,217,34,16,18,0.872727,370,1,3,0.108571,0,0,8,TRUE
13,4,1,3,3,0.666667,62,1,0,0.333333,0,0,4,TRUE
42,66,7,4,12,1.090909,957,0.428571,0,0.239583,0,0,27,TRUE
28,0,2,5,2,0.666667,119,1,0,0.4,0,0,1,TRUE
23,1,3,11,2,2,100,0,0,0.75,1,2,7,TRUE
102,660,64,10,33,0.944444,1578,1,0,0.12285,0,0,17,TRUE
106,69,3,24,8,0.869231,708,1,2,0.174603,0,0,9,TRUE
54,7,3,7,3,0.75,336,1,0,0.305556,0,0,12,TRUE
