@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z157.8378378

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,0,4,1,0,2,10,0,1,FALSE
2,0,14,0,9,4,36,1,1,FALSE
6,0,3,0,1,1,13,0,0,FALSE
6,0,2,0,1,2,25,0,1,FALSE
2,0,4,0,0,4,80,1,3,FALSE
1,0,2,1,1,2,121,0,13,FALSE
1,0,28,0,2,11,392,0,9,FALSE
1,3,3,0,3,4,31,0,1,FALSE
1,0,2,1,2,2,2,0,1,FALSE
3,0,2,4,2,4,34,3,2,FALSE
1,0,2,1,2,2,2,0,1,FALSE
1,0,13,39,5,11,101,0,1,FALSE
1,0,3,9,1,7,59,0,1,FALSE
3,0,17,250,12,19,238,0,3,FALSE
1,0,10,73,0,10,192,0,2,FALSE
1,0,3,9,1,7,59,0,1,FALSE
1,0,4,7,1,7,48,0,3,FALSE
4,0,15,15,4,5,69,0,1,FALSE
4,0,6,10,1,5,28,1,1,FALSE
1,0,4,0,2,2,33,0,2,FALSE
3,0,2,1,1,3,15,0,1,FALSE
2,0,4,104,1,8,496,5,12,FALSE
1,0,4,1,0,1,68,0,8,FALSE
2,0,9,84,4,11,304,1,4,FALSE
5,0,2,0,1,2,21,0,1,FALSE
3,0,2,4,2,4,34,3,2,FALSE
1,0,0,0,0,1,1,0,1,FALSE
2,0,14,0,9,4,36,1,1,FALSE
1,0,3,0,1,3,29,0,1,FALSE
1,0,2,0,1,0,0,0,0,FALSE
1,0,6,0,1,2,46,0,1,FALSE
3,0,8,3,1,4,151,1,1,FALSE
3,0,13,8,1,2,66,0,1,FALSE
1,0,4,0,1,3,27,0,1,FALSE
1,0,5,0,5,1,1,0,1,FALSE
1,0,6,6,4,4,4,0,1,FALSE
2,0,6,17,4,7,46,0,1,FALSE
4,0,5,1,2,1,24,1,1,FALSE
2,0,6,17,4,7,46,0,1,FALSE
5,1,3,0,1,1,44,1,2,FALSE
1,0,10,73,0,10,192,0,2,FALSE
3,0,4,3,0,2,24,2,1,FALSE
1,0,2,243,2,25,248,0,6,FALSE
1,0,9,41,0,7,96,0,2,FALSE
3,0,18,126,4,14,299,1,2,FALSE
1,0,2,0,1,0,0,0,0,FALSE
2,0,7,24,0,9,78,0,1,FALSE
6,0,3,0,1,1,13,0,0,FALSE
2,0,6,9,1,4,83,0,2,FALSE
1,0,6,9,1,6,25,0,1,FALSE
3,0,3,0,1,2,16,1,1,FALSE
1,0,43,0,43,1,1,0,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
3,1,11,8,5,7,127,0,2,FALSE
2,3,6,3,3,2,47,0,1,FALSE
2,0,59,32,58,7,242,1,4,FALSE
1,0,24,7,1,5,342,0,13,FALSE
4,0,5,1,2,1,24,1,1,FALSE
1,3,3,0,3,4,31,0,1,FALSE
3,0,10,0,2,2,88,1,1,FALSE
1,0,0,0,0,0,0,0,0,FALSE
3,0,8,3,1,4,151,1,1,FALSE
1,0,5,0,5,1,1,0,1,FALSE
1,0,3,0,1,3,21,0,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
4,0,5,1,2,1,24,1,1,FALSE
3,0,15,211,12,18,187,0,2,FALSE
2,6,11,7,6,5,49,0,2,FALSE
1,0,8,22,1,5,126,0,3,FALSE
2,6,11,7,6,5,49,0,2,FALSE
1,0,4,1,0,2,10,0,1,FALSE
1,0,9,2,3,3,52,0,1,FALSE
0,0,9,10,2,2,97,0,2,FALSE
3,0,8,3,1,4,150,1,1,FALSE
1,0,24,7,1,5,342,0,13,FALSE
1,0,4,0,2,1,1,0,1,FALSE
1,6,11,15,7,5,52,0,2,FALSE
1,0,9,1,9,2,2,0,1,FALSE
1,0,4,0,1,3,27,0,1,FALSE
0,0,6,0,4,1,9,0,0,FALSE
1,0,3,0,1,3,29,0,1,FALSE
1,0,28,0,2,11,392,0,9,FALSE
2,0,6,9,1,4,83,0,2,FALSE
3,0,13,8,1,2,66,0,1,FALSE
1,0,6,6,4,4,4,0,1,FALSE
1,0,4,0,1,3,27,0,1,FALSE
4,0,1,0,1,3,37,0,2,FALSE
2,0,20,89,6,15,123,1,1,FALSE
6,0,2,0,1,2,25,0,1,FALSE
3,0,15,211,12,18,187,0,2,FALSE
1,0,3,0,1,3,31,0,1,FALSE
2,0,19,525,5,33,261,2,2,FALSE
2,3,6,3,3,2,47,0,1,FALSE
5,0,4,0,1,3,32,0,1,FALSE
1,0,3,9,1,7,59,0,1,FALSE
1,0,22,270,11,24,125,0,1,FALSE
4,0,15,15,4,5,69,0,1,FALSE
3,4,11,10,4,1,33,0,1,FALSE
2,17,22,1,17,5,33,1,1,FALSE
2,6,11,7,6,5,49,0,2,FALSE
4,0,15,15,4,5,69,0,1,FALSE
2,0,9,124,4,13,99,3,1,FALSE
0,1,8,0,2,3,73,0,1,FALSE
2,0,9,124,4,13,99,3,1,FALSE
1,0,4,0,2,5,43,0,1,FALSE
1,0,28,0,2,11,392,0,9,FALSE
