@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z157.8378378

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,0,14,1484,1,45,738,0,6,FALSE
1,0,2,9,2,7,47,0,1,FALSE
0,0,5,3,2,3,65,0,4,FALSE
3,0,15,233,12,19,203,0,2,FALSE
0,0,10,1,1,2,66,0,1,FALSE
2,0,2,1,1,3,15,0,1,FALSE
4,0,11,45,3,8,101,0,1,FALSE
2,0,7,26,0,1,417,1,8,FALSE
1,0,9,576,1,37,758,0,7,FALSE
5,0,1,0,0,3,33,0,1,FALSE
2,1,5,8,3,4,29,0,1,FALSE
1,0,16,43,1,1,248,4,10,FALSE
1,0,7,6,0,3,22,0,1,FALSE
1,0,1,6,1,3,87,0,2,FALSE
3,0,4,0,1,1,26,1,1,FALSE
2,0,4,1,2,2,31,0,1,FALSE
2,0,10,14,2,4,120,0,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
2,0,19,217,4,23,247,2,2,FALSE
1,0,3,3,0,3,13,0,1,FALSE
2,0,10,14,2,4,120,0,1,FALSE
2,1,5,8,3,4,29,0,1,FALSE
3,0,13,8,1,2,66,0,1,FALSE
3,0,1,4,0,3,16,1,1,FALSE
4,0,2,0,1,7,108,0,3,FALSE
0,0,10,1,1,2,66,0,1,FALSE
1,0,6,61,2,14,81,0,1,FALSE
1,0,8,6,5,3,62,0,3,FALSE
4,17,60,6,60,4,21,0,0,FALSE
0,0,13,32,0,10,138,0,8,FALSE
1,0,16,43,1,1,248,4,10,FALSE
2,0,10,14,2,4,120,0,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,6,0,6,6,57,0,2,FALSE
1,0,7,43,3,10,63,0,1,FALSE
1,0,3,1,1,2,7,0,1,FALSE
3,0,14,13,5,3,95,1,1,FALSE
2,1,2,9,1,7,40,0,2,FALSE
3,0,7,137,3,21,230,6,4,FALSE
1,0,3,0,2,1,1,0,1,FALSE
3,0,5,1,1,1,9,1,1,FALSE
1,0,10,5,1,5,80,0,2,FALSE
2,1,5,8,3,4,29,0,1,FALSE
1,0,5,1,4,2,2,0,1,FALSE
3,0,5,16,1,8,66,2,4,FALSE
1,0,6,0,1,2,32,0,1,FALSE
3,0,7,13,1,4,78,1,2,FALSE
1,0,5,0,1,4,85,0,1,FALSE
3,0,7,137,3,21,230,6,4,FALSE
4,0,5,23,1,8,121,2,3,FALSE
1,0,1,9,1,7,47,0,1,FALSE
3,0,15,233,12,19,203,0,2,FALSE
1,0,0,0,0,1,1,0,1,FALSE
4,0,5,23,1,8,121,2,3,FALSE
1,0,8,6,5,3,62,0,3,FALSE
1,0,38,6427,14,111,1327,0,32,FALSE
3,0,7,137,3,21,230,6,4,FALSE
2,0,1,3,0,3,12,2,1,FALSE
3,0,14,13,5,3,95,1,1,FALSE
1,0,2,6,0,3,37,0,2,FALSE
1,0,4,3,4,2,201,0,9,FALSE
3,0,7,0,3,5,41,1,1,FALSE
1,0,4,26,0,7,83,0,2,FALSE
4,0,1,0,1,3,37,0,2,FALSE
1,0,8,6,5,3,62,0,3,FALSE
4,0,1,0,1,3,37,0,2,FALSE
1,0,2,4,0,4,25,0,1,FALSE
3,2,2,6,2,4,20,0,0,FALSE
1,0,6,61,2,14,81,0,1,FALSE
1,0,11,161,10,22,249,0,3,FALSE
2,0,20,293,1,23,343,0,3,FALSE
5,0,2,3,1,3,17,0,0,FALSE
1,0,0,0,0,1,1,0,1,FALSE
2,0,4,4,3,2,56,1,1,FALSE
2,1,25,220,8,16,444,1,5,FALSE
1,0,1,3,0,1,221,0,1,FALSE
2,1,2,9,1,7,40,0,2,FALSE
1,0,2,6,0,3,37,0,2,FALSE
3,0,8,49,3,14,164,8,3,FALSE
4,17,60,6,60,4,21,0,0,FALSE
2,1,2,9,1,7,40,0,2,FALSE
