@relation xalanA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z73.55072464-no-replacement

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
68,0.765,1066,49.285714,FALSE
0,0,48,14.666667,FALSE
6,2,39,8.75,FALSE
0,0,32,9.333333,FALSE
0,0.4875,305,16.647059,FALSE
1,2,21,9.5,FALSE
1,1,25,6.666667,FALSE
185,0.52381,728,32.045455,FALSE
45,1.111111,11,0,FALSE
3,2,45,14,FALSE
0,0.392857,357,22.666667,FALSE
0,0,23,10,FALSE
0,0.628571,158,9.2,FALSE
3,2,131,42.666667,FALSE
24,0.708333,143,14.555556,FALSE
1026,0.895161,1204,21.132075,FALSE
3,0.329412,833,45,FALSE
37,0.777778,64,5,FALSE
819,0.95393,465,9.857143,FALSE
0,0,51,15.666667,FALSE
6,2,43,9.75,FALSE
0,0.214286,105,11.875,FALSE
1,2,13,5.5,FALSE
0,0.783972,437,9.238095,FALSE
0,0.142857,135,15.625,FALSE
257,0.802885,454,15.518519,FALSE
0,2,5,4,FALSE
3,2,23,6.666667,FALSE
29,0.825,114,9,FALSE
0,0.5,118,15.571429,FALSE
1,0.5,314,103.333333,FALSE
66,2,12,0,FALSE
0,0.5,32,9,FALSE
0,0.75,469,13.030303,FALSE
15,2,34,4.666667,FALSE
0,2,4,3,FALSE
0,0.363636,149,11.25,FALSE
0,0.681818,365,28.583333,FALSE
903,1.02381,51,0,FALSE
742,0.95,337,7.195122,FALSE
126,0.7625,322,14.142857,FALSE
0,0,104,50.5,FALSE
0,0,143,19.285714,FALSE
3,2,24,7,FALSE
0,0.840643,598,9.103448,FALSE
211,0.656566,1600,45.794118,FALSE
0,2,5,4,FALSE
64,0.981818,586,47.416667,FALSE
1,2,44,21,FALSE
0,0.305556,596,58.2,FALSE
30,0.583333,388,28.692308,FALSE
1,2,13,5.5,FALSE
0,0.62963,99,8.6,FALSE
1,2,17,0,FALSE
8,0.541667,257,18.615385,FALSE
6,2,58,13.5,FALSE
0,0.25,149,28.4,FALSE
10,2,107,20.4,FALSE
0,0,144,34.75,FALSE
3,2,19,5.333333,FALSE
0,0.40625,117,11.555556,FALSE
0,0.25,149,28.4,FALSE
67,0.873016,384,16.181818,FALSE
0,0,101,15.666667,FALSE
1,2,13,5.5,FALSE
53,0.785714,164,9.6,FALSE
27,0.844444,79,6.4,FALSE
0,2,1,0,FALSE
0,0,48,14.666667,FALSE
5191,0.943807,1853,15.627273,FALSE
0,0.681818,365,28.583333,FALSE
0,0,59,18.333333,FALSE
21,2,158,21.571429,FALSE
0,2,5,4,FALSE
1,0.583333,297,41.142857,FALSE
3,2,25,7.333333,FALSE
0,0.5,199,27.142857,FALSE
28,1.142857,327,39.375,FALSE
0,2,11,7,FALSE
6,0.660714,399,47.875,FALSE
3,2,24,7,FALSE
0,2,6,5,FALSE
0,0.75,469,13.030303,FALSE
8,0.541667,257,18.615385,FALSE
1176,1,743,14.142857,FALSE
3,2,10,2.333333,FALSE
0,0.076923,174,11.357143,FALSE
0,0.45,286,24.636364,FALSE
1,0.5,575,190.333333,FALSE
0,2,1,0,FALSE
27,0.666667,290,19.5,FALSE
45,2,116,10.6,FALSE
10,2,8,0.6,FALSE
8,0.875,198,38.2,FALSE
0,0.883142,1077,100.9,FALSE
28,2,8,0,FALSE
79,1.030769,805,55.785714,FALSE
1,2,11,4.5,FALSE
0,0.076923,174,11.357143,FALSE
0,0.833333,62,14,FALSE
6,2,92,22,FALSE
0,0.142857,217,100.5,FALSE
4,0.666667,30,6.25,FALSE
21,1,30,3,FALSE
0,0.64,380,33.090909,FALSE
37,0.888889,52,3.8,FALSE
3,2,10,2.333333,FALSE
36,2,69,6.666667,FALSE
0,0.238095,157,18.25,FALSE
0,2,4,3,FALSE
3,2,25,7.333333,FALSE
0,2,1,0,FALSE
188,2,298,13.9,FALSE
0,0,67,20,FALSE
1,2,13,5.5,FALSE
66,0.952899,2002,151.230769,FALSE
0,2,5,4,FALSE
1,2,50,24,FALSE
1,2,13,5.5,FALSE
0,0.730769,163,10.357143,FALSE
28,2,31,2.875,FALSE
1,2,11,4.5,FALSE
21,2,452,63.571429,FALSE
0,2,5,4,FALSE
36,2,82,8.111111,FALSE
0,2,1,0,FALSE
0,0.2,88,6.909091,FALSE
607,0.9,1852,47.473684,FALSE
0,0.892857,353,37.444444,FALSE
1,2,17,0,FALSE
15,0.833333,189,25.714286,FALSE
0,0.185185,600,58.7,FALSE
3,2,16,4.333333,FALSE
6,2,59,13.75,FALSE
0,0.422414,933,29.966667,FALSE
6,2,4,0,FALSE
0,2,1,0,FALSE
0,0.666667,84,19.5,FALSE
0,0.333333,164,39.75,FALSE
39,0.8,333,28.909091,FALSE
0,2,14,0,FALSE
10,2,5,0,FALSE
1,2,13,5.5,FALSE
1,2,19,8.5,FALSE
1,0.75,499,69.714286,FALSE
0,2,5,4,FALSE
0,2,1,0,FALSE
1,0.5,177,57.666667,FALSE
36,2,82,8.111111,FALSE
3,2,19,5.333333,FALSE
3,2,3,0,FALSE
6,2,153,37.25,FALSE
1,2,39,18.5,FALSE
0,2,1,0,FALSE
3,2,30,9,FALSE
0,0.2,94,14.5,FALSE
19,0.75,244,12.333333,FALSE
6,2,113,27.25,FALSE
36,2,82,8.111111,FALSE
0,0.520833,161,5.36,FALSE
0,0.142857,241,29,FALSE
54,0.9,119,7.384615,FALSE
1,2,10,0,FALSE
0,2,1,0,FALSE
0,0.5,64,19.666667,FALSE
4,0.5,225,43.8,FALSE
0,0.083333,369,27.307692,FALSE
3,2,25,7.333333,FALSE
327,0.853968,3077,97.580645,FALSE
0,0.616667,353,66.6,FALSE
10,2,85,16,FALSE
0,0.166667,119,15.857143,FALSE
0,2,5,4,FALSE
92,0.888889,133,6.9375,FALSE
4,0.666667,30,6.25,FALSE
15,2,58,8.666667,FALSE
64,0.981818,586,47.416667,FALSE
3,2,24,7,FALSE
3,0.6,314,51,FALSE
45,1.111111,11,0,FALSE
0,0,191,61.333333,FALSE
2,0.666667,29,5.75,FALSE
1,2,15,6.5,FALSE
10,2,56,10.2,FALSE
86,0.791667,736,41.941176,FALSE
0,1.269231,80,12.5,FALSE
0,2,1,0,FALSE
0,0.333333,836,68.416667,FALSE
4,0.625,157,30,FALSE
6,2,113,27.25,FALSE
1,2,65,31.5,FALSE
0,0.666667,84,19.5,FALSE
53,0.9,90,7.090909,FALSE
1,0.553571,483,30.933333,FALSE
0,0.559524,460,19.363636,FALSE
37,0.916667,141,10.727273,FALSE
0,0.361111,160,11.076923,FALSE
0,0.142857,135,15.625,FALSE
0,0.238095,140,5.318182,FALSE
0,2,1,0,FALSE
3,2,40,12.333333,FALSE
3,2,107,34.666667,FALSE
3,2,40,12.333333,FALSE
268,0.562963,741,25.285714,TRUE
714,0.629167,1450,22.639344,TRUE
117,0.5,823,25.419355,TRUE
3140,0.912698,1307,14.235294,TRUE
0,0.5,64,19.666667,TRUE
0,0.5,41,6.8,TRUE
1030,0.851307,658,11.423077,TRUE
196,0.975,299,12.761905,TRUE
2203,0.934524,1077,12.5,TRUE
10,2,85,16,TRUE
0,0.3,69,10.166667,TRUE
24,2,153,11.75,TRUE
3,2,33,10,TRUE
3,2,50,15.666667,TRUE
0,0.642857,55,15,TRUE
53,0.785714,164,9.6,TRUE
617,0.86031,2384,55.5,TRUE
10,2,19,2.8,TRUE
0,0.694444,168,11.692308,TRUE
547,0.918293,1046,23.428571,TRUE
0,0.883142,1073,100.5,TRUE
1,2,30,14,TRUE
0,0.734694,477,20.363636,TRUE
15,0.666667,198,18.5,TRUE
0,0.333333,123,29.5,TRUE
0,2,62,60,TRUE
8,0.78125,392,41.666667,TRUE
4934,0.90559,2911,23.853448,TRUE
0,2,28,21,TRUE
15,0.619048,331,20.466667,TRUE
15,1.2,368,60.166667,TRUE
7,0.346154,330,22.428571,TRUE
268,0.562963,732,24.964286,TRUE
0,0.543478,481,18.875,TRUE
284,0.79798,2307,60.756757,TRUE
1,2,73,35.5,TRUE
2,1,518,102,TRUE
6,2,462,114.5,TRUE
15,2,34,4.666667,TRUE
8,1.24359,1171,217.6,TRUE
3,2,10,2.333333,TRUE
516,0.96875,600,17,TRUE
14,0.809524,419,50.25,TRUE
24,0.708333,143,14.555556,TRUE
8,2,110,12.75,TRUE
10,2,54,9.8,TRUE
1,0.5,575,190.333333,TRUE
17,0.888889,133,17.571429,TRUE
15,1,615,101.166667,TRUE
8,1.24375,1199,222.8,TRUE
21,2,250,34.714286,TRUE
6,0.375,217,23,TRUE
79,0.735294,492,26.111111,TRUE
32,1.025,272,28.666667,TRUE
1,0.5,314,103.333333,TRUE
5,0.733333,321,44.142857,TRUE
0,0.920622,2509,25.273684,TRUE
8,0.7625,670,72.333333,TRUE
16,0.571429,109,12.5,TRUE
1069,0.939909,987,18.38,TRUE
3,0.733333,303,24.909091,TRUE
201,0.52381,715,31.454545,TRUE
83,0.6,332,16.210526,TRUE
21,2,2028,288.714286,TRUE
52,0.866667,616,37.375,TRUE
87,0.6,336,16.421053,TRUE
2426,0.936207,1294,14.617284,TRUE
7,0.346154,330,22.428571,TRUE
1,1.3,875,289,TRUE
990,1.022727,1528,32.755556,TRUE
3,2,107,34.666667,TRUE
3,0.733333,462,75,TRUE
1,0.5,314,103.333333,TRUE
0,0.5,199,27.142857,TRUE
6,0.375,218,23.111111,TRUE
9,0.722222,609,85.142857,TRUE
1,1,67,19,TRUE
71,0.706349,827,36.045455,TRUE
8,0.552632,901,43.55,TRUE
1,0.5,1248,414.666667,TRUE
189,0.942857,179,6.681818,TRUE
714,0.739394,839,13.875,TRUE
239,0.733333,1095,34.16129,TRUE
0,0.5,155,20.857143,TRUE
3,2,6,1,TRUE
1,2,109,53.5,TRUE
6,0.65,253,48.6,TRUE
8,1.24359,1171,217.6,TRUE
10,2,52,9.4,TRUE
6,2,4,0,TRUE
4,0.75,126,22.6,TRUE
134,0.716667,292,12.761905,TRUE
0,0,171,54.666667,TRUE
8,1.24359,1171,217.6,TRUE
15,0.93311,405,26.285714,TRUE
1,2,21,9.5,TRUE
1,2,72,35,TRUE
8,1.246296,2125,397,TRUE
1,1.428571,1872,618.333333,TRUE
8,1.246296,2125,397,TRUE
50,0.746667,356,20.9375,TRUE
10,2,57,10.4,TRUE
66,0.952899,1997,150.846154,TRUE
