@relation ivyA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z160.6837607

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,33,3,184,0.803279,0.487179,FALSE
3,4,2,10,0.833333,0.666667,FALSE
7,30,6,189,0.703704,0.55,FALSE
6,10,5,27,0.714286,0.5,FALSE
13,34,11,152,0.977011,1,FALSE
12,57,12,326,0.772152,0.342105,FALSE
9,21,5,150,0.473684,0.316667,FALSE
10,4,0,32,0,0.75,FALSE
23,83,5,638,0,0.194118,FALSE
6,32,6,221,0.461538,0.4,FALSE
13,5,2,5,0,0.666667,FALSE
26,11,2,41,0,0.466667,FALSE
27,19,2,138,0,0.233333,FALSE
2,22,1,97,0,0.4,FALSE
6,10,5,27,0.714286,0.5,FALSE
15,85,0,542,0.783019,0.192308,FALSE
4,3,1,8,0,1,FALSE
8,8,5,8,0,0.458333,FALSE
7,22,2,141,0,0.184524,FALSE
7,29,4,213,0.413793,0.233333,FALSE
3,25,0,67,0.91791,0.472222,FALSE
14,10,3,10,0,0.366667,FALSE
7,8,0,34,0,0.777778,FALSE
4,19,3,57,0.714286,0.5,FALSE
5,9,0,34,0,0.5,FALSE
6,11,2,41,0,0.466667,FALSE
11,12,0,45,0,0.333333,FALSE
28,13,9,13,0,0.185897,FALSE
7,23,7,121,0.847222,0.708333,FALSE
15,138,0,1573,0.267606,0.205451,FALSE
7,23,0,148,0,0.4,FALSE
17,61,0,380,0.92029,0.207692,FALSE
8,3,0,14,0.8,0.625,FALSE
6,11,2,41,0,0.466667,FALSE
11,2,1,2,0,0.75,FALSE
7,34,4,217,0,0.202614,FALSE
5,9,4,40,0.875,0.5,FALSE
5,9,4,29,0,0.5,FALSE
15,78,15,413,0.792208,0.254902,FALSE
28,37,6,172,0,0.201923,FALSE
8,1,1,1,0,1,FALSE
5,5,3,24,0.923077,0.6,FALSE
6,28,6,110,0.923913,0.458333,FALSE
8,9,4,29,0,0.5,FALSE
4,4,0,20,0,0.666667,FALSE
6,17,0,107,0,0.4,FALSE
3,33,0,274,0,0.375,FALSE
3,33,0,274,0,0.375,FALSE
5,5,3,12,0.987654,1,FALSE
4,2,0,2,0,0.666667,FALSE
5,6,4,21,0.5,0.5,FALSE
12,102,12,782,0.753086,0.178571,FALSE
2,12,1,53,0,0.7,FALSE
12,102,12,782,0.753086,0.178571,FALSE
5,1,2,1,0,1,FALSE
30,65,29,412,0,0.571429,FALSE
9,9,9,27,0.961538,0.666667,FALSE
10,50,10,267,0.428571,0.323077,FALSE
3,7,1,36,0,0.444444,FALSE
6,10,5,27,0.5,0.5,FALSE
4,18,3,98,0.714286,0.466667,FALSE
8,40,0,338,0.6,0.48,FALSE
10,50,10,267,0.428571,0.323077,FALSE
2,4,0,14,0,0.666667,FALSE
37,20,6,20,0,0.3625,FALSE
33,146,23,1086,0,0.079545,FALSE
3,20,0,61,0.963768,0.833333,FALSE
4,30,2,183,0,0.5,FALSE
6,1,1,1,0,1,FALSE
27,19,2,138,0,0.233333,FALSE
4,25,2,126,0,0.625,FALSE
3,24,3,222,0,0.316667,FALSE
17,58,0,347,0,0.183333,FALSE
8,32,8,134,0.755102,0.192308,FALSE
7,12,3,40,0,0.428571,FALSE
9,9,9,27,0.961538,0.666667,FALSE
5,8,0,20,1,0.666667,FALSE
19,107,0,659,0.650485,0.32973,FALSE
4,18,0,78,0.97619,0.625,FALSE
10,38,0,207,0.881579,0.65,FALSE
2,6,1,35,0,0.5,FALSE
15,78,15,413,0.792208,0.254902,FALSE
14,21,3,75,0,0.4,FALSE
6,22,1,145,0,0.541667,FALSE
19,107,0,659,0.650485,0.32973,FALSE
7,30,6,189,0.703704,0.55,FALSE
102,55,4,548,0.36,0.283333,FALSE
10,27,0,198,0,0.71875,FALSE
8,28,8,101,0.956044,0.7,FALSE
