@relation ivyA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z160.6837607

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,6,1,32,0,0.466667,FALSE
3,4,2,10,0.833333,0.666667,FALSE
9,15,6,67,0,0.65,FALSE
13,12,2,20,0,0.52,FALSE
3,33,3,184,0.803279,0.487179,FALSE
4,19,3,57,0.75,0.5,FALSE
6,11,2,41,0,0.466667,FALSE
4,6,0,6,0,0.75,FALSE
4,18,0,78,0.97619,0.625,FALSE
2,11,1,32,0,0.583333,FALSE
4,19,3,57,0.714286,0.5,FALSE
9,15,6,67,0,0.65,FALSE
5,9,4,29,0,0.5,FALSE
17,65,16,440,0.74,0.276786,FALSE
3,3,2,14,0.923077,0.75,FALSE
7,34,4,217,0,0.202614,FALSE
5,8,0,20,1,0.666667,FALSE
4,19,3,57,0.714286,0.5,FALSE
6,13,3,55,0,0.458333,FALSE
4,4,1,16,0,0.666667,FALSE
4,1,0,1,0,1,FALSE
8,32,8,134,0.755102,0.192308,FALSE
63,23,11,25,0,0.168478,FALSE
4,9,3,61,0.777778,0.333333,FALSE
16,52,0,336,0.740741,0.46875,FALSE
6,18,0,65,0,0.407407,FALSE
5,14,4,56,0,0.314286,FALSE
11,28,8,127,0.125,0.25,FALSE
6,1,1,1,0,1,FALSE
4,4,2,14,0.944444,0.75,FALSE
22,2,0,2,0,0.75,FALSE
7,29,5,171,0.388889,0.25,FALSE
3,9,0,27,0.777778,0.833333,FALSE
4,21,0,68,0,0.340909,FALSE
9,4,0,4,0,0.666667,FALSE
10,33,4,206,0.45,0.282051,FALSE
4,5,1,17,0,0.666667,FALSE
16,52,0,336,0.740741,0.46875,FALSE
15,86,15,570,0.753086,0.17619,FALSE
4,25,1,215,0,0.242424,FALSE
15,15,3,57,0,0.272727,FALSE
11,39,0,217,0.735849,0.222222,FALSE
4,2,1,4,0,0.666667,FALSE
27,123,23,1851,0,0.204545,FALSE
9,9,9,27,0.961538,0.666667,FALSE
2,18,1,102,0.983871,0.666667,FALSE
27,123,23,1851,0,0.204545,FALSE
14,10,3,10,0,0.366667,FALSE
3,7,0,17,0.985185,1,FALSE
4,1,1,1,0,1,FALSE
6,10,5,27,0.5,0.5,FALSE
2,4,1,11,0.666667,0.666667,FALSE
6,15,3,48,1,0.5,FALSE
6,7,3,28,0,0.444444,FALSE
7,8,0,34,0,0.777778,FALSE
6,10,5,27,0.5,0.5,FALSE
10,51,9,205,0,0.28125,FALSE
10,48,9,489,0,0.314286,FALSE
8,20,0,155,0,0.444444,FALSE
2,8,0,20,1,0.666667,FALSE
8,20,0,155,0,0.444444,FALSE
4,1,1,1,0,1,FALSE
4,2,1,4,0,0.666667,FALSE
3,3,0,3,0,0.666667,FALSE
2,12,1,53,0,0.7,FALSE
3,5,2,15,1,1,FALSE
3,8,0,51,0,0.535714,FALSE
5,24,5,140,0.880435,0.25,FALSE
9,4,0,4,0,0.666667,FALSE
1,10,0,34,0,0.5,FALSE
3,7,0,17,0.985185,1,FALSE
5,9,4,40,0.875,0.5,FALSE
11,22,0,101,0,0.416667,FALSE
12,5,1,24,0,0.5,FALSE
5,22,2,100,0,0.416667,FALSE
3,5,2,15,1,1,FALSE
4,13,3,60,0,0.666667,FALSE
8,3,0,14,0.8,0.625,FALSE
3,6,0,15,0.777778,0.833333,FALSE
6,4,3,8,0,0.625,FALSE
16,16,4,77,0,0.26,FALSE
22,2,0,2,0,0.75,FALSE
2,59,1,682,0,0.4375,FALSE
3,20,0,61,0.963768,0.833333,FALSE
3,33,0,274,0,0.375,FALSE
4,2,1,4,0,0.666667,FALSE
1,7,0,34,0,0.555556,FALSE
4,13,3,60,0,0.666667,FALSE
3,5,2,15,1,1,FALSE
5,32,5,222,0.416667,0.4,FALSE
6,7,3,28,0,0.444444,FALSE
17,137,0,1589,0.277778,0.205451,FALSE
6,18,0,65,0,0.407407,FALSE
16,32,4,187,0.409091,0.294643,FALSE
26,11,2,41,0,0.466667,FALSE
9,9,9,27,0.961538,0.666667,FALSE
5,1,2,1,0,1,FALSE
12,26,3,242,0.545455,0.222222,FALSE
10,21,5,130,0,0.3125,FALSE
4,25,1,215,0,0.242424,FALSE
5,32,5,222,0.416667,0.4,FALSE
6,5,3,12,0.994118,1,FALSE
4,2,3,9,1,1,FALSE
4,3,1,8,0,1,FALSE
8,9,4,29,0,0.5,FALSE
6,13,3,55,0,0.458333,FALSE
97,31,16,33,0,0.132258,FALSE
9,51,3,297,0,0.346154,FALSE
5,9,4,40,0.875,0.5,FALSE
7,30,6,189,0.703704,0.55,FALSE
8,2,1,2,0,0.666667,FALSE
5,6,1,20,0,0.5,FALSE
16,52,0,336,0.740741,0.46875,FALSE
2,6,1,35,0,0.5,FALSE
5,5,3,24,0.923077,0.6,FALSE
6,28,0,95,0.924812,0.431818,FALSE
1,7,0,34,0,0.555556,FALSE
4,9,3,61,0.777778,0.333333,FALSE
10,2,1,2,0,0.666667,FALSE
2,8,0,21,1,0.666667,FALSE
