@relation ivyA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z160.6837607

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
23,83,5,638,0,0.194118,FALSE
4,1,1,1,0,1,FALSE
5,8,0,20,1,0.666667,FALSE
6,10,5,27,0.5,0.5,FALSE
4,1,2,1,0,1,FALSE
3,16,1,98,0,0.5,FALSE
4,44,2,208,0,0.5625,FALSE
11,24,4,107,0,0.393939,FALSE
3,2,3,9,1,1,FALSE
10,48,9,489,0,0.314286,FALSE
5,6,4,21,0.5,0.5,FALSE
12,79,11,785,0.660714,0.227778,FALSE
9,2,1,2,0,0.75,FALSE
5,21,0,83,0.968254,0.5,FALSE
4,25,1,215,0,0.242424,FALSE
13,30,10,149,0,0.5,FALSE
7,36,7,243,0.743902,0.363636,FALSE
14,60,10,515,0,0.166667,FALSE
5,16,4,60,0.833333,0.666667,FALSE
2,18,1,102,0.983871,0.666667,FALSE
4,13,0,41,0.8125,0.583333,FALSE
14,57,0,349,0.843537,0.139881,FALSE
6,22,1,145,0,0.541667,FALSE
2,8,2,24,0,0.5,FALSE
10,51,9,205,0,0.28125,FALSE
8,7,7,37,0.933333,0.6,FALSE
6,19,2,67,0,0.318182,FALSE
4,6,0,6,0,0.75,FALSE
15,108,0,896,0.59292,0.221884,FALSE
7,30,6,189,0.703704,0.55,FALSE
4,18,3,98,0.714286,0.466667,FALSE
6,1,2,1,0,1,FALSE
13,34,11,152,0.977011,1,FALSE
5,20,4,110,0.583333,0.333333,FALSE
9,54,9,558,0.743902,0.530303,FALSE
5,5,3,12,0.987654,1,FALSE
22,72,9,469,0,0.166667,FALSE
6,17,0,107,0,0.4,FALSE
7,29,5,171,0.388889,0.25,FALSE
12,79,11,785,0.660714,0.227778,FALSE
15,108,0,896,0.59292,0.221884,FALSE
2,15,0,95,0,0.727273,FALSE
4,13,3,60,0,0.666667,FALSE
4,7,3,31,0,0.4375,FALSE
6,31,0,133,0,0.333333,FALSE
4,18,0,53,0.933333,1,FALSE
102,55,4,548,0.36,0.283333,FALSE
9,20,6,89,0,0.533333,FALSE
2,5,1,22,0,0.555556,FALSE
3,3,3,15,0.923077,0.666667,FALSE
9,15,6,67,0,0.65,FALSE
4,11,1,60,0,0.481481,FALSE
