@relation ivyA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z160.6837607

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,7,0,34,0,0.555556,FALSE
4,5,1,17,0,0.666667,FALSE
8,40,0,338,0.6,0.48,FALSE
11,11,0,41,0,0.466667,FALSE
8,7,7,37,0.933333,0.6,FALSE
9,23,8,125,0,0.444444,FALSE
5,5,0,12,0.991935,1,FALSE
15,2,0,2,0,1,FALSE
7,8,3,34,0,0.8,FALSE
9,4,0,4,0,0.75,FALSE
10,34,0,207,0,0.404762,FALSE
10,4,1,20,0,0.555556,FALSE
2,13,0,69,0,0.625,FALSE
38,7,0,7,0,0.571429,FALSE
31,148,31,895,0,0.190862,FALSE
6,13,3,55,0,0.458333,FALSE
37,20,6,20,0,0.3625,FALSE
9,20,6,89,0,0.533333,FALSE
6,24,0,88,0.963636,0.7,FALSE
14,67,0,483,0.826667,0.145062,FALSE
4,5,1,17,0,0.666667,FALSE
12,26,3,242,0.545455,0.222222,FALSE
4,3,4,17,0.928571,0.6,FALSE
5,24,5,140,0.880435,0.25,FALSE
3,2,3,9,1,1,FALSE
6,15,3,48,1,0.5,FALSE
2,19,1,97,0,0.285714,FALSE
2,22,1,97,0,0.4,FALSE
2,16,2,88,0,0.433333,FALSE
10,27,0,198,0,0.71875,FALSE
31,148,31,895,0,0.190862,FALSE
4,1,2,1,0,1,FALSE
2,5,1,22,0,0.555556,FALSE
8,2,1,2,0,0.666667,FALSE
4,21,0,68,0,0.340909,FALSE
4,3,4,17,0.928571,0.6,FALSE
4,10,3,57,0.833333,0.666667,FALSE
5,8,0,20,1,0.666667,FALSE
4,1,2,1,0,1,FALSE
3,13,2,48,0,0.4,FALSE
14,3,1,3,0,1,FALSE
3,33,3,184,0.803279,0.487179,FALSE
8,15,7,78,0.875,0.444444,FALSE
4,16,1,130,0,0.45,FALSE
6,1,1,1,0,1,FALSE
5,14,4,56,0,0.314286,FALSE
10,4,0,32,0,0.75,FALSE
8,3,0,14,0.8,0.625,FALSE
2,22,0,97,0,0.4,FALSE
13,30,10,149,0,0.5,FALSE
8,3,0,14,0.8,0.625,FALSE
5,9,4,29,0,0.5,FALSE
9,23,8,125,0,0.444444,FALSE
4,13,0,41,0.8125,0.583333,FALSE
4,1,1,1,0,1,FALSE
10,63,8,1034,0,0.285714,FALSE
7,26,7,172,0.802632,0.71875,FALSE
10,63,8,1034,0,0.285714,FALSE
3,4,1,14,0,0.75,FALSE
27,123,23,1851,0,0.204545,FALSE
47,260,33,3559,0,0.098039,FALSE
3,4,1,14,0,0.75,FALSE
5,5,4,22,0.933333,0.625,FALSE
9,51,3,297,0,0.346154,FALSE
28,13,9,13,0,0.185897,FALSE
11,4,0,20,0,0.555556,FALSE
14,60,10,515,0,0.166667,FALSE
10,50,10,267,0.428571,0.323077,FALSE
2,8,0,21,1,0.666667,FALSE
3,21,1,97,0,0.4,FALSE
5,17,1,121,0,0.34375,FALSE
3,21,1,97,0,0.4,FALSE
4,19,3,57,0.714286,0.5,FALSE
4,9,3,43,0,0.5,FALSE
3,6,0,15,0.777778,0.833333,FALSE
31,148,31,895,0,0.190862,FALSE
9,51,3,297,0,0.346154,FALSE
11,28,8,127,0.125,0.25,FALSE
38,7,0,7,0,0.571429,FALSE
31,148,31,895,0,0.190862,FALSE
6,17,0,107,0,0.4,FALSE
4,2,3,4,0,1,FALSE
3,4,1,16,0,0.666667,FALSE
2,22,0,97,0,0.4,FALSE
7,45,4,311,0.513514,0.315789,FALSE
3,7,1,36,0,0.444444,FALSE
7,34,4,217,0,0.202614,FALSE
2,8,0,24,0,0.5,FALSE
3,8,0,51,0,0.535714,FALSE
5,5,4,22,0.933333,0.625,FALSE
63,23,11,25,0,0.168478,FALSE
27,19,2,138,0,0.233333,FALSE
6,24,0,88,0.963636,0.7,FALSE
9,2,1,2,0,0.75,FALSE
13,34,11,152,0.977011,1,FALSE
7,31,0,303,0.5,0.393939,FALSE
4,30,2,183,0,0.5,FALSE
11,28,8,127,0.125,0.25,FALSE
14,21,3,75,0,0.4,FALSE
6,31,0,133,0,0.333333,FALSE
5,9,4,40,0.875,0.5,FALSE
1,7,0,34,0,0.555556,FALSE
6,9,5,41,0.875,0.466667,FALSE
10,74,9,608,0.889474,0.233766,FALSE
8,32,8,134,0.755102,0.192308,FALSE
3,33,3,184,0.803279,0.487179,FALSE
6,25,2,167,0,0.256579,FALSE
2,13,0,69,0,0.625,FALSE
5,8,0,51,0,0.535714,FALSE
8,7,7,37,0.933333,0.6,FALSE
31,148,31,895,0,0.190862,FALSE
2,15,0,95,0,0.727273,FALSE
28,7,2,7,0,1,FALSE
2,16,2,88,0,0.433333,FALSE
10,34,0,207,0,0.404762,FALSE
3,8,0,51,0,0.535714,FALSE
20,83,0,926,0,0.226337,FALSE
10,41,10,214,0.5,0.4,FALSE
8,7,3,28,0,0.444444,FALSE
2,12,1,53,0,0.7,FALSE
2,6,1,23,0,0.666667,FALSE
6,11,4,42,0,0.6,FALSE
6,28,0,95,0.924812,0.431818,FALSE
10,36,10,166,0.454545,0.377778,FALSE
2,15,0,95,0,0.727273,FALSE
17,61,0,380,0.92029,0.207692,FALSE
6,25,0,1207,0,0.291667,FALSE
6,4,3,8,0,0.625,FALSE
6,10,5,27,0.5,0.5,FALSE
8,40,0,338,0.6,0.48,FALSE
9,11,4,46,0,0.2,FALSE
2,19,1,97,0,0.285714,FALSE
6,19,2,67,0,0.318182,FALSE
6,38,4,180,0,0.666667,FALSE
6,10,5,27,0.714286,0.5,FALSE
10,74,9,608,0.889474,0.233766,FALSE
8,40,0,338,0.6,0.48,FALSE
11,22,0,101,0,0.416667,FALSE
7,8,3,34,0,0.8,FALSE
3,34,3,191,0.835616,0.487179,FALSE
2,19,1,97,0,0.285714,FALSE
14,21,3,75,0,0.4,FALSE
5,8,0,20,1,0.666667,FALSE
4,5,2,19,0.923077,0.625,FALSE
4,16,1,130,0,0.45,FALSE
11,51,8,349,0,0.383333,FALSE
5,24,5,140,0.880435,0.25,FALSE
9,23,8,125,0,0.444444,FALSE
4,4,1,16,0,0.666667,FALSE
11,60,9,1007,0,0.333333,FALSE
9,2,0,2,0,1,FALSE
3,16,1,98,0,0.5,FALSE
11,60,9,1007,0,0.333333,FALSE
8,7,3,28,0,0.444444,FALSE
6,11,4,42,0,0.6,FALSE
5,6,4,21,0.5,0.5,FALSE
16,16,4,77,0,0.26,FALSE
14,69,13,436,0.701149,0.296296,FALSE
14,20,4,127,0,0.26,FALSE
16,43,14,143,0,0.181818,FALSE
4,21,0,68,0,0.340909,FALSE
3,3,3,15,0.923077,0.666667,FALSE
6,10,5,27,0.5,0.5,FALSE
2,13,1,86,0,0.571429,FALSE
6,28,0,95,0.924812,0.431818,FALSE
9,11,4,46,0,0.2,FALSE
4,18,0,78,0.97619,0.625,FALSE
6,1,1,1,0,1,FALSE
6,1,2,1,0,1,FALSE
3,6,0,15,0.777778,0.833333,FALSE
2,18,1,99,0.983871,0.666667,FALSE
9,39,7,228,0.826087,0.6,FALSE
17,13,3,13,0,0.487179,FALSE
3,7,0,17,0.985185,1,FALSE
7,10,5,38,0.857143,0.466667,FALSE
14,21,3,75,0,0.4,FALSE
27,123,23,1851,0,0.204545,FALSE
7,22,2,141,0,0.184524,FALSE
2,4,1,11,0.666667,0.666667,FALSE
14,21,3,75,0,0.4,FALSE
9,21,5,150,0.473684,0.316667,FALSE
2,8,0,21,1,0.666667,FALSE
4,2,3,4,0,1,FALSE
14,21,3,75,0,0.4,FALSE
15,78,15,408,0.753846,0.254902,FALSE
6,22,1,145,0,0.541667,FALSE
22,72,9,469,0,0.166667,FALSE
14,35,4,204,0.388889,0.282051,FALSE
7,12,2,74,0.285714,0.290909,FALSE
6,38,4,180,0,0.666667,FALSE
4,3,1,8,0,1,FALSE
2,13,1,86,0,0.571429,FALSE
2,8,0,20,1,0.666667,FALSE
6,28,0,95,0.924812,0.431818,FALSE
9,8,2,30,0,0.466667,FALSE
6,25,0,1207,0,0.291667,FALSE
7,10,5,38,0.857143,0.466667,FALSE
4,13,0,41,0.8125,0.583333,FALSE
6,32,6,221,0.461538,0.4,FALSE
9,51,3,297,0,0.346154,FALSE
4,10,3,57,0.833333,0.666667,FALSE
10,36,10,166,0.454545,0.377778,FALSE
22,1,0,1,0,1,FALSE
9,40,7,286,0.606061,0.5,FALSE
3,3,3,15,0.923077,0.666667,FALSE
4,21,0,144,0.636364,0.533333,FALSE
19,113,11,1006,0,0.141608,FALSE
7,12,3,40,0,0.428571,FALSE
6,28,0,95,0.924812,0.431818,FALSE
4,4,2,14,0.944444,0.75,FALSE
4,4,2,14,0.944444,0.75,FALSE
5,8,0,20,1,0.666667,FALSE
10,36,10,166,0.454545,0.377778,FALSE
2,15,0,95,0,0.727273,FALSE
2,16,2,88,0,0.433333,FALSE
9,21,5,150,0.473684,0.316667,FALSE
1,4,0,14,0,0.666667,FALSE
8,37,8,265,0.802632,0.359375,FALSE
72,47,0,382,0,0.1375,FALSE
6,19,2,67,0,0.318182,FALSE
13,30,10,149,0,0.5,FALSE
4,18,3,98,0.714286,0.466667,FALSE
7,70,6,1102,0,0.320313,FALSE
2,13,1,86,0,0.571429,FALSE
8,20,0,155,0,0.444444,FALSE
9,23,8,125,0,0.444444,FALSE
7,34,4,217,0,0.202614,FALSE
6,10,2,63,0,0.333333,FALSE
21,33,5,162,0,0.188034,FALSE
5,9,0,34,0,0.5,FALSE
2,22,0,97,0,0.4,FALSE
9,12,3,40,0,0.428571,FALSE
3,3,2,14,0.923077,0.75,FALSE
31,148,31,895,0,0.190862,FALSE
3,2,3,9,1,1,FALSE
2,8,0,21,1,0.666667,FALSE
7,31,0,303,0.5,0.393939,FALSE
3,2,3,9,1,1,FALSE
11,3,1,3,0,0.666667,FALSE
8,37,8,265,0.802632,0.359375,FALSE
13,12,2,20,0,0.52,FALSE
14,35,4,204,0.388889,0.282051,FALSE
4,16,1,130,0,0.45,FALSE
14,10,3,10,0,0.366667,FALSE
7,26,7,172,0.802632,0.71875,FALSE
6,10,5,27,0.714286,0.5,FALSE
10,2,1,2,0,0.666667,FALSE
5,32,5,222,0.416667,0.4,FALSE
3,6,2,26,0,0.666667,FALSE
4,7,3,31,0,0.4375,FALSE
8,7,3,28,0,0.444444,FALSE
3,3,3,15,0.923077,0.666667,FALSE
8,2,1,2,0,0.666667,FALSE
4,25,1,215,0,0.242424,FALSE
7,12,3,40,0,0.428571,FALSE
33,146,23,1086,0,0.079545,FALSE
6,24,0,88,0.963636,0.7,FALSE
6,1,2,1,0,1,FALSE
23,83,5,638,0,0.194118,FALSE
1,7,0,34,0,0.555556,FALSE
4,25,1,215,0,0.242424,FALSE
2,18,1,99,0.983871,0.666667,FALSE
3,6,2,48,0.833333,0.666667,FALSE
6,25,0,1207,0,0.291667,FALSE
3,7,0,17,0.98895,1,FALSE
16,29,3,149,0,0.193878,FALSE
3,13,2,48,0,0.4,FALSE
31,148,31,895,0,0.190862,FALSE
4,19,3,57,0.714286,0.5,FALSE
12,21,3,75,0,0.4,FALSE
4,2,0,2,0,0.666667,FALSE
2,17,2,103,0,0.466667,FALSE
15,3,1,3,0,1,FALSE
7,26,7,145,0.910448,0.357143,FALSE
11,60,9,1007,0,0.333333,FALSE
33,146,23,1086,0,0.079545,FALSE
12,26,3,242,0.545455,0.222222,FALSE
6,25,2,167,0,0.256579,FALSE
3,3,3,15,0.923077,0.666667,FALSE
11,40,0,212,0,0.416667,FALSE
3,3,2,14,0.923077,0.75,FALSE
27,123,23,1851,0,0.204545,FALSE
4,30,4,170,0.790323,0.357143,TRUE
6,26,5,125,0,0.3,TRUE
21,114,19,1472,0.472222,0.238889,TRUE
26,120,26,1123,0.825243,0.12012,TRUE
30,173,21,2020,0,0.122201,TRUE
33,32,2,211,0,0.160714,TRUE
20,12,9,12,0,0.2,TRUE
6,1,1,1,0,1,TRUE
7,15,3,83,0.3,0.34375,TRUE
3,17,0,136,0,0.375,TRUE
6,63,6,435,0.809524,0.4,TRUE
72,318,48,3982,0,0.087369,TRUE
6,39,3,193,0,0.35,TRUE
13,94,0,1203,0.73913,0.357143,TRUE
13,86,10,593,0,0.12406,TRUE
29,96,0,669,0.861789,0.205882,TRUE
12,55,12,320,0.592593,0.212963,TRUE
32,87,15,691,0.606557,0.285,TRUE
3,17,0,136,0,0.375,TRUE
19,39,13,178,0.3,0.328125,TRUE
30,173,21,2020,0,0.122201,TRUE
8,43,8,226,0.765625,0.359375,TRUE
17,57,15,346,0.85,0.192308,TRUE
19,81,17,681,0,0.285714,TRUE
21,114,19,1472,0.472222,0.238889,TRUE
11,17,4,103,0,0.241667,TRUE
10,60,0,936,0,0.285714,TRUE
32,87,15,691,0.606557,0.285,TRUE
13,86,10,593,0,0.12406,TRUE
5,18,0,125,0.538462,0.464286,TRUE
30,20,7,21,0,0.225,TRUE
16,49,7,255,0.755102,0.285714,TRUE
40,190,30,1443,0,0.067568,TRUE
10,44,7,305,0.833333,0.6,TRUE
6,33,4,229,0,0.48,TRUE
4,19,3,82,0,0.31746,TRUE
20,12,9,12,0,0.2,TRUE
14,44,7,255,0,0.177273,TRUE
11,78,10,564,0.642105,0.371429,TRUE
7,15,3,83,0.3,0.34375,TRUE
10,60,0,936,0,0.285714,TRUE
16,65,0,877,0,0.416667,TRUE
6,33,0,179,0,0.444444,TRUE
12,64,12,464,0.7,0.345455,TRUE
10,4,1,4,0,0.55,TRUE
12,32,4,152,0,0.309524,TRUE
6,63,6,435,0.809524,0.4,TRUE
7,31,6,166,0.64,0.363636,TRUE
7,21,4,108,0,0.5625,TRUE
