@relation ivyA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z160.6837607

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
8,49,8,340,0.826531,0.240741,FALSE
4,1,1,1,0,1,FALSE
19,84,0,685,0.672414,0.166667,FALSE
10,58,4,257,0,0.32,FALSE
4,19,3,57,0.714286,0.5,FALSE
97,31,16,33,0,0.132258,FALSE
11,40,0,212,0,0.416667,FALSE
4,19,3,57,0.75,0.5,FALSE
4,2,0,2,0,0.666667,FALSE
4,6,0,6,0,0.75,FALSE
5,13,2,76,0.6,0.458333,FALSE
7,70,6,1102,0,0.320313,FALSE
6,1,1,1,0,1,FALSE
2,5,1,22,0,0.555556,FALSE
8,49,8,340,0.826531,0.240741,FALSE
26,11,2,41,0,0.466667,FALSE
14,69,13,436,0.701149,0.296296,FALSE
8,15,6,67,0,0.65,FALSE
6,18,0,65,0,0.407407,FALSE
3,5,2,15,1,1,FALSE
1,7,0,34,0,0.555556,FALSE
3,22,0,68,0.967568,0.857143,FALSE
9,2,1,2,0,0.75,FALSE
22,1,0,1,0,1,FALSE
4,30,2,183,0,0.5,FALSE
2,11,1,32,0,0.583333,FALSE
9,39,7,228,0.826087,0.6,FALSE
8,32,8,134,0.755102,0.192308,FALSE
11,24,4,107,0,0.393939,FALSE
1,22,1,97,0,0.4,FALSE
3,5,3,12,0.987654,1,FALSE
10,2,1,2,0,0.666667,FALSE
10,36,10,166,0.454545,0.377778,FALSE
5,24,5,140,0.880435,0.25,FALSE
4,30,2,183,0,0.5,FALSE
12,57,12,326,0.772152,0.342105,FALSE
6,21,3,144,0,0.5,FALSE
5,21,0,83,0.968254,0.5,FALSE
3,6,2,48,0.833333,0.666667,FALSE
8,32,8,134,0.755102,0.192308,FALSE
17,137,0,1589,0.277778,0.205451,FALSE
7,26,6,158,0,0.525,FALSE
12,29,5,126,0,0.416667,FALSE
6,22,5,89,0,0.55,FALSE
7,10,5,38,0.857143,0.466667,FALSE
10,41,10,214,0.5,0.4,FALSE
17,65,16,440,0.74,0.276786,FALSE
6,18,0,65,0,0.407407,FALSE
2,15,0,95,0,0.727273,FALSE
2,8,2,24,0,0.5,FALSE
31,148,31,895,0,0.190862,FALSE
11,60,9,1007,0,0.333333,FALSE
3,4,1,14,0,0.75,FALSE
3,6,2,26,0,0.666667,FALSE
27,123,23,1851,0,0.204545,FALSE
3,16,1,98,0,0.5,FALSE
6,22,5,89,0,0.55,FALSE
2,6,1,20,0,0.5,FALSE
7,26,3,119,0,0.272727,FALSE
83,9,3,9,0,1,FALSE
2,6,1,20,0,0.5,FALSE
9,39,7,228,0.826087,0.6,FALSE
11,28,8,127,0.125,0.25,FALSE
3,2,3,9,1,1,FALSE
4,18,0,78,0.97619,0.625,FALSE
11,22,0,101,0,0.416667,FALSE
30,65,29,412,0,0.571429,FALSE
10,2,1,2,0,0.666667,FALSE
2,8,0,20,1,0.666667,FALSE
5,17,1,121,0,0.34375,FALSE
72,47,0,382,0,0.1375,FALSE
9,4,0,32,0,0.75,FALSE
17,91,17,620,0.628866,0.412162,FALSE
22,1,0,1,0,1,FALSE
97,31,16,33,0,0.132258,FALSE
11,51,8,349,0,0.383333,FALSE
9,4,0,32,0,0.75,FALSE
4,18,0,78,0.97619,0.625,FALSE
5,17,1,121,0,0.34375,FALSE
14,20,4,127,0,0.26,FALSE
9,20,6,89,0,0.533333,FALSE
19,107,0,659,0.650485,0.32973,FALSE
6,1,2,1,0,1,FALSE
5,16,4,60,0.833333,0.666667,FALSE
8,1,1,1,0,1,FALSE
5,41,3,173,0,0.466667,FALSE
3,5,2,15,1,1,FALSE
14,3,1,3,0,1,FALSE
4,13,0,43,0,0.761905,FALSE
9,37,9,190,0.953125,0.625,FALSE
15,86,15,570,0.753086,0.17619,FALSE
7,12,3,40,0,0.428571,FALSE
9,2,1,2,0,0.75,FALSE
83,9,3,9,0,1,FALSE
9,11,4,46,0,0.2,FALSE
3,7,0,17,0.98895,1,FALSE
41,17,0,148,0,0.407407,FALSE
9,51,3,297,0,0.346154,FALSE
5,22,2,100,0,0.416667,FALSE
9,37,9,190,0.953125,0.625,FALSE
9,9,9,27,0.961538,0.666667,FALSE
11,39,0,217,0.735849,0.222222,FALSE
14,21,3,75,0,0.4,FALSE
8,2,1,2,0,0.666667,FALSE
6,25,2,167,0,0.256579,FALSE
9,20,6,89,0,0.533333,FALSE
14,57,0,349,0.843537,0.139881,FALSE
3,3,2,14,0.923077,0.75,FALSE
12,17,1,121,0,0.34375,FALSE
12,17,1,121,0,0.34375,FALSE
6,1,2,1,0,1,FALSE
7,70,6,1102,0,0.320313,FALSE
8,1,1,1,0,1,FALSE
9,37,9,190,0.953125,0.625,FALSE
22,2,0,2,0,0.75,FALSE
11,3,1,3,0,0.666667,FALSE
9,21,5,141,0,0.3125,FALSE
7,26,6,158,0,0.525,FALSE
10,38,0,207,0.881579,0.65,FALSE
8,26,7,127,0,0.314286,FALSE
3,5,2,15,1,1,FALSE
15,86,15,660,0.663043,0.35,FALSE
1,22,1,97,0,0.4,FALSE
5,17,1,121,0,0.34375,FALSE
83,9,3,9,0,1,FALSE
3,6,0,15,0.777778,0.833333,FALSE
4,3,1,8,0,1,FALSE
83,9,3,9,0,1,FALSE
11,22,0,101,0,0.416667,FALSE
7,12,3,40,0,0.428571,FALSE
9,15,6,67,0,0.65,FALSE
7,8,3,34,0,0.8,FALSE
6,25,2,167,0,0.256579,FALSE
4,6,0,6,0,0.75,FALSE
8,30,0,169,0,0.5,FALSE
12,57,12,326,0.772152,0.342105,FALSE
33,146,23,1086,0,0.079545,FALSE
7,26,7,138,0.890909,0.357143,FALSE
9,8,2,30,0,0.466667,FALSE
28,13,9,13,0,0.185897,FALSE
9,4,0,4,0,0.666667,FALSE
7,26,7,145,0.910448,0.357143,FALSE
5,24,5,140,0.880435,0.25,FALSE
2,6,1,20,0,0.5,FALSE
47,229,0,2754,0.46988,0.119298,FALSE
8,36,6,214,0,0.25,FALSE
6,25,0,1207,0,0.291667,FALSE
97,31,16,33,0,0.132258,FALSE
3,4,1,16,0,0.666667,FALSE
5,21,0,83,0.968254,0.5,FALSE
4,13,3,60,0,0.666667,FALSE
3,4,2,10,0.833333,0.666667,FALSE
10,4,1,20,0,0.555556,FALSE
1,10,0,34,0,0.5,FALSE
14,3,1,3,0,1,FALSE
2,11,1,32,0,0.583333,FALSE
3,3,2,14,0.923077,0.75,FALSE
4,18,0,78,0.97619,0.625,FALSE
2,6,1,20,0,0.5,FALSE
2,6,1,35,0,0.5,FALSE
9,23,8,125,0,0.444444,FALSE
7,10,5,38,0.857143,0.466667,FALSE
4,5,1,17,0,0.666667,FALSE
9,18,3,77,0,0.333333,FALSE
9,11,4,46,0,0.2,FALSE
15,15,3,57,0,0.272727,FALSE
2,8,0,20,1,0.666667,FALSE
4,13,0,43,0,0.761905,FALSE
3,22,0,68,0.967568,0.857143,FALSE
3,5,2,15,1,1,FALSE
2,15,0,95,0,0.727273,FALSE
6,28,6,110,0.923913,0.458333,FALSE
7,12,2,74,0.285714,0.290909,FALSE
6,24,0,88,0.963636,0.7,FALSE
4,2,3,4,0,1,FALSE
14,20,4,127,0,0.26,FALSE
9,12,3,40,0,0.428571,FALSE
10,74,9,608,0.889474,0.233766,FALSE
2,22,0,97,0,0.4,FALSE
4,4,1,16,0,0.666667,FALSE
17,61,0,380,0.92029,0.207692,FALSE
4,7,3,31,0,0.4375,FALSE
4,3,1,8,0,1,FALSE
6,25,2,167,0,0.256579,FALSE
27,123,23,1851,0,0.204545,FALSE
13,34,11,152,0.977011,1,FALSE
8,1,1,1,0,1,FALSE
9,21,5,150,0.473684,0.316667,FALSE
4,11,1,60,0,0.481481,FALSE
4,19,3,57,0.75,0.5,FALSE
3,4,1,14,0,0.75,FALSE
4,2,0,2,0,0.666667,FALSE
16,38,0,159,0.981132,1,FALSE
10,74,9,608,0.889474,0.233766,FALSE
4,3,4,17,0.928571,0.6,FALSE
37,20,6,20,0,0.3625,FALSE
11,39,0,217,0.735849,0.222222,FALSE
22,2,0,2,0,0.75,FALSE
11,11,0,41,0,0.466667,FALSE
2,9,0,40,0,0.666667,FALSE
7,8,3,34,0,0.8,FALSE
2,6,0,21,0,0.5,FALSE
9,21,5,150,0.473684,0.316667,FALSE
9,54,9,558,0.743902,0.530303,FALSE
3,6,2,48,0.833333,0.666667,FALSE
5,9,4,29,0,0.5,FALSE
7,70,6,1102,0,0.320313,FALSE
4,18,0,78,0.97619,0.625,FALSE
17,61,0,380,0.92029,0.207692,FALSE
4,25,1,215,0,0.242424,FALSE
3,9,0,27,0.777778,0.833333,FALSE
37,20,6,20,0,0.3625,FALSE
5,41,3,173,0,0.466667,FALSE
10,4,0,32,0,0.75,FALSE
5,31,0,223,0,0.555556,FALSE
9,37,9,190,0.953125,0.625,FALSE
9,2,1,2,0,0.75,FALSE
22,1,0,1,0,1,FALSE
28,13,9,13,0,0.185897,FALSE
8,26,7,127,0,0.314286,FALSE
8,31,8,108,0.956044,0.466667,FALSE
15,86,15,660,0.663043,0.35,FALSE
8,30,0,169,0,0.5,FALSE
10,4,1,20,0,0.555556,FALSE
28,37,6,172,0,0.201923,FALSE
13,23,11,201,0,0.583333,FALSE
13,12,2,20,0,0.52,FALSE
4,21,0,68,0,0.340909,FALSE
4,18,0,78,0.97619,0.625,FALSE
9,4,0,4,0,0.75,FALSE
11,22,0,101,0,0.416667,FALSE
6,15,3,48,1,0.5,FALSE
5,14,4,56,0,0.314286,FALSE
8,31,8,108,0.956044,0.466667,FALSE
4,1,0,1,0,1,FALSE
4,11,1,60,0,0.481481,FALSE
102,55,4,548,0.36,0.283333,FALSE
28,7,2,7,0,1,FALSE
6,19,2,67,0,0.318182,FALSE
