@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z42.16216216-no-replacement

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,0,14,0,1,2,129,1,5,FALSE
1,0,5,729,2,38,611,0,2,FALSE
1,0,3,0,1,4,152,0,2,FALSE
1,0,12,89,1,13,134,0,4,FALSE
1,0,28,0,28,1,1,0,1,FALSE
1,0,21,0,21,1,1,0,1,FALSE
3,0,7,137,3,21,230,6,4,FALSE
6,0,3,7,1,5,80,0,3,FALSE
1,0,1,0,1,1,1,0,1,FALSE
1,2,9,9,4,10,86,0,3,FALSE
2,0,1,0,0,4,22,0,1,FALSE
1,0,5,1,4,2,2,0,1,FALSE
1,0,6,0,1,2,22,0,1,FALSE
0,0,16,69,4,9,165,0,3,FALSE
5,0,2,3,1,3,17,0,0,FALSE
1,0,22,1,20,2,2,0,1,FALSE
1,0,1,13,0,5,68,0,2,FALSE
1,0,0,0,0,1,22,0,0,FALSE
1,0,4,1,1,2,9,0,1,FALSE
1,0,0,15,0,6,53,0,2,FALSE
1,0,3,484,1,21,651,0,7,FALSE
1,0,11,161,10,22,249,0,3,FALSE
0,0,10,2,1,3,71,0,1,FALSE
1,17,29,79,20,13,188,1,5,FALSE
1,0,5,0,4,1,1,0,1,FALSE
4,0,12,0,1,4,300,1,1,FALSE
1,0,13,39,5,11,101,0,1,FALSE
1,0,3,1,2,2,2,0,1,FALSE
2,0,9,0,1,9,92,0,1,FALSE
1,0,5,33,3,14,210,0,3,FALSE
3,0,7,3,0,1,45,3,1,FALSE
2,0,1,3,0,3,12,2,1,FALSE
4,0,1,0,1,3,37,0,2,FALSE
1,0,21,1,21,2,2,0,1,FALSE
3,2,8,37,2,4,122,1,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
2,0,3,3,0,2,32,0,1,FALSE
2,4,12,34,5,8,172,0,3,FALSE
3,0,8,1,2,2,31,0,2,TRUE
1,0,10,1,1,2,157,0,6,TRUE
5,0,3,0,1,3,33,0,1,TRUE
3,0,4,8,1,4,36,2,1,TRUE
1,13,31,100,24,16,167,0,3,TRUE
1,0,11,45,1,9,52,0,1,TRUE
1,0,1,36,1,9,81,0,1,TRUE
1,0,3,66,2,11,112,0,1,TRUE
1,0,28,0,28,1,1,0,1,TRUE
5,0,1,0,0,3,33,0,1,TRUE
3,0,9,26,1,9,214,1,8,TRUE
2,0,4,0,1,5,68,5,3,TRUE
1,3,4,58,3,10,112,0,2,TRUE
2,0,9,92,3,17,141,4,3,TRUE
3,0,22,814,7,39,555,2,7,TRUE
2,0,9,10,3,5,30,1,1,TRUE
4,0,4,7,1,9,120,2,1,TRUE
1,0,22,0,19,1,1,0,1,TRUE
2,0,7,0,3,15,315,1,3,TRUE
1,0,149,300,141,25,25,0,1,TRUE
2,1,7,0,1,7,66,1,1,TRUE
1,0,102,105,102,15,15,0,1,TRUE
1,0,11,31,5,13,326,0,8,TRUE
4,0,18,291,3,24,303,3,2,TRUE
1,0,5,132,1,18,341,0,30,TRUE
1,0,17,864,8,38,523,0,4,TRUE
3,0,5,62,1,11,79,2,2,TRUE
2,0,11,15,4,6,44,0,1,TRUE
3,3,5,6,5,4,20,0,0,TRUE
1,0,31,100,5,7,741,0,10,TRUE
3,0,12,3,0,1,67,3,1,TRUE
2,0,13,189,2,20,232,1,1,TRUE
3,0,5,14,1,7,118,2,3,TRUE
4,0,9,21,3,7,45,4,1,TRUE
3,0,6,0,1,4,50,6,2,TRUE
1,0,84,136,80,17,17,0,1,TRUE
2,0,7,0,3,1,12,0,0,TRUE
1,0,3,0,2,1,1,0,1,TRUE
