@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z42.16216216-no-replacement

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,0,7,6,1,4,39,0,1,FALSE
2,0,16,30,5,9,89,1,1,FALSE
3,0,15,211,12,18,187,0,2,FALSE
1,0,1,0,1,1,1,0,1,FALSE
3,0,18,1,2,3,157,0,5,FALSE
1,0,6,10,6,5,82,0,4,FALSE
1,0,3,0,1,4,152,0,2,FALSE
3,0,6,28,3,13,123,2,1,FALSE
1,0,9,21,6,4,161,0,6,FALSE
1,0,9,1,8,2,2,0,1,FALSE
1,0,6,1,6,2,2,0,1,FALSE
1,2,9,9,4,10,86,0,3,FALSE
2,0,6,0,1,6,51,0,1,FALSE
6,0,3,7,1,5,80,0,3,FALSE
1,0,20,153,12,18,18,0,1,FALSE
2,0,1,3,0,3,12,2,1,FALSE
1,4,6,6,4,3,36,0,2,FALSE
2,0,6,17,4,7,46,0,1,FALSE
3,0,5,36,1,11,129,7,3,FALSE
4,0,9,17,1,3,218,4,3,FALSE
3,0,7,0,1,2,56,1,1,FALSE
2,0,9,0,1,9,92,0,1,FALSE
2,0,23,523,4,33,339,1,2,FALSE
6,0,3,0,1,4,45,0,1,FALSE
2,0,8,163,5,15,124,2,1,FALSE
2,0,4,104,1,8,496,5,12,FALSE
1,0,7,8,1,5,44,0,1,FALSE
1,0,2,0,1,0,0,0,0,FALSE
2,0,7,0,2,4,64,1,1,FALSE
1,0,4,0,1,4,37,0,1,FALSE
3,0,3,0,1,2,86,3,3,FALSE
1,0,4,1,2,6,50,0,2,FALSE
1,0,4,3,0,3,12,0,1,FALSE
1,0,0,0,0,1,22,0,0,FALSE
2,0,25,362,3,24,323,2,2,FALSE
4,0,3,3,0,3,12,2,1,FALSE
3,3,6,3,3,2,47,0,1,FALSE
1,0,8,6,4,3,31,0,1,FALSE
3,0,7,0,1,5,84,1,1,TRUE
2,0,13,201,2,21,266,1,1,TRUE
1,0,16,3,3,2,461,0,4,TRUE
4,0,8,15,2,6,39,3,1,TRUE
2,10,15,9,11,5,68,5,3,TRUE
1,0,11,31,5,13,326,0,8,TRUE
5,0,8,0,7,2,21,0,1,TRUE
1,0,3,105,3,13,519,0,5,TRUE
2,1,7,0,1,7,66,1,1,TRUE
3,0,4,30,1,9,50,5,1,TRUE
2,0,16,66,2,8,236,1,2,TRUE
1,0,19,3,17,3,3,0,1,TRUE
1,0,18,0,18,1,1,0,1,TRUE
3,0,18,263,11,24,278,2,3,TRUE
3,0,6,0,4,4,52,0,2,TRUE
1,0,23,48,1,5,614,0,8,TRUE
3,0,22,814,7,39,555,2,7,TRUE
3,0,4,35,1,10,62,5,1,TRUE
1,0,9,825,4,35,785,0,1,TRUE
1,0,8,43,4,11,163,0,4,TRUE
1,0,3,1,1,2,7,0,1,TRUE
4,0,2,0,1,1,5,0,0,TRUE
1,4,12,17,8,3,108,0,3,TRUE
1,0,4,0,2,2,33,0,2,TRUE
1,0,4,10,4,5,5,0,1,TRUE
4,0,8,27,1,10,87,3,2,TRUE
3,0,8,37,1,10,212,14,6,TRUE
1,0,28,0,28,1,1,0,1,TRUE
2,17,27,17,18,7,90,1,2,TRUE
4,0,7,10,1,5,34,4,1,TRUE
1,0,1,36,1,9,81,0,1,TRUE
2,0,8,123,2,18,123,1,2,TRUE
1,0,17,864,8,38,523,0,4,TRUE
3,0,9,15,3,6,42,3,1,TRUE
2,0,22,44,6,10,248,1,2,TRUE
1,1,10,41,4,7,799,0,14,TRUE
1,0,9,122,3,16,275,0,9,TRUE
1,1,15,46,7,16,444,0,8,TRUE
