@relation 'Keymind - BA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.3164557-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,2,0,0,23,0,50,FALSE
0,0,0,0,-23,0,11,FALSE
3,0,0,0,25,0,40,FALSE
4,1,0,0,43,0,35,FALSE
0,0,0,0,-23,0,128,FALSE
0,0,0,0,-19,0,248,FALSE
0,0,0,0,-45,2,12,FALSE
3,2,0,0,18,80,12,FALSE
4,2,9,4,22,0,26,FALSE
0,0,0,0,-23,0,239,FALSE
4,4,0,0,45,5,35,TRUE
10,5,92,18,22,0,12,TRUE
1,0,0,0,26,17,10,TRUE
2,1,0,0,27,33,12,TRUE
14,7,-176,-25,24,0,11,TRUE
6,2,12,3,23,95,32,TRUE
2,1,0,0,44,33,12,TRUE
5,1,5,1,23,39,29,TRUE
6,2,0,0,27,95,32,TRUE
9,3,45,7,23,0,20,TRUE
