@relation 'Keymind - BA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.3164557-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
0,0,0,0,-23,0,134,FALSE
5,3,0,0,45,59,90,FALSE
6,1,0,0,44,66,50,FALSE
17,5,0,0,28,0,11,FALSE
0,0,0,0,-19,0,134,FALSE
0,0,0,0,-45,0,9,FALSE
2,0,0,0,27,6,23,FALSE
0,0,0,0,-19,0,466,FALSE
0,0,0,0,-19,0,11,FALSE
0,0,0,0,-43,4,9,FALSE
4,4,0,0,45,5,35,TRUE
4,4,0,0,23,9,30,TRUE
33,20,2,2,45,88,232,TRUE
14,4,0,0,44,0,26,TRUE
12,4,0,0,44,64,144,TRUE
6,2,0,0,44,95,32,TRUE
4,4,0,0,29,5,35,TRUE
4,4,0,0,19,9,30,TRUE
10,5,92,18,22,0,12,TRUE
14,4,170,17,23,0,26,TRUE
