@relation 'Keymind - BA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.3164557-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
0,0,0,0,-19,0,95,FALSE
0,0,0,0,-47,0,89,FALSE
1,1,0,0,19,61,9,FALSE
3,3,0,0,27,78,44,FALSE
0,0,0,0,-23,0,466,FALSE
0,0,0,0,-19,17,29,FALSE
1,0,0,0,21,0,51,FALSE
0,0,0,0,-5,0,23,FALSE
2,2,0,0,25,33,9,FALSE
0,0,0,0,-1,0,23,FALSE
9,3,0,0,44,0,20,TRUE
10,5,92,18,22,0,12,TRUE
30,18,450,37,25,86,35,TRUE
33,20,2,2,45,88,232,TRUE
14,4,0,0,44,0,26,TRUE
2,1,0,0,23,61,9,TRUE
6,2,0,0,27,95,32,TRUE
4,4,0,0,23,9,30,TRUE
8,1,2,2,26,213,24,TRUE
4,4,0,0,29,5,35,TRUE
