@relation 'Keymind - BA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.3164557-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,2,0,0,22,64,53,FALSE
1,0,0,0,26,19,25,FALSE
2,1,0,0,23,0,4,FALSE
1,0,27,27,22,19,25,FALSE
1,1,0,0,23,33,9,FALSE
5,3,27,13,25,59,90,FALSE
0,0,0,0,-23,1,11,FALSE
2,1,0,0,22,0,11,FALSE
6,2,0,0,43,15,16,FALSE
2,1,0,0,25,0,36,FALSE
14,4,170,17,23,0,26,TRUE
12,4,0,0,27,64,144,TRUE
9,3,0,0,27,0,20,TRUE
9,5,31,8,24,70,15,TRUE
9,5,0,0,28,70,15,TRUE
2,1,0,0,44,33,12,TRUE
14,4,0,0,27,0,26,TRUE
9,8,0,0,22,0,9,TRUE
6,2,0,0,44,95,32,TRUE
4,4,0,0,25,5,35,TRUE
