@relation xalanA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z73.63636364-no-replacement

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
74,0.6,225,12.9375,FALSE
1,2,65,31.5,FALSE
0,0.5,157,21.142857,FALSE
5,0.714286,248,20.272727,FALSE
0,0.4,201,32.166667,FALSE
0,0,74,9.428571,FALSE
0,0,104,50.5,FALSE
4,0.666667,30,6.25,FALSE
0,0.142857,241,29,FALSE
1,2,36,17,FALSE
0,0.65,57,7.833333,FALSE
1,2,42,13,FALSE
287,0.978462,414,13.923077,FALSE
37,0.916667,141,10.727273,FALSE
10,2,19,2.8,FALSE
241,0.733333,1095,34.16129,FALSE
4,1.095238,360,87.25,FALSE
10,2,5,0,FALSE
3,2,245,80.666667,FALSE
3,0.6,332,54,FALSE
1,2,39,18.5,FALSE
300,0.879252,782,25.241379,FALSE
199,0.571429,466,20.136364,FALSE
0,0.333333,162,39.25,FALSE
36,2,82,8.111111,FALSE
0,2,1,0,FALSE
1,2,87,42.5,FALSE
0,0.083333,524,129,FALSE
0,2,4,3,FALSE
0,2,4,3,FALSE
6,2,94,22.5,FALSE
0,2,68,3,FALSE
0,0.6,419,81.8,FALSE
8,0.75,261,15.0625,FALSE
0,2,4,3,FALSE
0,0.55,127,10.363636,FALSE
64,0.981818,586,47.416667,FALSE
3,2,42,13,FALSE
3,2,25,7.333333,FALSE
0,0.25,129,24.4,FALSE
1,2,13,5.5,FALSE
0,2,2,0,FALSE
0,0.285714,119,13.75,FALSE
91,0.811688,833,53.066667,FALSE
2147,0.882716,2845,33.5,FALSE
0,0.783972,437,9.238095,FALSE
1,2,50,24,FALSE
1,1,67,19,FALSE
28,2,8,0,FALSE
3,2,56,17.666667,FALSE
3,2,25,7.333333,FALSE
1026,0.895161,1204,21.132075,FALSE
6,2,92,22,FALSE
0,0,67,20,FALSE
0,2,0,0,FALSE
78,2,40,2.076923,FALSE
36,2,9,0,FALSE
1,0.5,499,165,FALSE
3,2,131,42.666667,FALSE
3,2,169,55.333333,FALSE
0,0.472222,180,16.6,FALSE
0,2,20,15,FALSE
0,0.444444,146,34.75,FALSE
0,0.25,149,28.4,FALSE
