@relation xalanA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z73.63636364-no-replacement

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
15,1.2,18,0,FALSE
190,2,516,23.571429,FALSE
6,0.660714,399,47.875,FALSE
1,2,9,3.5,FALSE
3,2,10,2.333333,FALSE
1,2,12,5,FALSE
13,0.9,104,16,FALSE
21,2,258,35.857143,FALSE
0,0.111111,58,4.7,FALSE
21,1,30,3,FALSE
10,2,305,60,FALSE
9,0.6,49,7,FALSE
0,2,6,5,FALSE
0,0.4875,305,16.647059,FALSE
1,2,44,21,FALSE
0,1.269231,80,12.5,FALSE
0,2,4,3,FALSE
300,1.041667,28,0,FALSE
3,2,40,12.333333,FALSE
58,0.666667,260,18.923077,FALSE
814,2,161,2.926829,FALSE
3,2,24,7,FALSE
0,1.266667,90,15.25,FALSE
0,0.384615,165,10.571429,FALSE
241,0.733333,1095,34.16129,FALSE
0,0,23,10,FALSE
36,1.125,19,0,FALSE
28,2,31,2.875,FALSE
91,0.811688,833,53.066667,FALSE
3,2,19,5.333333,FALSE
0,0.333333,40,8.75,FALSE
0,0.5,106,10.555556,FALSE
1,0.75,499,69.714286,FALSE
1,2,11,4.5,FALSE
1,2,43,20.5,FALSE
78,2,40,2.076923,FALSE
1,2,13,5.5,FALSE
16,0.785714,680,73.777778,FALSE
0,2,1,0,FALSE
3,2,10,2.333333,FALSE
0,0.733333,88,13.166667,FALSE
1,2,34,16,FALSE
3,2,24,7,FALSE
10,2,8,0.6,FALSE
9,0.5,55,6.714286,FALSE
214,0.891667,494,18.36,FALSE
114,0.846429,394,12.241379,FALSE
0,0.666667,28,5.25,FALSE
0,2,6,5,FALSE
79,1.030769,805,55.785714,FALSE
1,0.5,26,7.333333,FALSE
3,2,56,17.666667,FALSE
0,0.5,32,9,FALSE
