@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z47.61904762-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,8,3,1,0,0,FALSE
14,67,0,13,1,10.4,FALSE
7,26,5,6,0.25,1.3333,FALSE
14,46,0,9,1,3.2857,FALSE
12,10,0,9,1,0.6,FALSE
7,23,16,4,0.75,1,FALSE
10,8,28,3,0,1,FALSE
4,31,0,0,1,2,FALSE
9,32,30,6,0.857143,1.4615,FALSE
11,6,15,1,0,1,FALSE
15,38,7,14,0.666667,4,TRUE
15,37,2,14,1,5.4,TRUE
13,26,2,11,1,3.5,TRUE
4,13,1,4,0,0.6667,TRUE
20,51,0,16,1,6.4,TRUE
16,46,87,12,1,1.5,TRUE
71,45,13,21,1,2.1667,TRUE
20,25,2,20,1,2.25,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
20,33,8,18,1,2,TRUE
