@relation ivyA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z39.31623932-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,8,2,24,0,0.5,FALSE
12,21,3,75,0,0.4,FALSE
8,40,0,338,0.6,0.48,FALSE
10,34,0,207,0,0.404762,FALSE
6,7,3,28,0,0.444444,FALSE
9,8,2,30,0,0.466667,FALSE
9,21,5,150,0.473684,0.316667,FALSE
10,38,0,207,0.881579,0.65,FALSE
4,2,0,2,0,0.666667,FALSE
31,148,31,895,0,0.190862,FALSE
6,38,4,180,0,0.666667,FALSE
4,18,0,53,0.933333,1,FALSE
9,2,1,2,0,0.75,FALSE
4,19,3,57,0.714286,0.5,FALSE
6,1,2,1,0,1,FALSE
7,12,2,74,0.285714,0.290909,FALSE
12,79,11,785,0.660714,0.227778,FALSE
5,31,0,223,0,0.555556,FALSE
10,41,10,214,0.5,0.4,FALSE
16,32,4,187,0.409091,0.294643,FALSE
11,3,1,3,0,0.666667,FALSE
8,2,1,2,0,0.666667,FALSE
27,19,2,138,0,0.233333,FALSE
4,1,1,1,0,1,FALSE
4,9,1,31,0.75,0.5,FALSE
3,4,1,14,0,0.75,FALSE
3,22,0,68,0.967568,0.857143,FALSE
8,19,4,85,0,0.236111,FALSE
2,5,1,22,0,0.555556,FALSE
14,3,1,3,0,1,FALSE
4,21,0,144,0.636364,0.533333,FALSE
4,11,1,60,0,0.481481,FALSE
4,2,3,9,1,1,FALSE
4,1,2,1,0,1,FALSE
13,12,2,20,0,0.52,FALSE
2,13,0,69,0,0.625,FALSE
10,2,1,2,0,0.666667,FALSE
8,49,8,340,0.826531,0.240741,FALSE
6,10,2,63,0,0.333333,FALSE
10,36,10,166,0.454545,0.377778,FALSE
4,18,3,98,0.714286,0.466667,FALSE
12,17,1,121,0,0.34375,FALSE
2,6,1,23,0,0.666667,FALSE
10,63,8,1034,0,0.285714,FALSE
4,13,0,41,0.8125,0.583333,FALSE
2,22,0,97,0,0.4,FALSE
3,25,0,67,0.91791,0.472222,FALSE
5,5,4,22,0.933333,0.625,FALSE
6,28,6,110,0.923913,0.458333,FALSE
7,34,6,288,0,0.333333,FALSE
4,21,0,68,0,0.340909,FALSE
2,20,0,67,0.910448,0.571429,FALSE
20,71,20,476,0.631579,0.296296,FALSE
13,34,11,152,0.977011,1,FALSE
4,4,0,20,0,0.666667,FALSE
3,7,0,17,0.985185,1,FALSE
6,17,0,58,0,0.833333,FALSE
6,17,0,107,0,0.4,FALSE
2,8,0,24,0,0.5,FALSE
5,9,4,40,0.875,0.5,FALSE
47,229,0,2754,0.46988,0.119298,FALSE
5,22,2,100,0,0.416667,FALSE
6,31,0,133,0,0.333333,FALSE
11,2,1,2,0,0.75,FALSE
7,26,3,119,0,0.272727,FALSE
2,11,1,32,0,0.583333,FALSE
6,10,5,27,0.5,0.5,FALSE
10,4,0,32,0,0.75,FALSE
63,23,11,25,0,0.168478,FALSE
154,583,98,8095,0,0.068627,TRUE
16,49,7,255,0.755102,0.285714,TRUE
18,52,18,489,0,0.25,TRUE
21,114,19,1472,0.472222,0.238889,TRUE
10,31,5,182,0,0.266667,TRUE
6,37,4,172,0,0.666667,TRUE
10,44,9,432,0,0.357143,TRUE
29,96,0,669,0.861789,0.205882,TRUE
30,20,7,21,0,0.225,TRUE
40,190,30,1443,0,0.067568,TRUE
5,5,3,9,0,0.666667,TRUE
10,44,7,305,0.833333,0.6,TRUE
6,39,3,193,0,0.35,TRUE
3,35,1,303,0,0.357143,TRUE
10,46,2,431,0,0.219048,TRUE
8,51,8,255,0.777778,0.366667,TRUE
5,22,3,138,0,0.5,TRUE
7,31,6,166,0.64,0.363636,TRUE
6,26,5,125,0,0.3,TRUE
13,6,3,6,0,1,TRUE
8,39,7,193,0.695652,0.375,TRUE
17,62,0,491,0,0.233333,TRUE
5,79,0,948,0,0.292857,TRUE
30,173,21,2020,0,0.122201,TRUE
13,13,2,47,0,0.333333,TRUE
19,39,13,178,0.3,0.328125,TRUE
13,86,10,593,0,0.12406,TRUE
20,12,9,12,0,0.2,TRUE
26,120,26,1123,0.825243,0.12012,TRUE
8,43,8,226,0.765625,0.359375,TRUE
6,14,1,105,0,0.311111,TRUE
5,18,0,125,0.538462,0.464286,TRUE
12,29,0,99,0.142857,0.238095,TRUE
5,18,2,109,0,0.416667,TRUE
12,55,12,320,0.592593,0.212963,TRUE
6,33,4,229,0,0.48,TRUE
19,81,17,681,0,0.285714,TRUE
16,65,0,877,0,0.416667,TRUE
9,44,9,230,0.777778,0.366667,TRUE
7,17,4,69,0,0.28,TRUE
13,64,0,411,0.82716,0.306667,TRUE
6,1,1,1,0,1,TRUE
3,8,1,34,0,0.6,TRUE
7,15,3,83,0.3,0.34375,TRUE
6,33,0,179,0,0.444444,TRUE
8,42,7,329,0,0.263158,TRUE
31,147,30,1429,0.347826,0.121442,TRUE
12,29,10,242,0.125,0.21875,TRUE
10,4,1,4,0,0.55,TRUE
16,31,12,146,0,0.183824,TRUE
4,30,4,170,0.790323,0.357143,TRUE
13,88,13,531,0.597561,0.375,TRUE
12,4,3,4,0,0.5,TRUE
8,6,2,6,0,1,TRUE
150,67,5,653,0.28,0.280303,TRUE
12,52,12,288,0.753846,0.470588,TRUE
13,94,0,1203,0.73913,0.357143,TRUE
11,78,10,564,0.642105,0.371429,TRUE
14,65,13,402,0.671233,0.37,TRUE
3,17,2,74,0,0.5,TRUE
42,27,1,164,0,0.340909,TRUE
18,73,0,666,0.736264,0.38,TRUE
33,32,2,211,0,0.160714,TRUE
4,19,3,82,0,0.31746,TRUE
8,10,2,10,0,0.5,TRUE
5,3,0,3,0,0.666667,TRUE
12,32,4,152,0,0.309524,TRUE
37,153,37,1515,0.307692,0.122333,TRUE
7,21,4,88,0,0.625,TRUE
