@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
16,5,FALSE
35,13,FALSE
5,5,FALSE
47,11,FALSE
54,13,FALSE
8,3,FALSE
185,15,FALSE
71,14,FALSE
95,19,FALSE
146,7,FALSE
155,29,FALSE
2,2,FALSE
23,6,FALSE
10,5,FALSE
10,7,FALSE
25,10,FALSE
74,11,FALSE
29,10,FALSE
58,15,FALSE
14,5,FALSE
26,9,FALSE
31,8,FALSE
72,15,FALSE
42,8,FALSE
47,7,FALSE
6,6,FALSE
70,12,FALSE
14,8,FALSE
4,4,FALSE
13,9,FALSE
73,12,FALSE
131,26,FALSE
27,9,FALSE
50,6,FALSE
3,5,FALSE
6,5,FALSE
73,13,FALSE
3,5,FALSE
40,11,FALSE
60,16,FALSE
115,13,FALSE
46,13,FALSE
75,10,FALSE
32,9,FALSE
64,14,FALSE
9,3,FALSE
3,4,FALSE
203,23,FALSE
76,14,FALSE
128,13,FALSE
2,2,FALSE
2,2,FALSE
34,13,FALSE
9,4,FALSE
91,5,FALSE
22,4,FALSE
82,12,FALSE
20,6,FALSE
69,12,FALSE
530,12,FALSE
22,7,FALSE
26,9,FALSE
52,17,TRUE
47,17,TRUE
907,20,TRUE
19,9,TRUE
181,24,TRUE
10,11,TRUE
670,27,TRUE
142,17,TRUE
181,6,TRUE
