@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
79,10,FALSE
19,13,FALSE
47,7,FALSE
6,4,FALSE
6,6,FALSE
46,13,FALSE
9,9,FALSE
149,17,FALSE
60,16,FALSE
21,6,FALSE
3,4,FALSE
10,7,FALSE
148,16,FALSE
32,11,FALSE
131,17,FALSE
73,12,FALSE
21,5,FALSE
31,5,FALSE
153,14,FALSE
9,8,FALSE
26,9,FALSE
14,5,FALSE
61,12,FALSE
6,6,FALSE
13,4,FALSE
3,6,FALSE
8,7,FALSE
6,6,FALSE
18,7,FALSE
6,9,FALSE
40,11,FALSE
4,5,FALSE
69,9,FALSE
45,12,FALSE
115,19,FALSE
47,11,FALSE
16,10,FALSE
3,4,FALSE
4,5,FALSE
9,3,FALSE
36,11,FALSE
26,9,FALSE
68,14,FALSE
23,6,FALSE
91,5,FALSE
2,2,FALSE
48,11,FALSE
64,14,FALSE
128,13,FALSE
72,15,FALSE
115,13,FALSE
7,7,FALSE
32,11,FALSE
22,7,FALSE
42,9,FALSE
25,6,FALSE
3,4,FALSE
23,10,FALSE
112,6,FALSE
103,19,FALSE
6,6,FALSE
31,8,FALSE
250,28,TRUE
445,19,TRUE
191,22,TRUE
181,6,TRUE
173,31,TRUE
240,19,TRUE
43,14,TRUE
307,23,TRUE
333,18,TRUE
