@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z156.1904762

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
4,18,13,4,1,0.6667,FALSE
21,64,0,21,1,1.625,FALSE
6,6,3,5,0,0.3333,FALSE
3,30,26,3,1,1.625,FALSE
4,8,4,4,1,0.5,FALSE
6,7,0,3,1,1.6667,FALSE
7,22,11,4,1,1.9,FALSE
12,1,0,2,0,1,FALSE
6,34,19,5,0.5,2,FALSE
2,12,22,1,1,1.2222,FALSE
25,35,20,14,0.8,1.75,FALSE
6,5,1,4,0,0.5,FALSE
3,32,4,0,0.8,2,FALSE
4,31,0,0,1,2,FALSE
22,66,4,20,1,0.6,FALSE
22,66,4,20,1,0.6,FALSE
12,1,0,2,0,1,FALSE
8,8,4,7,1,0.75,FALSE
4,8,4,4,1,0.5,FALSE
12,1,0,2,0,1,FALSE
10,21,0,9,1,1.6,FALSE
7,22,11,4,1,1.9,FALSE
0,2,0,0,0,0,FALSE
6,33,2,5,1,1.6,FALSE
2,4,0,1,1,0.6667,FALSE
20,59,2,20,0.75,0.6,FALSE
9,2,1,1,0,1,FALSE
3,30,26,3,1,1.625,FALSE
8,17,9,5,1,1.8571,FALSE
12,22,3,10,1,3.3333,FALSE
16,30,1,14,0,12.5,FALSE
4,31,0,0,1,2,FALSE
11,28,8,10,1,1.8,FALSE
9,21,20,8,0.666667,0.875,FALSE
8,18,0,6,1,3,FALSE
6,11,35,3,0.666667,0.9,FALSE
10,41,20,9,0.666667,2.375,FALSE
9,2,1,1,0,1,FALSE
13,28,2,13,1,1.5,FALSE
4,2,1,2,0,1,FALSE
25,35,20,14,0.8,1.75,FALSE
11,24,4,8,0,4.25,FALSE
2,4,0,0,1,0.6667,FALSE
6,26,0,3,1,4.2,FALSE
12,30,13,12,0.333333,2.1667,FALSE
2,8,3,1,0,0,FALSE
12,22,3,10,1,3.3333,FALSE
2,8,3,1,0,0,FALSE
8,17,0,6,1,3,FALSE
12,30,13,12,0.333333,2.1667,FALSE
25,35,20,14,0.8,1.75,FALSE
43,7,21,1,0,1,FALSE
4,8,4,4,1,0.5,FALSE
10,67,52,10,0.666667,2.25,FALSE
8,17,0,6,1,3,FALSE
6,26,0,3,1,4.2,FALSE
10,20,13,10,0.8,0.6667,FALSE
11,28,8,10,1,1.8,FALSE
16,34,257,4,0.615385,1.2692,FALSE
5,9,4,5,1,0.5,FALSE
3,30,26,3,1,1.625,FALSE
5,9,4,5,1,0.5,FALSE
22,33,7,5,1,2.3333,FALSE
7,16,3,5,0,3.3333,FALSE
0,2,0,0,0,0,FALSE
1,13,0,0,0,0.5,FALSE
10,41,20,9,0.666667,2.375,FALSE
11,28,8,10,1,1.8,FALSE
33,10,45,5,0,1,FALSE
7,2,1,2,0,1,FALSE
8,18,8,7,0.5,0.8,FALSE
4,18,13,4,1,0.6667,FALSE
9,22,3,9,0,3.3333,FALSE
15,8,1,4,0,2.5,FALSE
8,2,1,2,0,1,FALSE
4,2,1,2,0,1,FALSE
8,18,0,6,1,3,FALSE
7,13,3,7,0,1.3333,FALSE
5,11,3,2,1,1.1429,FALSE
4,2,1,2,0,1,FALSE
8,8,4,7,1,0.75,FALSE
8,2,1,2,0,1,FALSE
25,44,32,25,1,1.8889,TRUE
15,14,1,10,0,3.5,TRUE
28,87,150,26,0.727273,2.9167,TRUE
26,77,99,26,1,2.6,TRUE
11,38,81,10,1,0.8667,TRUE
15,37,2,14,1,5.4,TRUE
28,87,150,26,0.727273,2.9167,TRUE
