@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z156.1904762

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
12,25,4,9,0.666667,2,FALSE
8,14,1,8,0,0.5,FALSE
18,40,4,16,0.5,0.5,FALSE
7,12,1,2,0,0.8333,FALSE
2,4,0,1,1,0.6667,FALSE
2,8,3,1,0,0,FALSE
12,22,3,10,1,3.3333,FALSE
7,9,1,7,0,0.5,FALSE
18,15,1,15,0,3.5,FALSE
13,28,2,13,1,1.5,FALSE
13,28,2,13,1,1.5,FALSE
10,38,13,9,1,3.4286,FALSE
15,8,1,4,0,2.5,FALSE
10,23,13,10,0.333333,1.1667,FALSE
4,3,3,2,0,1,FALSE
9,36,11,7,0.833333,1.9,FALSE
9,32,0,7,1,2.625,FALSE
7,16,3,5,0,3.3333,FALSE
8,21,16,5,0.875,1.75,FALSE
12,30,13,12,0.333333,2.1667,FALSE
8,14,1,8,0,0.5,FALSE
9,32,0,7,1,2.625,FALSE
16,24,8,7,0.5,1.2,FALSE
2,8,3,1,0,0,FALSE
13,60,12,10,0,5.125,FALSE
7,16,3,5,0,3.3333,FALSE
8,2,1,2,0,1,FALSE
13,14,5,10,0.75,0.6667,FALSE
2,8,3,1,0,0,FALSE
12,30,13,12,0.333333,2.1667,FALSE
11,6,15,1,0,1,FALSE
4,2,0,0,0,0,FALSE
14,35,13,14,0.333333,1.5,FALSE
13,28,2,13,1,1.5,FALSE
8,27,35,5,1,1.5714,FALSE
10,35,3,9,1,1,FALSE
21,73,110,19,1,2.4286,FALSE
46,7,21,1,0,1,FALSE
7,15,3,7,0,1.3333,FALSE
16,24,8,7,0.5,1.2,FALSE
55,154,540,30,1,1.5574,FALSE
15,22,8,8,0.5,1,FALSE
4,2,0,0,0,0,FALSE
11,13,15,11,0,0.8333,FALSE
13,28,2,13,1,1.5,FALSE
15,21,4,8,0.5,1,FALSE
19,70,53,13,0.666667,1.4286,FALSE
13,28,2,13,1,1.5,FALSE
4,2,0,0,0,0,FALSE
19,70,53,13,0.666667,1.4286,FALSE
8,31,3,6,0.181818,1.1429,FALSE
10,23,13,10,0.333333,1.1667,FALSE
21,44,24,21,0.8,1.125,FALSE
7,16,3,5,0,3,FALSE
4,2,0,0,0,0,FALSE
12,25,4,9,0.666667,2,FALSE
8,27,35,5,1,1.5714,FALSE
8,17,0,6,1,3,FALSE
12,25,4,9,0.666667,2,FALSE
12,22,3,10,1,3.3333,FALSE
10,28,9,9,0.5,0.6667,FALSE
10,18,8,10,0.666667,1,FALSE
14,46,0,9,1,3.2857,FALSE
8,27,35,5,1,1.5714,FALSE
14,45,10,12,1,1.4615,FALSE
7,16,3,5,0,3,FALSE
13,60,12,10,0,5.125,FALSE
9,38,4,9,1,5.4,FALSE
46,7,21,1,0,1,FALSE
10,18,8,10,0.666667,1,FALSE
12,10,0,9,1,0.6,FALSE
10,41,20,9,0.666667,2.375,FALSE
15,8,1,4,0,2.5,FALSE
4,3,3,2,0,1,FALSE
10,27,0,8,1,2.6667,FALSE
11,6,15,1,0,1,FALSE
15,22,8,8,0.5,1,FALSE
74,4,6,1,0,1,FALSE
8,31,3,6,0.181818,1.1429,FALSE
17,88,56,15,0.909091,2.125,FALSE
18,40,4,16,0.5,0.5,FALSE
8,2,1,2,0,1,FALSE
20,62,0,20,1,1.625,TRUE
34,52,60,12,1,2.8125,TRUE
20,62,0,20,1,1.625,TRUE
13,5,10,3,0,1,TRUE
4,29,58,3,1,1.5625,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
13,26,0,6,1,1.4,TRUE
4,13,1,4,0,0.6667,TRUE
38,108,39,37,0.5,2.2,TRUE
13,5,10,3,0,1,TRUE
10,29,20,10,1,1.25,TRUE
13,26,0,6,1,1.4,TRUE
12,38,27,9,1,2,TRUE
13,5,10,3,0,1,TRUE
15,61,234,11,1,2.08,TRUE
4,29,58,3,1,1.5625,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
10,30,4,10,1,1.75,TRUE
10,29,20,10,1,1.25,TRUE
12,38,27,9,1,2,TRUE
13,35,20,13,1,1.5,TRUE
29,64,38,28,1,2.0833,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
10,32,3,10,1,4.3333,TRUE
34,52,60,12,1,2.8125,TRUE
13,5,10,3,0,1,TRUE
7,16,4,6,1,1.5,TRUE
7,16,4,6,1,1.5,TRUE
4,29,58,3,1,1.5625,TRUE
7,16,4,6,1,1.5,TRUE
31,107,104,29,0.833333,3.5,TRUE
12,38,27,9,1,2,TRUE
13,35,20,13,1,1.5,TRUE
14,16,0,14,1,3,TRUE
4,13,1,4,0,0.6667,TRUE
7,16,4,6,1,1.5,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
10,32,3,10,1,4.3333,TRUE
13,26,0,6,1,1.4,TRUE
23,33,7,5,1,2.3333,TRUE
