@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z156.1904762

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
10,29,0,8,1,2.125,FALSE
34,136,1269,28,0.925926,1.3704,FALSE
13,32,0,6,0.666667,0.9,FALSE
16,55,14,12,1,3,FALSE
4,3,3,2,0,1,FALSE
14,17,10,2,0,2,FALSE
2,1,0,0,0,1,FALSE
9,1,0,1,0,1,FALSE
7,26,5,6,0.25,1.3333,FALSE
10,18,8,10,0.666667,1,FALSE
9,44,5,9,0.75,3.4286,FALSE
11,34,2,11,1,3.5,FALSE
11,34,2,11,1,3.5,FALSE
5,1,0,2,0,1,FALSE
9,22,5,9,1,1.4286,FALSE
11,13,15,11,0,0.8333,FALSE
15,35,13,15,0.333333,2,FALSE
2,1,0,0,0,1,FALSE
1,8,0,0,1,1.4286,FALSE
14,17,10,2,0,2,FALSE
2,12,22,1,1,1.2222,FALSE
55,4,6,1,0,1,FALSE
2,12,22,1,1,1.2222,FALSE
8,8,4,7,1,0.75,FALSE
34,136,1269,28,0.925926,1.3704,FALSE
7,26,5,6,0.25,1.3333,FALSE
12,28,3,12,0,3,FALSE
2,4,0,0,1,0.6667,FALSE
2,25,87,1,1,0.9444,FALSE
4,3,3,2,0,1,FALSE
18,15,1,15,0,3.5,FALSE
8,19,9,1,1,1.2,FALSE
9,1,0,1,0,1,FALSE
10,28,9,9,0.5,0.6667,FALSE
10,29,2,10,1,5,FALSE
6,5,1,4,0,0.5,FALSE
2,1,0,0,0,1,FALSE
9,22,3,9,0,3.3333,FALSE
12,28,3,12,0,3,FALSE
15,35,13,15,0.333333,2,FALSE
12,14,1,5,0,1.5,FALSE
25,35,20,14,0.8,1.75,FALSE
5,1,0,2,0,1,FALSE
8,11,1,6,1,0.3333,FALSE
82,6,3,0,1,0,FALSE
8,18,4,6,0.666667,1.5,FALSE
12,28,3,12,0,3,FALSE
0,2,0,0,0,0,FALSE
7,23,16,4,0.75,1,FALSE
11,65,41,11,1,2.7273,FALSE
11,48,7,9,0.666667,1.8,FALSE
14,33,6,14,0.8,1.4,FALSE
10,8,28,3,0,1,FALSE
10,8,28,3,0,1,FALSE
5,1,0,2,0,1,FALSE
2,25,87,1,1,0.9444,FALSE
8,18,4,6,0.666667,1.5,FALSE
11,65,41,11,1,2.7273,FALSE
12,31,13,12,0.333333,1.6667,FALSE
0,2,0,0,0,0,FALSE
11,26,13,11,0.333333,1.3333,FALSE
5,9,4,5,1,0.5,FALSE
11,65,41,11,1,2.7273,FALSE
8,18,0,6,1,3,FALSE
55,4,6,1,0,1,FALSE
17,88,56,15,0.909091,2.125,FALSE
74,4,6,1,0,1,FALSE
15,8,1,4,0,2.5,FALSE
2,8,3,1,0,0,FALSE
13,32,0,6,0.666667,0.9,FALSE
14,33,6,14,0.8,1.4,FALSE
10,18,8,10,0.666667,1,FALSE
7,26,5,6,0.25,1.3333,FALSE
5,9,4,5,1,0.5,FALSE
82,6,3,0,1,0,FALSE
24,18,10,7,1,1.4,FALSE
7,14,0,5,0,3,FALSE
17,42,28,17,0.666667,1.5556,FALSE
2,1,0,0,0,1,FALSE
82,6,3,0,1,0,FALSE
17,79,1,15,0.857143,2.7273,FALSE
2,1,0,0,0,1,FALSE
42,105,589,20,0.9,2.0426,TRUE
12,36,3,12,0.666667,3.7143,TRUE
14,35,0,7,1,1.5,TRUE
