@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z156.1904762

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
23,54,76,13,0.888889,2.2353,FALSE
6,8,1,4,0,1.5,FALSE
3,32,4,0,0.8,2,FALSE
17,62,103,15,0.909091,2.0556,FALSE
8,17,0,6,1,3,FALSE
14,46,0,9,1,3.2857,FALSE
4,71,1025,3,1,1.2157,FALSE
9,32,0,7,1,2.625,FALSE
12,31,6,12,0.666667,2.4,FALSE
11,26,13,11,0.333333,1.3333,FALSE
9,2,1,1,0,1,FALSE
17,42,28,17,0.666667,1.5556,FALSE
2,1,0,0,0,1,FALSE
13,40,13,13,0.6,2.6667,FALSE
5,1,0,2,0,1,FALSE
8,17,0,6,1,3,FALSE
9,36,11,7,0.833333,1.9,FALSE
20,29,6,20,0.666667,2,FALSE
15,21,4,8,0.5,1,FALSE
11,34,2,11,1,3.5,FALSE
5,9,4,5,1,0.5,FALSE
12,31,6,12,0.666667,2.4,FALSE
16,31,245,4,0.666667,1.3462,FALSE
15,32,9,14,0.777778,2.8333,FALSE
17,31,245,4,0.666667,1.3462,FALSE
11,27,6,10,0.8,1.2,FALSE
11,24,6,11,1,1.75,FALSE
12,31,6,12,0.666667,2.4,FALSE
9,23,3,9,0,2.3333,FALSE
14,22,15,9,0,2.3333,FALSE
7,15,3,7,0,1.3333,FALSE
15,8,1,4,0,2.5,FALSE
15,32,9,14,0.777778,2.8333,FALSE
5,9,4,5,1,0.5,FALSE
9,36,11,7,0.833333,1.9,FALSE
9,36,11,7,0.833333,1.9,FALSE
8,21,16,5,0.875,1.75,FALSE
9,29,4,9,1,1.75,FALSE
10,13,1,6,0.666667,0.6667,FALSE
8,24,3,8,0,2.6667,FALSE
2,12,22,1,1,1.2222,FALSE
8,24,3,8,0,2.6667,FALSE
14,35,13,14,0.333333,1.5,FALSE
11,27,6,10,0.8,1.2,FALSE
