@relation 'Keymind - BA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
5,2,0,0,25,0,20,FALSE
0,0,0,0,-19,0,40,FALSE
0,0,0,0,-43,0,89,FALSE
5,1,0,0,26,0,28,FALSE
0,0,0,0,-20,0,58,FALSE
2,0,2,1,21,0,36,FALSE
3,2,0,0,26,0,9,FALSE
9,0,-1,0,19,0,13,FALSE
0,0,0,0,-19,0,11,FALSE
3,0,7,2,21,0,40,FALSE
0,0,0,0,-23,0,15,FALSE
0,0,0,0,-19,15,27,FALSE
0,0,0,0,-19,0,16,FALSE
5,3,0,0,29,59,90,FALSE
0,0,0,0,-19,0,248,FALSE
0,0,0,0,-21,0,0,FALSE
0,0,0,0,-23,0,251,FALSE
11,0,135,12,19,12,9,FALSE
0,0,0,0,-19,0,67,FALSE
2,2,0,0,43,0,9,FALSE
0,0,0,0,-23,0,466,FALSE
16,10,0,0,29,0,9,FALSE
0,0,0,0,-23,0,466,FALSE
0,0,0,0,-41,0,9,FALSE
0,0,0,0,-45,19,12,FALSE
0,0,0,0,-19,2,23,FALSE
1,0,1,1,19,41,16,FALSE
0,0,0,0,-19,1,11,FALSE
0,0,0,0,-23,15,20,FALSE
0,0,0,0,-24,0,58,FALSE
3,1,0,0,26,0,10,FALSE
3,2,0,0,18,0,24,FALSE
1,1,0,0,24,76,143,FALSE
6,1,45,9,24,0,11,FALSE
0,0,0,0,-19,0,30,FALSE
0,0,0,0,-23,0,134,FALSE
0,0,0,0,-23,0,26,FALSE
2,1,0,0,17,24,15,FALSE
0,0,0,0,-23,18,27,FALSE
4,2,9,4,22,0,26,FALSE
0,0,0,0,-19,0,14,FALSE
0,0,0,0,-19,0,26,FALSE
2,0,9,4,21,0,119,FALSE
0,0,0,0,-1,0,38,FALSE
17,5,135,11,24,0,11,FALSE
0,0,0,0,-47,0,145,FALSE
0,0,0,0,-23,0,96,FALSE
0,0,0,0,-48,6,9,FALSE
7,1,11,2,22,16,19,FALSE
0,0,0,0,-43,0,47,FALSE
3,2,-5,-5,22,0,9,FALSE
0,0,0,0,-41,2,12,FALSE
1,0,0,0,25,25,119,FALSE
0,0,0,0,-23,0,9,FALSE
0,0,0,0,-23,0,17,FALSE
2,0,0,0,27,6,23,FALSE
0,0,0,0,-19,0,466,FALSE
2,2,0,0,26,0,11,FALSE
0,0,0,0,-43,0,100,FALSE
0,0,0,0,-23,0,30,FALSE
7,1,0,0,26,16,19,FALSE
0,0,0,0,-47,0,143,FALSE
12,8,5,1,23,0,10,FALSE
0,0,0,0,-43,0,115,FALSE
0,0,0,0,-19,0,129,FALSE
2,1,0,0,26,0,12,FALSE
4,1,5,1,23,0,16,FALSE
1,1,0,0,23,125,36,FALSE
0,0,0,0,-5,0,38,FALSE
1,0,37,37,22,17,10,TRUE
5,1,5,1,23,39,29,TRUE
12,4,0,0,27,64,144,TRUE
4,4,0,0,23,9,30,TRUE
10,5,92,18,22,0,12,TRUE
8,1,2,2,26,213,24,TRUE
14,7,-176,-25,24,0,11,TRUE
14,4,170,17,23,0,26,TRUE
4,4,0,0,25,5,35,TRUE
14,4,0,0,27,0,26,TRUE
