@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z133.3333333

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
1,5,0.333333,0,0.5,0,0,TRUE
2,3,2,0.964286,0.533333,0,0,TRUE
2,8,2,0.933333,0.416667,1,1,TRUE
1,5,0.333333,0,0.5,0,0,TRUE
1,4,2,0,0.5,0,0,TRUE
1,5,0.333333,0,0.5,0,0,TRUE
1,6,0.25,0,0.433333,0,0,TRUE
2,11,2,0.933333,0.416667,1,1,TRUE
2,8,2,0.933333,0.416667,1,1,TRUE
1,44,2,0,0.244048,0,0,TRUE
1,26,0.902778,0,0.235294,0,0,TRUE
4,4,0.75,0.75,0.333333,1,2,TRUE
1,4,0.4,0,0.5,0,0,TRUE
3,12,0.928571,0.637931,0.309091,1,1,FALSE
3,12,0.928571,0.637931,0.309091,1,1,FALSE
2,10,2,0.933333,0.392857,1,1,FALSE
3,10,1.019608,0.6,0.338235,1,2,FALSE
3,10,1.019608,0.6,0.338235,1,2,FALSE
3,10,1.019608,0.6,0.338235,1,2,FALSE
4,13,0.916667,0.947368,0.5,3,6,FALSE
3,12,0.928571,0.637931,0.309091,1,1,FALSE
2,5,0.666667,0.633333,0.461538,0,0,FALSE
2,5,0.666667,0.633333,0.461538,0,0,FALSE
4,13,0.916667,0.947368,0.5,3,6,FALSE
4,8,0,0.964286,0.666667,3,3,FALSE
4,13,0.916667,0.947368,0.5,3,6,FALSE
