@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z133.3333333

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
2,17,0.25,0.9,0.466667,1,2,TRUE
5,35,1.5,1,0.777778,0,0,TRUE
1,4,2,0,0.5,0,0,TRUE
1,12,0.775,0,0.246753,0,0,TRUE
1,5,0.4,0,0.458333,0,0,TRUE
2,10,2,0.931034,0.416667,1,1,TRUE
5,35,1.5,1,0.777778,0,0,TRUE
5,35,1.5,1,0.777778,0,0,TRUE
3,5,2,0.833333,0.8,2,5,TRUE
1,4,2,0,0.5,0,0,TRUE
2,17,0.25,0.9,0.466667,1,2,TRUE
2,6,0.8,0.9,0.4,0,0,TRUE
5,35,1.5,1,0.777778,0,0,TRUE
4,8,2,0.964286,0.666667,2,4,FALSE
4,8,1.5,0.964286,0.666667,3,4,FALSE
1,4,2,0,0.666667,0,0,FALSE
1,4,2,0,0.666667,0,0,FALSE
1,4,2,0,0.666667,0,0,FALSE
1,8,0.333333,0,0.416667,0,0,FALSE
1,8,0.333333,0,0.416667,0,0,FALSE
2,5,2,0.862069,0.666667,0,0,FALSE
4,10,2,0.964286,0.666667,2,4,FALSE
1,8,0.333333,0,0.416667,0,0,FALSE
4,8,2,0.964286,0.666667,2,4,FALSE
1,8,0.333333,0,0.416667,0,0,FALSE
2,5,2,0.862069,0.666667,0,0,FALSE
