@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z117.2413793

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
7,24,2,2,0,FALSE
5,26,8,2,0,FALSE
2,22,2,2,0,FALSE
2,4,2,1,0,FALSE
7,29,4,2,0,FALSE
5,26,8,2,0,FALSE
0,0,1,0,0,FALSE
4,19,3,2,0,FALSE
5,26,8,2,0,FALSE
2,4,2,1,0,FALSE
4,10,0,3,0,FALSE
8,22,3,8,1,FALSE
2,2,1,2,0,FALSE
4,10,0,3,0,FALSE
2,2,1,2,0,FALSE
0,0,1,0,0,FALSE
6,30,4,2,0,TRUE
13,54,6,10,0,TRUE
1,1,0,1,0,TRUE
5,16,0,2,0,TRUE
13,54,6,10,0,TRUE
1,1,0,1,0,TRUE
5,16,0,2,0,TRUE
1,1,0,1,0,TRUE
4,25,4,3,0.5,TRUE
1,1,0,1,0,TRUE
1,1,0,1,0,TRUE
22,95,15,8,0,TRUE
4,25,4,3,0.5,TRUE
13,54,6,10,0,TRUE
22,35,9,21,0.875,TRUE
10,16,3,0,1,TRUE
