@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z117.2413793

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
4,27,7,2,0,FALSE
5,44,7,3,0,FALSE
4,10,0,3,0,FALSE
2,6,4,1,0,FALSE
5,44,7,3,0,FALSE
3,7,0,3,1,FALSE
4,10,0,3,0,FALSE
7,21,2,2,0,FALSE
3,7,0,3,1,FALSE
2,6,4,1,0,FALSE
3,7,0,3,1,FALSE
2,12,4,2,0,FALSE
7,21,2,2,0,FALSE
2,6,4,1,0,FALSE
7,21,2,2,0,FALSE
2,22,2,2,0,FALSE
12,39,9,12,0,TRUE
2,3,2,2,0,TRUE
12,39,9,12,0,TRUE
7,13,1,7,0,TRUE
8,22,6,8,0,TRUE
12,39,9,12,0,TRUE
4,19,1,2,0,TRUE
2,5,1,1,1,TRUE
2,3,2,2,0,TRUE
2,3,2,2,0,TRUE
9,27,4,6,0.076923,TRUE
12,39,9,12,0,TRUE
1,1,1,1,0,TRUE
2,5,1,1,1,TRUE
2,4,0,2,0,TRUE
2,5,1,1,1,TRUE
