@relation xercesA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z155.5555556

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {TRUE,FALSE}

@data
6,2,0,5,8,2,6,0.981818,0.375,0,0,1,TRUE
71,1,0,17,193,16,23,0.924861,0.147959,0,0,3,TRUE
6,2,0,5,8,2,6,0.981818,0.375,0,0,1,TRUE
6,2,0,5,8,2,6,0.981818,0.375,0,0,1,TRUE
0,1,0,0,0,0,0,2,0,0,0,0,TRUE
6,2,0,5,8,2,6,0.981818,0.375,0,0,1,TRUE
0,1,0,0,0,0,0,2,0,0,0,0,TRUE
48,2,1,41,121,26,47,0.93921,0.179924,1,9,23,TRUE
0,1,0,0,0,0,0,2,0,0,0,0,TRUE
6,1,0,0,6,0,6,2,1,0,0,1,TRUE
71,1,0,17,193,16,23,0.924861,0.147959,0,0,3,TRUE
48,2,1,41,121,26,47,0.93921,0.179924,1,9,23,TRUE
0,1,0,0,0,0,0,2,0,0,0,0,TRUE
13,1,0,2,24,2,9,0.6875,0.307692,0,0,11,TRUE
1,1,0,4,1,1,1,2,1,0,0,1,TRUE
0,1,0,0,0,0,0,2,0,0,0,0,TRUE
6,1,0,0,6,0,6,2,1,0,0,1,TRUE
18,1,0,0,18,0,18,1.058824,0.333333,0,0,1,TRUE
8,2,0,2,17,1,6,0.666667,0.375,1,1,1,TRUE
1,1,0,4,1,1,1,2,1,0,0,1,TRUE
1,1,0,4,1,1,1,2,1,0,0,1,TRUE
3,1,0,21,3,0,3,1.5,0.533333,0,0,1,TRUE
1,1,0,4,1,1,1,2,1,0,0,1,TRUE
4,3,0,5,14,5,1,0.666667,0.5,2,7,2,TRUE
18,1,0,0,18,0,18,1.058824,0.333333,0,0,1,TRUE
71,1,0,17,193,16,23,0.924861,0.147959,0,0,3,TRUE
7,1,0,7,8,6,7,2,0.265306,0,0,1,TRUE
8,2,0,2,17,1,6,0.666667,0.375,1,1,1,TRUE
1,1,0,4,1,1,1,2,1,0,0,1,TRUE
6,1,0,0,6,0,6,2,1,0,0,1,TRUE
3,1,0,21,3,0,3,1.5,0.533333,0,0,1,TRUE
6,1,0,0,6,0,6,2,1,0,0,1,TRUE
4,3,0,5,14,5,1,0.666667,0.5,2,7,2,TRUE
7,1,0,7,8,6,7,2,0.265306,0,0,1,TRUE
0,1,0,0,0,0,0,2,0,0,0,0,TRUE
7,1,0,7,8,6,7,2,0.265306,0,0,1,TRUE
6,2,0,5,8,2,6,0.981818,0.375,0,0,1,TRUE
71,1,0,17,193,16,23,0.924861,0.147959,0,0,3,TRUE
0,1,0,0,0,0,0,2,0,0,0,0,TRUE
48,2,1,41,121,26,47,0.93921,0.179924,1,9,23,TRUE
13,1,0,2,24,2,9,0.6875,0.307692,0,0,11,TRUE
18,1,0,0,18,0,18,1.058824,0.333333,0,0,1,TRUE
4,1,0,12,8,7,4,1.333333,0.59375,0,0,1,FALSE
15,4,1,9,27,4,14,0.821429,0.383333,2,8,2,FALSE
3,1,0,0,8,0,2,2,0.333333,0,0,1,FALSE
19,1,0,0,19,0,19,2,0.438596,0,0,1,FALSE
3,1,0,0,8,0,2,2,0.333333,0,0,1,FALSE
23,1,0,0,23,0,23,2,0.347826,0,0,1,FALSE
5,4,0,2,10,2,5,2,0.45,1,2,1,FALSE
3,1,0,9,15,8,3,0.5,0.458333,0,0,1,FALSE
5,1,0,5,14,1,4,1.159091,0.5,0,0,9,FALSE
10,1,0,10,13,0,8,0.908497,0.25,0,0,9,FALSE
14,1,0,5,50,2,13,2,0.410714,0,0,5,FALSE
62,1,0,24,130,17,39,0.850198,0.138249,0,0,6,FALSE
5,4,0,2,10,2,5,2,0.45,1,2,1,FALSE
19,1,0,0,19,0,19,2,0.438596,0,0,1,FALSE
3,1,0,0,8,0,2,2,0.333333,0,0,1,FALSE
9,4,0,2,13,2,9,2,0.555556,1,1,1,FALSE
21,1,0,6,35,5,12,0.677273,0.271429,0,0,24,FALSE
15,1,0,0,15,0,15,2,0.488889,0,0,1,FALSE
12,1,1,0,39,0,8,0.878788,0.454545,0,0,10,FALSE
62,1,0,24,130,17,39,0.850198,0.138249,0,0,6,FALSE
8,1,0,11,8,5,8,2,0.363636,0,0,1,FALSE
19,1,0,0,19,0,19,2,0.438596,0,0,1,FALSE
7,4,0,2,11,2,7,2,0.571429,0,0,1,FALSE
5,4,0,2,10,2,5,2,0.45,1,2,1,FALSE
14,1,0,5,50,2,13,2,0.410714,0,0,5,FALSE
5,4,0,2,10,2,5,2,0.45,1,2,1,FALSE
9,4,0,2,13,2,9,2,0.555556,1,1,1,FALSE
21,1,0,6,35,5,12,0.677273,0.271429,0,0,24,FALSE
3,1,0,9,15,8,3,0.5,0.458333,0,0,1,FALSE
22,1,0,0,22,0,22,2,0.281818,0,0,1,FALSE
7,4,0,2,11,2,7,2,0.571429,0,0,1,FALSE
17,1,0,8,54,3,5,0.9375,0.2125,0,0,19,FALSE
4,3,0,6,9,5,0,0.380952,0.40625,1,3,1,FALSE
3,1,0,9,15,8,3,0.5,0.458333,0,0,1,FALSE
15,4,0,3,38,2,15,2,0.32,1,1,6,FALSE
4,1,0,12,8,7,4,1.333333,0.59375,0,0,1,FALSE
4,3,0,6,9,5,0,0.380952,0.40625,1,3,1,FALSE
30,1,0,52,50,4,26,0.829023,0.338889,0,0,9,FALSE
9,4,0,2,13,2,9,2,0.555556,1,1,1,FALSE
19,1,0,9,34,5,13,0.688889,0.277778,0,0,11,FALSE
20,1,0,0,20,0,20,2,0.75,0,0,1,FALSE
9,1,4,8,11,2,0,0.825,0.518519,0,0,1,FALSE
