@relation xercesA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z155.5555556

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {TRUE,FALSE}

@data
11,2,2,6,26,4,10,1.05,0.477273,1,1,3,TRUE
0,1,0,0,0,0,0,2,0,0,0,0,TRUE
9,2,0,6,34,5,7,0.669118,0.285714,0,0,1,TRUE
5,3,0,0,6,0,5,0,0.6,0,0,1,TRUE
10,1,0,0,10,0,10,1.111111,0.4,0,0,1,TRUE
9,2,0,6,34,5,7,0.669118,0.285714,0,0,1,TRUE
0,1,0,0,0,0,0,2,0,0,0,0,TRUE
4,1,0,0,4,0,4,2,0.625,0,0,1,TRUE
0,1,0,0,0,0,0,2,0,0,0,0,TRUE
6,1,0,0,36,0,0,0.933333,0.333333,0,0,1,TRUE
5,3,0,0,6,0,5,0,0.6,0,0,1,TRUE
10,1,0,0,10,0,10,1.111111,0.4,0,0,1,TRUE
48,2,1,5,98,4,37,0.904255,0.145663,2,10,3,TRUE
4,1,0,0,4,0,4,2,1,0,0,1,TRUE
4,4,0,5,19,5,1,0.666667,0.5,4,9,7,TRUE
4,1,0,0,4,0,4,2,1,0,0,1,TRUE
4,1,0,0,4,0,4,2,0.625,0,0,1,TRUE
4,4,0,5,19,5,1,0.666667,0.5,4,9,7,TRUE
11,2,2,6,26,4,10,1.05,0.477273,1,1,3,TRUE
4,1,0,0,4,0,4,2,0.625,0,0,1,TRUE
4,1,0,0,4,0,4,2,0.625,0,0,1,TRUE
5,3,0,0,6,0,5,0,0.6,0,0,1,TRUE
16,4,2,13,46,6,14,0.933333,0.34375,3,18,11,TRUE
10,1,0,0,10,0,10,1.111111,0.4,0,0,1,TRUE
9,2,0,6,34,5,7,0.669118,0.285714,0,0,1,TRUE
16,4,2,13,46,6,14,0.933333,0.34375,3,18,11,TRUE
48,2,1,5,98,4,37,0.904255,0.145663,2,10,3,TRUE
4,4,0,5,19,5,1,0.666667,0.5,4,9,7,TRUE
10,1,0,0,10,0,10,1.111111,0.4,0,0,1,TRUE
48,2,1,5,98,4,37,0.904255,0.145663,2,10,3,TRUE
6,1,0,0,36,0,0,0.933333,0.333333,0,0,1,TRUE
48,2,1,5,98,4,37,0.904255,0.145663,2,10,3,TRUE
0,1,0,0,0,0,0,2,0,0,0,0,TRUE
9,2,0,6,34,5,7,0.669118,0.285714,0,0,1,TRUE
5,3,0,0,6,0,5,0,0.6,0,0,1,TRUE
4,4,0,5,19,5,1,0.666667,0.5,4,9,7,TRUE
6,1,0,0,36,0,0,0.933333,0.333333,0,0,1,TRUE
10,1,0,0,10,0,10,1.111111,0.4,0,0,1,TRUE
10,1,0,0,10,0,10,1.111111,0.4,0,0,1,TRUE
9,2,0,6,34,5,7,0.669118,0.285714,0,0,1,TRUE
4,1,0,0,4,0,4,2,1,0,0,1,TRUE
0,1,0,0,0,0,0,2,0,0,0,0,TRUE
12,1,0,9,19,2,11,0.924242,0.291667,1,1,28,FALSE
8,1,0,0,8,0,8,2,0.5,0,0,1,FALSE
8,1,0,0,8,0,8,2,0.5,0,0,1,FALSE
7,4,0,3,10,3,7,2,0.571429,1,6,1,FALSE
3,3,0,0,4,0,2,0.5,1,0,0,1,FALSE
8,1,0,0,8,0,8,2,0.5,0,0,1,FALSE
29,1,0,8,37,2,28,0.81391,0.333333,0,0,6,FALSE
12,4,0,3,22,3,12,2,0.316667,1,1,3,FALSE
3,3,0,0,4,0,2,0.5,1,0,0,1,FALSE
8,1,0,0,8,0,8,2,0.5,0,0,1,FALSE
18,2,1,7,79,5,11,0.588235,0.186275,1,8,37,FALSE
9,1,0,9,22,2,3,1.028846,0.31746,0,0,17,FALSE
18,2,1,7,79,5,11,0.588235,0.186275,1,8,37,FALSE
19,1,0,0,19,0,19,2,0.438596,0,0,1,FALSE
21,4,0,2,25,2,21,2,0.52381,0,0,1,FALSE
18,2,1,7,79,5,11,0.588235,0.186275,1,8,37,FALSE
21,4,0,2,25,2,21,2,0.52381,0,0,1,FALSE
27,1,0,1,27,1,27,1.038462,0.277778,0,0,1,FALSE
5,4,0,3,8,3,5,2,0.6,1,4,1,FALSE
6,1,0,0,6,0,6,2,0.75,0,0,1,FALSE
1,1,0,6,2,1,1,2,1,0,0,0,FALSE
1,1,0,0,2,0,1,2,1,0,0,0,FALSE
29,1,0,8,37,2,28,0.81391,0.333333,0,0,6,FALSE
7,4,0,3,10,3,7,2,0.571429,1,6,1,FALSE
19,1,0,0,19,0,19,2,0.438596,0,0,1,FALSE
1,1,0,4,2,0,0,2,1,0,0,0,FALSE
8,1,0,2,14,0,7,0.357143,0.625,0,0,4,FALSE
