@relation xercesA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z155.5555556

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {TRUE,FALSE}

@data
17,1,0,0,17,0,17,2,0.455882,0,0,1,TRUE
13,4,0,3,16,3,13,2,0.538462,1,7,1,TRUE
38,2,2,13,98,4,24,0.817568,0.174174,1,17,11,TRUE
38,2,2,13,98,4,24,0.817568,0.174174,1,17,11,TRUE
30,1,0,10,38,2,29,0.816697,0.333333,0,0,6,TRUE
7,1,0,0,7,0,7,2,0.25,0,0,1,TRUE
1,1,0,0,2,0,1,2,1,0,0,0,TRUE
13,4,0,3,16,3,13,2,0.538462,1,7,1,TRUE
5,2,0,2,13,1,3,0.5,0.6,1,1,1,TRUE
5,2,0,2,13,1,3,0.5,0.6,1,1,1,TRUE
8,1,0,0,8,0,8,2,0.666667,0,0,1,TRUE
30,1,0,10,38,2,29,0.816697,0.333333,0,0,6,TRUE
8,1,0,0,8,0,8,2,0.666667,0,0,1,TRUE
7,1,0,0,7,0,7,2,0.25,0,0,1,TRUE
7,1,0,0,7,0,7,2,0.25,0,0,1,TRUE
5,2,0,2,13,1,3,0.5,0.6,1,1,1,TRUE
30,1,0,10,38,2,29,0.816697,0.333333,0,0,6,TRUE
5,1,16,19,6,2,5,1.25,0.533333,0,0,1,TRUE
1,1,0,0,2,0,1,2,1,0,0,0,TRUE
17,1,0,0,17,0,17,2,0.455882,0,0,1,TRUE
5,2,0,2,13,1,3,0.5,0.6,1,1,1,TRUE
13,4,0,3,16,3,13,2,0.538462,1,7,1,TRUE
4,4,0,6,20,6,1,0.666667,0.5,3,11,4,TRUE
18,1,0,20,18,1,18,1.058824,0.296296,0,0,1,TRUE
