@relation xalanA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z126.4492754

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
53,0.794872,166,10.428571,FALSE
3,2,54,17,FALSE
6,2,4,0,FALSE
0,0,67,20,FALSE
1,2,44,21,FALSE
0,0,143,19.285714,FALSE
1,2,65,31.5,FALSE
6,2,81,19.25,FALSE
223,0.634483,460,14.166667,FALSE
6,2,59,13.75,FALSE
64,0.981818,586,47.416667,FALSE
6,2,43,9.75,FALSE
27,0.596154,749,51.071429,FALSE
6,2,81,19.25,FALSE
0,2,1,0,FALSE
1,1,14,5.5,FALSE
0,0.472222,182,16.8,FALSE
36,2,204,21.666667,FALSE
3,2,55,17.333333,FALSE
3,2,3,0,FALSE
3,0.4,183,29.333333,FALSE
309,0.84755,2953,96.8,FALSE
0,0.4,110,51.5,FALSE
0,2,1,0,FALSE
22,0.75,214,22.444444,FALSE
0,0.076923,174,11.357143,FALSE
0,0.333333,44,9.75,FALSE
23,0.555556,89,7.8,FALSE
3,2,59,18.666667,FALSE
6,2,59,13.75,FALSE
9,0.6,49,7,FALSE
1,2,39,18.5,FALSE
0,0.2,49,7,FALSE
0,2,7,6,FALSE
3,2,30,9,FALSE
19,0.75,138,11,FALSE
0,0.25,2423,483.4,FALSE
3,2,61,19.333333,FALSE
1,2,57,27.5,FALSE
3,2,59,18.666667,FALSE
0,2,1,0,FALSE
0,2,1,0,FALSE
3,2,61,19.333333,FALSE
3,2,42,13,FALSE
0,0,108,34.333333,FALSE
190,0.936455,912,36.458333,FALSE
0,2,12,9,FALSE
208,0.95,317,14.047619,FALSE
91,0.811688,824,52.466667,FALSE
1,2,57,27.5,FALSE
0,0.5,289,46.5,FALSE
53,0.794872,166,10.428571,FALSE
10,2,85,16,FALSE
3,2,37,11.333333,FALSE
0,0.333333,23,4.5,FALSE
0,2,0,0,FALSE
23,0.555556,89,7.8,FALSE
0,0.125,212,22.444444,FALSE
6,2,7,0.75,FALSE
0,0.733333,88,13.166667,FALSE
3,2,55,17.333333,FALSE
0,0.809524,255,29.75,FALSE
0,0.40625,117,11.555556,FALSE
0,0.5,118,15.571429,FALSE
300,0.879252,782,25.241379,FALSE
91,0.811688,824,52.466667,FALSE
0,0.40625,117,11.555556,FALSE
1,2,50,24,FALSE
1,2,28,13,FALSE
10,2,19,2.8,FALSE
27,0.596154,749,51.071429,FALSE
1,2,10,4,FALSE
254,0.892857,582,22,FALSE
36,2,9,0,FALSE
4,0.666667,26,5.25,FALSE
0,2,6,5,FALSE
53,0.9,90,7.090909,FALSE
36,2,82,8.111111,FALSE
13,0.861111,99,11.428571,FALSE
0,2,1,0,FALSE
3,0.4,183,29.333333,FALSE
1,0.5,107,34,FALSE
53,0.9,90,7.090909,FALSE
0,0,91,17,FALSE
23,0.555556,89,7.8,FALSE
214,0.891667,494,18.36,FALSE
4474,0.941667,2010,19.463918,FALSE
0,0.40625,117,11.555556,FALSE
0,0.666667,84,19.5,FALSE
3,0.56,424,68.833333,FALSE
53,0.9,90,7.090909,FALSE
0,0.666667,84,19.5,FALSE
0,0.333333,40,8.75,FALSE
4474,0.941667,2010,19.463918,FALSE
1,2,28,13,FALSE
0,0.25,84,15.4,FALSE
0,0.625,106,10.444444,FALSE
0,0.5,289,46.5,FALSE
3,2,25,7.333333,FALSE
3,2,30,9,FALSE
45,2,116,10.6,FALSE
2,0.333333,97,22.75,FALSE
214,0.891667,494,18.36,FALSE
3,2,18,5,FALSE
0,2,0,0,FALSE
1009,0.966667,245,4.195652,FALSE
15,1.133333,273,44,FALSE
0,2,4,3,FALSE
0,0.883142,1077,100.9,FALSE
64,0.981818,586,47.416667,FALSE
190,0.936455,912,36.458333,FALSE
0,0,67,20,FALSE
3,2,30,9,FALSE
0,0.472222,182,16.8,FALSE
1,2,2,0,FALSE
6,2,81,19.25,FALSE
343,2,514,18.037037,FALSE
1,0.5,37,11,FALSE
0,0.333333,23,4.5,FALSE
1,2,2,0,FALSE
3,2,9,2,FALSE
64,0.981818,586,47.416667,FALSE
1,0.5,499,165,FALSE
0,0.2,94,14.5,FALSE
36,2,204,21.666667,FALSE
10,2,305,60,FALSE
0,0.666667,271,23.090909,FALSE
0,0,38,11.333333,FALSE
0,0.75,100,31.666667,FALSE
0,0.333333,23,4.5,FALSE
36,2,204,21.666667,FALSE
0,0,91,17,FALSE
173,0.857143,2190,98.181818,FALSE
