@relation poiA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z109.8901099

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute Faultiness {TRUE,FALSE}

@data
7,22,0,5,0.166667,88,1,0.428571,0,11.285714,TRUE
3,3,3,3,1.5,6,0,0.666667,0,0,TRUE
4,16,4,4,0.333333,82,0,0.416667,0,19.25,TRUE
17,44,106,15,0.760417,483,0.5,0.485294,6,27.058824,TRUE
10,20,0,10,0,53,1,0.55,2,4.2,TRUE
15,28,85,13,0.814286,209,0.8,0.322222,6,12.6,TRUE
4,16,4,4,0.333333,82,0,0.416667,0,19.25,TRUE
11,21,49,9,0.85,106,0.5,0.522727,6,8.454545,TRUE
9,13,36,9,1.125,62,0,0.333333,0,5.666667,TRUE
13,25,56,11,0.805556,158,0.666667,0.5,6,10.923077,TRUE
9,13,36,9,1.125,62,0,0.333333,0,5.666667,TRUE
19,34,141,17,0.814815,253,0.833333,0.307018,6,12,TRUE
11,22,35,9,0.8,119,0.5,0.418182,6,9.636364,TRUE
10,14,45,10,1.111111,67,0.333333,0.32,0,5.4,TRUE
11,22,43,9,0.85,117,0.5,0.522727,6,9.454545,TRUE
14,33,65,12,0.74359,229,0.666667,0.4,6,15.142857,TRUE
22,46,105,20,0.920635,422,0.4,0.253247,6,17.5,TRUE
8,20,0,3,0.369048,441,1,0.416667,0,52.625,TRUE
12,24,46,10,0.818182,141,0.5,0.5,6,10.583333,TRUE
17,91,106,13,0.354167,453,1,0.144796,0,25.470588,TRUE
12,37,66,10,1.090909,494,1,0.27381,0,40.083333,TRUE
42,88,0,41,1,329,0.066667,0.304762,0,5.761905,TRUE
4,16,4,4,0.333333,82,0,0.416667,0,19.25,TRUE
14,33,65,12,0.74359,229,0.666667,0.4,6,15.142857,TRUE
10,14,45,10,1.111111,67,0.333333,0.32,0,5.4,TRUE
7,56,9,5,0.722222,743,1,0.166667,0,104.714286,TRUE
13,24,64,11,0.883333,143,0.6,0.5,6,9.615385,TRUE
25,44,128,23,0.948864,429,0.363636,0.352,6,15.28,TRUE
13,24,64,11,0.883333,143,0.6,0.5,6,9.615385,TRUE
22,35,169,20,0.946779,316,0.352941,0.443182,6,12.590909,TRUE
10,20,0,10,0,53,1,0.55,2,4.2,TRUE
9,13,36,9,1.125,62,0,0.333333,0,5.666667,TRUE
23,24,253,23,2,49,0,0.669565,2,1.130435,TRUE
13,25,56,11,0.805556,158,0.666667,0.5,6,10.923077,TRUE
13,24,64,11,0.883333,143,0.6,0.5,6,9.615385,TRUE
19,34,141,17,0.814815,253,0.833333,0.307018,6,12,TRUE
17,33,40,15,0.830357,250,0.571429,0.376471,6,13.294118,TRUE
13,24,64,11,0.883333,143,0.6,0.5,6,9.615385,TRUE
25,44,128,23,0.948864,429,0.363636,0.352,6,15.28,TRUE
22,56,197,16,0.813853,378,0.545455,0.369048,0,15.681818,TRUE
4,16,4,4,0.333333,82,0,0.416667,0,19.25,TRUE
17,33,40,15,0.830357,250,0.571429,0.376471,6,13.294118,TRUE
14,33,65,12,0.74359,229,0.666667,0.4,6,15.142857,TRUE
22,56,197,16,0.813853,378,0.545455,0.369048,0,15.681818,TRUE
25,44,128,23,0.948864,429,0.363636,0.352,6,15.28,TRUE
10,14,45,10,1.111111,67,0.333333,0.32,0,5.4,TRUE
13,23,66,11,0.805556,140,0.666667,0.5,6,9.538462,TRUE
28,51,0,26,0.731481,237,0.75,0.198413,6,7.321429,TRUE
22,56,197,16,0.813853,378,0.545455,0.369048,0,15.681818,TRUE
4,8,6,4,2,20,0,0.666667,0,4,TRUE
9,9,36,9,2,9,0,0.314815,0,0,FALSE
0,0,0,0,2,0,0,0,0,0,FALSE
18,28,111,16,0.776471,231,0.8,0.458333,6,11.555556,FALSE
18,28,111,16,0.776471,231,0.8,0.458333,6,11.555556,FALSE
4,4,6,4,2,4,0,0.583333,0,0,FALSE
26,46,117,24,0.936364,505,0.363636,0.346154,6,17.576923,FALSE
12,24,46,10,0.818182,141,0.5,0.5,6,10.583333,FALSE
4,4,6,4,2,4,0,0.583333,0,0,FALSE
18,35,37,16,0.806723,287,0.571429,0.366667,6,14.555556,FALSE
25,41,258,23,0.758333,389,0.8,0.257143,6,14.36,FALSE
9,17,36,7,1.125,72,0,0.555556,6,6.888889,FALSE
4,4,6,4,2,4,0,1,0,0,FALSE
18,28,111,16,0.776471,231,0.8,0.458333,6,11.555556,FALSE
11,21,49,9,0.85,106,0.5,0.522727,6,8.454545,FALSE
2,2,1,2,2,2,0,0.75,0,0,FALSE
12,24,46,10,0.818182,141,0.5,0.5,6,10.583333,FALSE
12,25,24,8,0.863636,319,1,0.214286,0,25.25,FALSE
7,29,1,1,0,257,1,0.514286,0,35.571429,FALSE
17,41,66,15,0.85,319,0.4,0.313725,6,17.470588,FALSE
10,19,5,8,0.740741,223,1,0.228571,2,21,FALSE
8,59,20,4,0.821429,267,1,0.666667,1,31.875,FALSE
18,31,91,16,0.776471,303,0.8,0.458333,6,15.555556,FALSE
0,0,0,0,2,4,0,0,0,0,FALSE
11,21,49,9,0.85,106,0.5,0.522727,6,8.454545,FALSE
0,0,0,0,2,4,0,0,0,0,FALSE
16,55,0,14,0.5,453,1,0.198864,0,27.0625,FALSE
9,13,36,9,1.125,64,0,0.333333,0,5.888889,FALSE
12,22,46,10,0.818182,128,0.5,0.4,6,9.5,FALSE
5,16,10,5,2,50,0,0.5,0,9,FALSE
4,8,0,3,0,79,1,0.5625,0,18.5,FALSE
12,24,46,10,0.818182,141,0.5,0.5,6,10.583333,FALSE
7,51,3,6,0.083333,282,1,0.303571,0,39,FALSE
20,32,114,18,0.894737,361,0.5,0.45,6,16.55,FALSE
3,21,3,2,2,112,0,0.333333,0,36.333333,FALSE
25,40,258,23,0.758333,390,0.8,0.3,6,14.4,FALSE
26,46,153,24,0.8,501,0.888889,0.346154,6,17.923077,FALSE
9,17,30,6,0.75,55,1,0.407407,1,5,FALSE
9,17,30,6,0.75,55,1,0.407407,1,5,FALSE
25,29,0,24,0.388889,629,1,0.313333,1,24.04,FALSE
35,43,595,32,2,379,0,0.2,0,9.828571,FALSE
17,32,72,15,0.791667,282,0.833333,0.268908,6,15.235294,FALSE
10,19,5,8,0.740741,223,1,0.228571,2,21,FALSE
4,8,0,3,0,79,1,0.5625,0,18.5,FALSE
8,59,20,4,0.821429,267,1,0.666667,1,31.875,FALSE
5,16,10,5,2,50,0,0.5,0,9,FALSE
9,17,36,7,1.125,72,0,0.555556,6,6.888889,FALSE
17,32,72,15,0.791667,282,0.833333,0.268908,6,15.235294,FALSE
20,32,114,18,0.894737,361,0.5,0.45,6,16.55,FALSE
20,32,114,18,0.894737,361,0.5,0.45,6,16.55,FALSE
5,12,10,5,2,32,0,0.5,0,5.4,FALSE
