@relation 'Keymind - BA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z22.88135593-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,0,0,0,21,0,51,FALSE
16,10,-30,-5,25,0,9,FALSE
0,0,0,0,-17,0,0,FALSE
0,0,0,0,-45,2,12,FALSE
0,0,0,0,-44,6,9,FALSE
0,0,0,0,-23,15,27,FALSE
3,2,0,0,18,80,12,FALSE
0,0,0,0,-19,0,102,FALSE
0,0,0,0,-19,0,16,FALSE
3,2,0,0,18,0,24,FALSE
1,0,0,0,21,0,141,FALSE
0,0,0,0,-45,19,12,FALSE
4,1,0,0,27,0,16,FALSE
3,1,0,0,29,43,98,FALSE
16,10,0,0,29,0,9,FALSE
7,1,88,15,22,211,11,FALSE
5,3,0,0,29,59,90,FALSE
2,1,0,0,22,7,10,FALSE
5,2,4,1,21,0,20,FALSE
3,3,0,0,27,78,44,FALSE
0,0,0,0,-21,0,0,FALSE
1,0,0,0,23,41,16,FALSE
0,0,0,0,-47,0,145,FALSE
0,0,0,0,-23,0,466,FALSE
3,0,0,0,25,0,40,FALSE
0,0,0,0,-47,0,100,FALSE
5,1,5,1,23,39,29,TRUE
6,2,0,0,27,41,29,TRUE
8,1,2,2,26,213,24,TRUE
9,3,0,0,44,0,20,TRUE
9,3,0,0,27,0,20,TRUE
1,0,0,0,26,17,10,TRUE
5,3,0,0,17,0,28,TRUE
1,0,37,37,22,17,10,TRUE
2,1,0,0,27,33,12,TRUE
6,2,0,0,27,95,32,TRUE
4,4,0,0,45,5,35,TRUE
12,4,179,22,23,64,144,TRUE
12,4,0,0,44,64,144,TRUE
12,4,0,0,27,64,144,TRUE
14,4,0,0,27,0,26,TRUE
6,2,12,3,23,95,32,TRUE
6,2,0,0,44,95,32,TRUE
2,1,0,0,44,33,12,TRUE
14,7,0,0,28,0,11,TRUE
9,3,45,7,23,0,20,TRUE
4,4,0,0,23,9,30,TRUE
9,8,0,0,22,0,9,TRUE
2,1,0,0,23,61,9,TRUE
9,5,31,8,24,70,15,TRUE
1,0,0,0,43,17,10,TRUE
14,4,170,17,23,0,26,TRUE
