@relation 'Keymind - BA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z22.88135593-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,1,0,0,43,0,11,FALSE
0,0,0,0,-19,0,26,FALSE
0,0,0,0,-23,0,14,FALSE
5,3,0,0,45,59,90,FALSE
0,0,0,0,-1,16,16,FALSE
0,0,0,0,-23,0,128,FALSE
0,0,0,0,-23,0,2680,FALSE
6,2,0,0,43,15,16,FALSE
0,0,0,0,-23,0,57,FALSE
0,0,0,0,-23,0,250,FALSE
0,0,0,0,-23,18,27,FALSE
0,0,0,0,-19,17,29,FALSE
2,1,0,0,26,0,12,FALSE
0,0,0,0,-15,0,35,FALSE
17,5,0,0,44,0,11,FALSE
0,0,0,0,-41,12,22,FALSE
6,1,0,0,44,0,11,FALSE
2,0,9,4,21,0,119,FALSE
7,4,0,0,27,110,54,FALSE
2,1,0,0,23,0,4,FALSE
0,0,0,0,-19,0,95,FALSE
0,0,0,0,-19,0,20,FALSE
0,0,0,0,-19,0,35,FALSE
3,0,0,0,25,0,45,FALSE
0,0,0,0,-23,0,102,FALSE
0,0,0,0,-19,0,96,FALSE
14,7,-176,-25,24,0,11,TRUE
4,4,0,0,25,5,35,TRUE
6,2,0,0,27,41,29,TRUE
5,3,0,0,17,0,28,TRUE
30,18,0,0,29,86,35,TRUE
9,3,45,7,23,0,20,TRUE
14,4,170,17,23,0,26,TRUE
1,0,37,37,22,17,10,TRUE
5,1,5,1,23,39,29,TRUE
30,18,450,37,25,86,35,TRUE
6,2,0,0,44,95,32,TRUE
9,3,0,0,44,0,20,TRUE
4,4,0,0,45,5,35,TRUE
14,4,0,0,27,0,26,TRUE
2,1,0,0,44,33,12,TRUE
9,3,0,0,27,0,20,TRUE
14,4,0,0,44,0,26,TRUE
9,5,0,0,28,70,15,TRUE
1,0,0,0,43,17,10,TRUE
14,8,5,5,26,0,8,TRUE
1,0,0,0,26,17,10,TRUE
12,4,0,0,44,64,144,TRUE
10,5,92,18,22,0,12,TRUE
14,7,0,0,28,0,11,TRUE
4,4,0,0,23,9,30,TRUE
2,1,0,0,27,33,12,TRUE
