@relation 'Keymind - BA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z22.88135593-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
0,0,0,0,-19,0,239,FALSE
0,0,0,0,-43,0,100,FALSE
1,1,0,0,23,125,36,FALSE
1,1,0,0,19,125,36,FALSE
2,2,0,0,21,33,9,FALSE
3,0,0,0,25,0,40,FALSE
1,0,0,0,25,29,63,FALSE
0,0,0,0,-43,0,89,FALSE
2,2,0,0,26,0,11,FALSE
0,0,0,0,-5,16,16,FALSE
4,2,9,4,22,0,26,FALSE
6,1,0,0,44,0,11,FALSE
2,2,0,0,18,64,53,FALSE
0,0,0,0,-41,0,9,FALSE
3,2,0,0,22,0,24,FALSE
1,0,0,0,19,0,11,FALSE
0,0,0,0,-45,19,12,FALSE
7,4,0,0,27,110,54,FALSE
6,1,31,6,23,66,50,FALSE
6,2,0,0,43,15,16,FALSE
0,0,0,0,-41,0,11,FALSE
0,0,0,0,-19,0,14,FALSE
0,0,0,0,-23,0,248,FALSE
11,0,135,12,19,12,9,FALSE
0,0,0,0,-19,2,23,FALSE
0,0,0,0,-17,0,0,FALSE
14,7,-176,-25,24,0,11,TRUE
9,3,0,0,44,0,20,TRUE
2,1,0,0,44,33,12,TRUE
9,3,0,0,27,0,20,TRUE
6,2,12,3,23,95,32,TRUE
6,2,0,0,44,95,32,TRUE
14,4,0,0,44,0,26,TRUE
12,4,179,22,23,64,144,TRUE
2,1,0,0,27,33,12,TRUE
1,0,0,0,43,17,10,TRUE
14,7,0,0,28,0,11,TRUE
12,4,0,0,44,64,144,TRUE
1,0,0,0,26,17,10,TRUE
33,20,2,2,45,88,232,TRUE
9,8,0,0,22,0,9,TRUE
9,5,0,0,28,70,15,TRUE
6,2,0,0,27,95,32,TRUE
1,0,37,37,22,17,10,TRUE
14,4,170,17,23,0,26,TRUE
9,3,45,7,23,0,20,TRUE
6,2,0,0,27,41,29,TRUE
14,8,5,5,26,0,8,TRUE
4,4,0,0,29,5,35,TRUE
4,4,0,0,19,9,30,TRUE
4,4,0,0,25,5,35,TRUE
9,5,31,8,24,70,15,TRUE
