@relation 'Keymind - BA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z22.88135593-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,1,0,0,19,125,36,FALSE
0,0,0,0,-23,0,16,FALSE
0,0,0,0,-43,0,89,FALSE
2,1,0,0,23,70,16,FALSE
0,0,0,0,-17,0,0,FALSE
0,0,0,0,-43,0,53,FALSE
5,3,27,13,25,59,90,FALSE
1,1,0,0,20,76,143,FALSE
0,0,0,0,-19,0,134,FALSE
1,1,0,0,14,38,9,FALSE
2,1,0,0,21,24,15,FALSE
4,2,0,0,21,0,11,FALSE
4,2,9,4,22,0,26,FALSE
17,5,135,11,24,0,11,FALSE
6,1,0,0,44,0,11,FALSE
0,0,0,0,-23,0,134,FALSE
0,0,0,0,-23,0,134,FALSE
8,3,9,9,44,47,16,FALSE
1,0,0,0,25,29,63,FALSE
7,1,0,0,43,16,19,FALSE
0,0,0,0,-43,0,47,FALSE
2,1,0,0,26,0,12,FALSE
0,0,0,0,-17,0,0,FALSE
0,0,0,0,-19,0,128,FALSE
0,0,0,0,-19,0,129,FALSE
6,0,9,1,21,0,96,FALSE
2,1,0,0,44,33,12,TRUE
9,3,0,0,44,0,20,TRUE
1,0,0,0,43,17,10,TRUE
1,0,0,0,26,17,10,TRUE
14,4,0,0,27,0,26,TRUE
14,7,-176,-25,24,0,11,TRUE
9,5,31,8,24,70,15,TRUE
9,3,0,0,27,0,20,TRUE
4,4,0,0,29,5,35,TRUE
6,2,12,3,23,95,32,TRUE
4,4,0,0,19,9,30,TRUE
14,4,170,17,23,0,26,TRUE
9,5,0,0,28,70,15,TRUE
30,18,0,0,29,86,35,TRUE
8,1,2,2,26,213,24,TRUE
14,7,0,0,28,0,11,TRUE
9,8,0,0,22,0,9,TRUE
6,2,0,0,27,41,29,TRUE
12,4,0,0,27,64,144,TRUE
5,3,0,0,17,0,28,TRUE
2,1,0,0,23,61,9,TRUE
12,4,179,22,23,64,144,TRUE
4,4,0,0,25,5,35,TRUE
9,3,45,7,23,0,20,TRUE
14,8,5,5,26,0,8,TRUE
30,18,450,37,25,86,35,TRUE
