@relation 'Keymind - BA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z22.88135593-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
0,0,0,0,-19,0,466,FALSE
5,3,0,0,29,59,90,FALSE
0,0,0,0,-19,0,9,FALSE
2,1,0,0,43,0,12,FALSE
0,0,0,0,-19,15,26,FALSE
0,0,0,0,-41,0,11,FALSE
0,0,0,0,-23,0,16,FALSE
1,1,0,0,23,125,36,FALSE
0,0,0,0,-43,0,89,FALSE
0,0,0,0,-24,0,58,FALSE
6,1,31,6,23,66,50,FALSE
0,0,0,0,-23,0,95,FALSE
3,3,0,0,44,78,44,FALSE
6,1,0,0,27,66,50,FALSE
0,0,0,0,-19,0,2680,FALSE
1,0,0,0,19,0,12,FALSE
4,2,0,0,25,0,11,FALSE
5,3,0,0,45,59,90,FALSE
2,1,0,0,43,0,11,FALSE
0,0,0,0,-19,0,466,FALSE
0,0,0,0,-23,0,466,FALSE
4,2,9,4,22,0,26,FALSE
2,0,0,0,25,0,36,FALSE
0,0,0,0,-43,0,100,FALSE
3,2,0,0,18,0,24,FALSE
7,4,0,0,27,110,54,FALSE
6,2,12,3,23,95,32,TRUE
12,4,179,22,23,64,144,TRUE
2,1,0,0,44,33,12,TRUE
9,3,45,7,23,0,20,TRUE
14,8,5,5,26,0,8,TRUE
14,7,-176,-25,24,0,11,TRUE
10,5,92,18,22,0,12,TRUE
14,4,0,0,44,0,26,TRUE
6,2,0,0,27,95,32,TRUE
9,5,0,0,28,70,15,TRUE
9,3,0,0,44,0,20,TRUE
1,0,0,0,26,17,10,TRUE
2,1,0,0,27,33,12,TRUE
1,0,37,37,22,17,10,TRUE
4,4,0,0,29,5,35,TRUE
12,4,0,0,27,64,144,TRUE
4,4,0,0,45,5,35,TRUE
9,8,0,0,22,0,9,TRUE
30,18,450,37,25,86,35,TRUE
14,7,0,0,28,0,11,TRUE
6,2,0,0,27,41,29,TRUE
9,5,31,8,24,70,15,TRUE
5,3,0,0,17,0,28,TRUE
4,4,0,0,23,9,30,TRUE
1,0,0,0,43,17,10,TRUE
12,4,0,0,44,64,144,TRUE
