@relation 'Keymind - BA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z22.88135593-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,0,0,0,23,47,9,FALSE
0,0,0,0,-23,15,20,FALSE
16,0,22,1,21,31,37,FALSE
2,1,0,0,22,7,10,FALSE
0,0,0,0,-19,0,11,FALSE
0,0,0,0,-23,17,29,FALSE
3,1,14,7,25,43,98,FALSE
0,0,0,0,-19,0,134,FALSE
16,10,0,0,29,0,9,FALSE
1,0,0,0,23,41,16,FALSE
0,0,0,0,-19,17,29,FALSE
3,1,0,0,45,43,98,FALSE
3,3,0,0,44,78,44,FALSE
0,0,0,0,-21,0,0,FALSE
6,1,0,0,44,66,50,FALSE
2,1,0,0,17,24,15,FALSE
0,0,0,0,-17,0,0,FALSE
0,0,0,0,-19,0,14,FALSE
2,2,0,0,18,64,53,FALSE
2,2,0,0,43,0,9,FALSE
8,4,54,14,24,0,26,FALSE
8,3,9,9,44,47,16,FALSE
0,0,0,0,-47,0,100,FALSE
2,0,0,0,25,0,36,FALSE
6,1,0,0,28,0,11,FALSE
0,0,0,0,-19,0,11,FALSE
4,4,0,0,19,9,30,TRUE
9,5,0,0,28,70,15,TRUE
4,4,0,0,45,5,35,TRUE
1,0,0,0,26,17,10,TRUE
30,18,0,0,29,86,35,TRUE
14,7,-176,-25,24,0,11,TRUE
9,8,0,0,22,0,9,TRUE
14,4,0,0,44,0,26,TRUE
4,4,0,0,25,5,35,TRUE
2,1,0,0,23,61,9,TRUE
2,1,0,0,44,33,12,TRUE
1,0,0,0,43,17,10,TRUE
30,18,450,37,25,86,35,TRUE
5,1,5,1,23,39,29,TRUE
14,4,0,0,27,0,26,TRUE
6,2,12,3,23,95,32,TRUE
9,3,0,0,44,0,20,TRUE
12,4,179,22,23,64,144,TRUE
4,4,0,0,23,9,30,TRUE
6,2,0,0,27,95,32,TRUE
1,0,37,37,22,17,10,TRUE
6,2,0,0,27,41,29,TRUE
4,4,0,0,29,5,35,TRUE
33,20,2,2,45,88,232,TRUE
6,2,0,0,44,95,32,TRUE
9,3,45,7,23,0,20,TRUE
