@relation 'Keymind - BA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z22.88135593-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,2,0,0,22,64,53,FALSE
0,0,0,0,-1,0,28,FALSE
2,1,5,5,19,70,16,FALSE
1,1,0,0,14,38,9,FALSE
2,0,0,0,25,0,119,FALSE
0,0,0,0,-23,0,239,FALSE
6,2,0,0,43,15,16,FALSE
0,0,0,0,-43,0,89,FALSE
0,0,0,0,-19,0,35,FALSE
0,0,0,0,-23,16,25,FALSE
2,2,0,0,21,33,9,FALSE
0,0,0,0,-41,3,43,FALSE
0,0,0,0,-23,0,17,FALSE
0,0,0,0,-23,0,16,FALSE
0,0,0,0,-19,0,250,FALSE
1,0,0,0,23,41,16,FALSE
6,1,0,0,44,66,50,FALSE
1,1,0,0,10,38,9,FALSE
2,2,0,0,43,0,9,FALSE
3,2,0,0,19,0,50,FALSE
1,0,0,0,21,0,51,FALSE
0,0,0,0,-23,0,9,FALSE
0,0,0,0,-23,0,466,FALSE
0,0,0,0,-23,0,250,FALSE
6,1,0,0,27,66,50,FALSE
3,3,0,0,23,78,44,FALSE
14,7,-176,-25,24,0,11,TRUE
6,2,0,0,27,41,29,TRUE
1,0,0,0,26,17,10,TRUE
6,2,12,3,23,95,32,TRUE
2,1,0,0,44,33,12,TRUE
2,1,0,0,23,61,9,TRUE
14,4,0,0,44,0,26,TRUE
14,4,170,17,23,0,26,TRUE
9,5,31,8,24,70,15,TRUE
9,3,45,7,23,0,20,TRUE
4,4,0,0,45,5,35,TRUE
1,0,37,37,22,17,10,TRUE
33,20,2,2,45,88,232,TRUE
4,4,0,0,19,9,30,TRUE
2,1,0,0,27,33,12,TRUE
10,5,92,18,22,0,12,TRUE
5,3,0,0,17,0,28,TRUE
5,1,5,1,23,39,29,TRUE
6,2,0,0,27,95,32,TRUE
9,3,0,0,27,0,20,TRUE
14,4,0,0,27,0,26,TRUE
9,8,0,0,22,0,9,TRUE
6,2,0,0,44,95,32,TRUE
14,7,0,0,28,0,11,TRUE
4,4,0,0,23,9,30,TRUE
12,4,0,0,27,64,144,TRUE
